Rank,CP,Pokepaste,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6
37,120,https://pokepast.es/414fb15051f26da7,rillaboom,basculegion-male,electabuzz,hydreigon,sneasler,kingambit
38,120,https://pokepast.es/1343e50fa70aaf96,incineroar,talonflame,porygon2,ursaluna,amoonguss,gholdengo
39,120,https://pokepast.es/4913fcb0a07971a8,volcarona,salamence,basculegion-male,archaludon,ursaluna-bloodmoon,grimmsnarl
40,120,https://pokepast.es/b3db7b43de311d41,incineroar,rillaboom,ninetales-alola,sneasler,ursaluna-bloodmoon,gholdengo
41,120,https://pokepast.es/97d016d865b07278,rillaboom,arcanine-hisui,whimsicott,smeargle,kommo-o,gholdengo
42,120,https://pokepast.es/34ffb949b31e2ceb,rillaboom,arcanine-hisui,glimmora,ninetales-alola,sneasler,kingambit
43,120,https://pokepast.es/d2d5c13d0d0f98c5,rillaboom,pelipper,basculegion-male,archaludon,amoonguss,kingambit
44,120,https://pokepast.es/ffc50fde96760cca,incineroar,porygon2,primarina,ursaluna,amoonguss,gholdengo
45,120,https://pokepast.es/d473386340c62e36,incineroar,pelipper,basculegion-male,archaludon,ursaluna,sinistcha
46,120,https://pokepast.es/4dd12cc00e6f8217,tyranitar,excadrill,whimsicott,annihilape,ursaluna-bloodmoon,gholdengo
47,120,https://pokepast.es/b4de1b31ee70083b,pelipper,dragonite,archaludon,ursaluna,sinistcha,gholdengo
48,120,https://pokepast.es/dbb492efcc3c0b16,murkrow,annihilape,sinistcha,indeedee-male,sneasler,gholdengo
49,120,https://pokepast.es/9389184821ea6a22,rillaboom,gastrodon,magmar,sneasler,dragapult,kingambit
50,120,https://pokepast.es/9bca737ee1f31f85,incineroar,pelipper,basculegion-male,archaludon,ursaluna,sinistcha
51,120,https://pokepast.es/c95d030853bb09c3,whimsicott,politoed,archaludon,weavile,armarouge,gholdengo
52,120,https://pokepast.es/cc2b9e512c8c8e67,torkoal,annihilape,ursaluna,bronzong,armarouge,indeedee-female
53,120,https://pokepast.es/222c024c8506c27e,incineroar,porygon2,ursaluna,amoonguss,hydreigon,gholdengo
54,120,https://pokepast.es/47393dc49f0342af,pelipper,dragonite,archaludon,ursaluna,sinistcha,gholdengo
55,120,https://pokepast.es/736fc8af99b834da,incineroar,typhlosion-hisui,rillaboom,weezing-galar,sneasler,dragapult
56,120,https://pokepast.es/22a461f2891b5281,incineroar,rillaboom,dragonite,annihilape,ursaluna-bloodmoon,gholdengo
57,120,https://pokepast.es/16c9cf0893d1cf32,incineroar,rillaboom,dragonite,sneasler,ursaluna-bloodmoon,gholdengo
58,120,https://pokepast.es/7b1f6b3d352e2b2f,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
59,120,https://pokepast.es/ea14eb6a374a9265,garchomp,corviknight,tyranitar,archaludon,indeedee-male,sneasler
60,120,https://pokepast.es/f86db4be48b1cd98,incineroar,rillaboom,ninetales-alola,sneasler,ursaluna-bloodmoon,gholdengo
61,120,https://pokepast.es/af40efa8c4252649,incineroar,dragonite,sinistcha,ninetales-alola,ursaluna-bloodmoon,kingambit
62,120,https://pokepast.es/b9a42416372af28c,incineroar,charizard,torkoal,jumpluff,porygon2,ursaluna
63,120,https://pokepast.es/d833483ad05e0cc4,torkoal,lilligant-hisui,ursaluna,gallade,hatterene,indeedee-female
64,120,https://pokepast.es/3e872a879d49444e,pelipper,dragonite,archaludon,ursaluna,sinistcha,gholdengo
