Rank,CP,Pokepaste,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6
51,100,https://pokepast.es/8c2b814b95c0fd4f,rillaboom,primarina,electabuzz,sneasler,dragapult,kingambit
52,100,https://pokepast.es/262ffdf50875f5ae,incineroar,rillaboom,primarina,electabuzz,kommo-o,gholdengo
53,100,https://pokepast.es/97e0a590fe6ffc8d,incineroar,garchomp,porygon2,amoonguss,sneasler,gholdengo
54,100,https://pokepast.es/c8e21270bffcf422,incineroar,garchomp,porygon2,amoonguss,sneasler,gholdengo
55,100,https://pokepast.es/186bac395d6420ee,incineroar,garchomp,whimsicott,dragonite,amoonguss,gholdengo
56,100,https://pokepast.es/d54cfdeb4aa72f65,garchomp,dragonite,primarina,magmar,sneasler,kingambit
57,100,https://pokepast.es/8a502da54e553f6b,rillaboom,garchomp,volcarona,mimikyu,sneasler,gholdengo
58,100,https://pokepast.es/8af13b417421077f,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
59,100,https://pokepast.es/d9a05c80736740ab,pelipper,basculegion-male,annihilape,maushold-family-of-four,archaludon,amoonguss
60,100,https://pokepast.es/5f1d64f71872fd34,incineroar,garchomp,whimsicott,dragonite,amoonguss,gholdengo
61,100,https://pokepast.es/28cd0d951c1db87b,rillaboom,volcarona,clefable,sneasler,dragapult,kingambit
62,100,https://pokepast.es/1e03345df7b053d3,incineroar,tyranitar,porygon2,palafin,amoonguss,gholdengo
63,100,https://pokepast.es/6294fb8573d7c1b6,typhlosion-hisui,rillaboom,tauros-paldea-aqua-breed,whimsicott,maushold-family-of-four,ursaluna-bloodmoon
64,100,https://pokepast.es/e45dcdfa226e3e64,dragonite,pelipper,archaludon,blastoise,indeedee-female,sneasler
65,80,https://pokepast.es/afbc681534420307,salamence,pelipper,basculegion-male,maushold-family-of-four,archaludon,amoonguss
66,80,https://pokepast.es/2ce63a2baaf34375,skeledirge,dragonite,electabuzz,ninetales-alola,glaceon,kingambit
67,80,https://pokepast.es/105000a31aacfd83,dragonite,dondozo,annihilape,archaludon,glimmora,kingambit
68,80,https://pokepast.es/f0bc304d6ad35f18,garchomp,murkrow,dondozo,tatsugiri [stretchy form],sneasler,gholdengo
69,80,https://pokepast.es/c0507b4c06a0e3f3,blaziken,rillaboom,primarina,electabuzz,dragapult,kingambit
70,80,https://pokepast.es/604b8b2dbf4e3564,volcarona,hydreigon,indeedee-male,drifblim,sneasler,dragapult
71,80,https://pokepast.es/db12a3aa87976f8b,amoonguss,toxtricity [low key form],indeedee-male,drifblim,kommo-o,gholdengo
72,80,https://pokepast.es/2dd00bc5705be843,rillaboom,dragonite,primarina,electabuzz,sneasler,kingambit
73,80,https://pokepast.es/8a2910c60da10c4f,talonflame,garchomp,tyranitar,gastrodon,cryogonal,gholdengo
74,80,https://pokepast.es/04d140ba26944498,garchomp,porygon2,primarina,vivillon,sneasler,gholdengo
75,80,https://pokepast.es/6a82410f721b9682,incineroar,rillaboom,gengar,hydreigon,sneasler,gholdengo
76,80,https://pokepast.es/fd7ee0f278c32400,garchomp,dragonite,ninetales-alola,amoonguss,sneasler,kingambit
77,80,https://pokepast.es/66e4a5f891c79430,talonflame,basculegion-male,weezing-galar,pawmot,kommo-o,toedscruel
78,80,https://pokepast.es/a52b603601889586,volcarona,dondozo,tatsugiri-curly,sneasler,gholdengo,grimmsnarl
79,80,https://pokepast.es/79b578011b044d13,rillaboom,dondozo,flamigo,ninetales-alola,baxcalibur,gholdengo
80,80,https://pokepast.es/ef6afd2732d26e03,incineroar,garchomp,dragonite,ninetales-alola,weezing-galar,kingambit
81,80,https://pokepast.es/f60a34870a5eaad5,incineroar,garchomp,dragonite,ninetales-alola,amoonguss,kingambit
82,80,https://pokepast.es/b04da3ef1d1579fb,incineroar,garchomp,porygon2,ninetales-alola,vivillon,amoonguss
83,80,https://pokepast.es/976b47becf18df5f,garchomp,tyranitar,annihilape,kilowattrel,clefable,gholdengo
84,80,https://pokepast.es/d601ecdfd9ae67e3,incineroar,porygon2,annihilape,ursaluna,amoonguss,gholdengo
85,80,https://pokepast.es/9116bf35ac7ca64f,talonflame,garchomp,primarina,electabuzz,breloom,kingambit
86,80,https://pokepast.es/26075010b31f8281,incineroar,garchomp,corviknight,porygon2,primarina,gholdengo
87,80,https://pokepast.es/87f72f0055509e9a,torkoal,lilligant-hisui,gallade,hatterene,indeedee-female,ursaluna-bloodmoon
88,80,https://pokepast.es/0e77f02ca2823776,typhlosion-hisui,decidueye-hisui,whimsicott,indeedee-male,sneasler,dragapult
89,80,https://pokepast.es/0af59f0db4edfb44,incineroar,porygon2,ursaluna,amoonguss,farigiraf,kingambit
90,80,https://pokepast.es/de9c732f051cbfbc,garchomp,whimsicott,annihilape,clefable,hydreigon,gholdengo
91,80,https://pokepast.es/10d0aaad04acd5cb,incineroar,pelipper,maushold-family-of-four,archaludon,amoonguss,gholdengo
92,80,https://pokepast.es/0914878b3e3733bd,incineroar,garchomp,porygon2,sinistcha,sneasler,gholdengo
93,80,https://pokepast.es/2551e8166de5a3cd,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
94,80,https://pokepast.es/614eadd063a78f4c,tauros-paldea-aqua-breed,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
95,80,https://pokepast.es/4a62333080800239,primarina,pelipper,archaludon,amoonguss,grimmsnarl,kingambit
96,80,https://pokepast.es/cbb66ad396d8da2a,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
97,80,https://pokepast.es/415b950b66dfbc5a,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
98,80,https://pokepast.es/27e32e4cd43d0fed,rillaboom,dondozo,tatsugiri-curly,sneasler,garganacl,gholdengo
99,80,https://pokepast.es/15a3faeb9874b13d,rillaboom,primarina,electabuzz,sneasler,dragapult,kingambit
100,80,https://pokepast.es/9f8e912ecfeaf1fa,incineroar,pelipper,basculegion-male,maushold-family-of-four,archaludon,amoonguss
101,80,https://pokepast.es/137978c47a007b13,incineroar,amoonguss,ninetales-alola,sneasler,dragapult,kingambit
102,80,https://pokepast.es/4ef98163da0c2cbf,incineroar,garchomp,tyranitar,houndstone,whimsicott,amoonguss
103,80,https://pokepast.es/bed7767135a364a4,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
104,80,https://pokepast.es/99ba8aa35b65cd46,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
105,80,https://pokepast.es/f909a88afd907dcb,talonflame,garchomp,primarina,hydreigon,sneasler,gholdengo
106,80,https://pokepast.es/d8ba2ecc8a8da0b8,typhlosion-hisui,rillaboom,whimsicott,annihilape,archaludon,electabuzz
107,80,https://pokepast.es/2c3c301972234447,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
108,80,https://pokepast.es/108fa0d201300782,garchomp,whimsicott,annihilape,clefable,hydreigon,gholdengo
109,80,https://pokepast.es/2a3fab9c88433e1e,volcarona,whimsicott,basculegion-male,flamigo,clefable,gholdengo
110,80,https://pokepast.es/f479203eb53fd15c,volcarona,whimsicott,dragonite,annihilape,gholdengo,kingambit
111,80,https://pokepast.es/add8207b33558e20,rillaboom,primarina,electabuzz,sneasler,dragapult,kingambit
112,80,https://pokepast.es/ba5d7624bf6fd4db,rillaboom,chandelure,dragonite,primarina,sneasler,kingambit
113,80,https://pokepast.es/00872827fb5e9cfc,garchomp,dragonite,primarina,sinistcha,sneasler,kingambit
114,80,https://pokepast.es/cc5c068e5a080024,incineroar,porygon2,yanmega,archaludon,ursaluna,sneasler
115,80,https://pokepast.es/e09d3644ec94c025,rillaboom,primarina,electabuzz,sneasler,dragapult,kingambit
116,80,https://pokepast.es/ea02143a478adc93,incineroar,garchomp,whimsicott,archaludon,vivillon,gholdengo
117,80,https://pokepast.es/649828ce1a2d9c52,incineroar,porygon2,dragonite,ursaluna,amoonguss,gholdengo
118,80,https://pokepast.es/b482c26144f1b634,rillaboom,ceruledge,dragonite,gastrodon,sneasler,kingambit
119,80,https://pokepast.es/36c36780f8a9c7df,garchomp,whimsicott,annihilape,clefable,hydreigon,gholdengo
120,80,https://pokepast.es/80d0744c6f5c3d0b,garchomp,whimsicott,annihilape,clefable,hydreigon,gholdengo
121,80,https://pokepast.es/c037c7aecb9e2c18,talonflame,garchomp,dondozo,sneasler,gholdengo,kingambit
122,80,https://pokepast.es/8b4b945d105c198b,garchomp,dondozo,tatsugiri-curly,annihilape,pawmot,gholdengo
123,80,https://pokepast.es/00fa02bd0ad73a30,typhlosion-hisui,whimsicott,flamigo,ursaluna,zoroark-hisui,farigiraf
124,80,https://pokepast.es/e36d40bc499dc765,tauros [paldean form - blaze breed],whimsicott,primarina,ursaluna-bloodmoon,gholdengo,farigiraf
125,80,https://pokepast.es/327da05c328b7082,incineroar,meowscarada,porygon2,whimsicott,primarina,ursaluna-bloodmoon
126,80,https://pokepast.es/04b99789467a4eca,volcarona,corviknight,tyranitar,excadrill,amoonguss,gholdengo
127,80,https://pokepast.es/4e58fdf18b741980,talonflame,garchomp,decidueye-hisui,tyranitar,sylveon,gholdengo
128,80,https://pokepast.es/40c97be236ea1978,talonflame,garchomp,primarina,archaludon,amoonguss,kingambit
129,60,https://pokepast.es/844d0fb6fe719829,garchomp,whimsicott,annihilape,clefable,hydreigon,gholdengo
130,60,https://pokepast.es/5171f21b3912fc85,rillaboom,volcarona,primarina,ninetales-alola,sneasler,dragapult
131,60,https://pokepast.es/aedfe9cc629816f6,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
132,60,https://pokepast.es/c854fc8b5b8d3220,incineroar,rillaboom,tyranitar,electabuzz,sinistcha,kommo-o
133,60,https://pokepast.es/39d0304dc0ff916f,incineroar,garchomp,corviknight,porygon2,primarina,vivillon
134,60,https://pokepast.es/d7bf18040d863682,talonflame,basculegion-male,weezing-galar,pawmot,kommo-o,toedscruel
135,60,https://pokepast.es/2b4a329088cfcc35,rillaboom,dondozo,magmar,sneasler,dragapult,kingambit
136,60,https://pokepast.es/874f53de21ba26a6,dragonite,annihilape,electrode-hisui,ursaluna-bloodmoon,farigiraf,kingambit
137,60,https://pokepast.es/c6c1668785f849a3,basculegion-male,pelipper,annihilape,maushold-family-of-four,archaludon,amoonguss
138,60,https://pokepast.es/39336be5c7ba8d05,incineroar,whimsicott,dondozo,tatsugiri-curly,clefable,gholdengo
139,60,https://pokepast.es/1312cfb6145a65a8,rillaboom,chandelure,dragonite,primarina,sneasler,kingambit
140,60,https://pokepast.es/4aba9cf5b0e89454,volcarona,tyranitar,excadrill,primarina,amoonguss,dragapult
141,60,https://pokepast.es/aeb0344452530c5b,torkoal,lilligant-hisui,ursaluna,delphox,malamar,indeedee-female
142,60,https://pokepast.es/827df1d8cf71a50f,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
143,60,https://pokepast.es/4dd46bfc655c51b4,incineroar,pelipper,basculegion-male,maushold-family-of-four,archaludon,amoonguss
144,60,https://pokepast.es/58e55b8181f7d929,incineroar,talonflame,garchomp,primarina,amoonguss,gholdengo
145,60,https://pokepast.es/e6b5bb7c8ebca7be,rillaboom,primarina,electabuzz,ninetales-alola,kommo-o,kingambit
146,60,https://pokepast.es/40637f3082da433e,corviknight,tauros [paldean form - blaze breed],tyranitar,excadrill,primarina,hydreigon
147,60,https://pokepast.es/fd6c0f599d8be4bd,incineroar,rillaboom,tyranitar,electabuzz,sinistcha,kommo-o
148,60,https://pokepast.es/75f8b7ba48fd1486,rillaboom,garchomp,primarina,electabuzz,sneasler,gholdengo
149,60,https://pokepast.es/8a8db56e8317a11f,rillaboom,volcarona,tauros-paldea-aqua-breed,electabuzz,dragapult,kingambit
150,60,https://pokepast.es/f9f5d436948e885e,incineroar,rillaboom,primarina,sneasler,ursaluna-bloodmoon,gholdengo
151,60,https://pokepast.es/fbf311d68baecca8,volcarona,primarina,annihilape,glimmora,dragapult,kingambit
152,60,https://pokepast.es/b026c635ac016e70,talonflame,decidueye-hisui,dondozo,tatsugiri-curly,perrserker,gholdengo
153,60,https://pokepast.es/cded9bb428acacb9,rillaboom,mamoswine,volcarona,primarina,electabuzz,gholdengo
154,60,https://pokepast.es/91b6927a4dcf422d,incineroar,garchomp,dragonite,ninetales-alola,amoonguss,kingambit
155,60,https://pokepast.es/67db82da6e9fc620,tyranitar,excadrill,primarina,magmar,sinistcha,kommo-o
156,60,https://pokepast.es/8ae823987acd258c,rillaboom,talonflame,garchomp,tyranitar,primarina,gholdengo
157,60,https://pokepast.es/f7462ccb0601d9ab,whimsicott,basculegion-male,maushold-family-of-four,delphox,indeedee-male,sneasler
158,60,https://pokepast.es/9b31cba9aad8f7b5,garchomp,murkrow,primarina,glimmora,vivillon,indeedee-male
159,60,https://pokepast.es/603fb5f96676878a,rillaboom,dragonite,pelipper,dondozo,tatsugiri-curly,archaludon
160,60,https://pokepast.es/a9d13d90cbcd0876,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
161,60,https://pokepast.es/d5e13f9657d774ec,talonflame,primarina,annihilape,maushold-family-of-four,archaludon,sinistcha
162,60,https://pokepast.es/8773b1509a22cf01,incineroar,porygon2,pelipper,archaludon,ursaluna,amoonguss
163,60,https://pokepast.es/fc1dde0f27699f4c,pelipper,basculegion-male,annihilape,greninja,archaludon,amoonguss
164,60,https://pokepast.es/11d0fd3ba08b4936,arcanine-hisui,porygon2,weavile,weezing,pawmot,toedscruel
165,60,https://pokepast.es/2803f00567f80965,torkoal,lilligant-hisui,armarouge,indeedee-female,ursaluna-bloodmoon,farigiraf
166,60,https://pokepast.es/d1d5ec54deb82115,incineroar,basculegion-male,pelipper,archaludon,amoonguss,kingambit
167,60,https://pokepast.es/01dc27894c9b683e,rillaboom,talonflame,dragonite,primarina,sneasler,gholdengo
168,60,https://pokepast.es/b96fa189d052f6b8,incineroar,garchomp,dragonite,primarina,sinistcha,grimmsnarl
169,60,https://pokepast.es/7fe5bb2f42b83498,incineroar,gastrodon,zoroark-hisui,toxtricity [amped form],noivern,malamar
170,60,https://pokepast.es/279ffc8249471362,pelipper,annihilape,maushold-family-of-four,archaludon,sinistcha,grimmsnarl
171,60,https://pokepast.es/a118adaf04c9e511,rillaboom,dragonite,primarina,electabuzz,sneasler,kingambit
172,60,https://pokepast.es/b44d06c1853ccadb,rillaboom,garchomp,primarina,electabuzz,sneasler,gholdengo
173,60,https://pokepast.es/2d095f9fe29ff170,pelipper,annihilape,maushold-family-of-four,archaludon,klefki,sinistcha
174,60,https://pokepast.es/7aa257fd45e6870f,incineroar,garchomp,maushold-family-of-four,kilowattrel,sneasler,gholdengo
175,60,https://pokepast.es/4e1b0456d160e420,rillaboom,pelipper,archaludon,araquanid,sneasler,dragapult
176,60,https://pokepast.es/62dd6f1cbf7a71a7,rillaboom,pelipper,basculegion-male,maushold-family-of-four,archaludon,sneasler
177,60,https://pokepast.es/d0e0b01ebfaadf46,talonflame,garchomp,pelipper,archaludon,amoonguss,gholdengo
178,60,https://pokepast.es/119d921845b5f21f,whimsicott,maushold-family-of-four,delphox,indeedee-male,sneasler,dragapult
179,60,https://pokepast.es/55b77309cdc93993,rillaboom,volcarona,tauros-paldea-aqua-breed,electabuzz,dragapult,kingambit
180,60,https://pokepast.es/84ed864a28e9eaa5,garchomp,porygon2,mandibuzz,glimmora,clefable,arboliva
181,60,https://pokepast.es/6113e27458c37edb,rillaboom,talonflame,mamoswine,primarina,hydreigon,sneasler
182,60,https://pokepast.es/59c18ab29c7e877e,volcarona,dragonite,maushold-family-of-four,ninetales-alola,sneasler,kingambit
183,60,https://pokepast.es/f28d535b8a28bcdd,incineroar,garchomp,dragonite,ninetales-alola,amoonguss,kingambit
184,60,https://pokepast.es/32b3d9cf858849a3,rillaboom,volcarona,clefable,sneasler,dragapult,kingambit
185,60,https://pokepast.es/ce27d2b754cfef0f,incineroar,porygon2,primarina,flamigo,amoonguss,gholdengo
186,60,https://pokepast.es/ea7b3fa8877f19b2,dragonite,dondozo,tatsugiri-curly,annihilape,clefable,kingambit
187,60,https://pokepast.es/03bc6cb18b7814d4,garchomp,rotom [heat rotom],murkrow,tyranitar,amoonguss,gholdengo
188,60,https://pokepast.es/7833036e6adeb197,incineroar,pelipper,basculegion-male,maushold-family-of-four,archaludon,amoonguss
189,60,https://pokepast.es/a61a02d7ac599945,pelipper,basculegion-male,annihilape,maushold-family-of-four,archaludon,grimmsnarl
190,60,https://pokepast.es/1171661005336207,rillaboom,talonflame,tauros-paldea-aqua-breed,clefable,kommo-o,kingambit
191,60,https://pokepast.es/74730dd9f5c430f1,tyranitar,excadrill,amoonguss,indeedee-male,drifblim,kommo-o
192,60,https://pokepast.es/33b0c7b0d0d2a6d1,rillaboom,chandelure,primarina,electabuzz,kommo-o,kingambit
193,60,https://pokepast.es/b662859206b080c0,rillaboom,talonflame,primarina,annihilape,maushold-family-of-four,gholdengo
194,60,https://pokepast.es/4b921317a03dacc5,incineroar,pelipper,basculegion-male,archaludon,amoonguss,kingambit
195,60,https://pokepast.es/f18751e7caf6e6f6,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
196,60,https://pokepast.es/219c64e70177b0c2,torkoal,lilligant-hisui,gallade,zoroark-hisui,hatterene,indeedee-female
197,60,https://pokepast.es/d749d5245bc6f25d,rillaboom,volcarona,tyranitar,excadrill,houndstone,sneasler
198,60,https://pokepast.es/7f3484faee91648c,incineroar,garchomp,milotic,sinistcha,ninetales-alola,ursaluna-bloodmoon
199,60,https://pokepast.es/8fb62d68a11b3c98,talonflame,primarina,ninetales-alola,kommo-o,ursaluna-bloodmoon,gholdengo
200,60,https://pokepast.es/563616790b413a4d,murkrow,archaludon,delphox,indeedee-male,sneasler,dragapult
201,60,https://pokepast.es/336299deb4386373,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
202,60,https://pokepast.es/484671e3047a464b,rillaboom,volcarona,primarina,electabuzz,sneasler,kingambit
203,60,https://pokepast.es/ca9245ad09133084,garchomp,corviknight,tyranitar,primarina,sneasler,gholdengo
204,60,https://pokepast.es/968d9100eac979cb,typhlosion-hisui,whimsicott,flamigo,ursaluna,zoroark-hisui,farigiraf
205,60,https://pokepast.es/64218bb4ed5b9324,rillaboom,pelipper,poliwrath,archaludon,magmar,gholdengo
206,60,https://pokepast.es/bf377651eb2caec6,rillaboom,primarina,electabuzz,sneasler,dragapult,kingambit
207,60,https://pokepast.es/d7c47e5261433140,rillaboom,maushold-family-of-four,vivillon,hydreigon,sneasler,gholdengo
208,60,https://pokepast.es/6e5e8909c6309fd4,incineroar,garchomp,porygon2,primarina,vivillon,gholdengo
209,60,https://pokepast.es/8778d63fe46e3abf,incineroar,annihilape,archaludon,ninetales-alola,baxcalibur,amoonguss
210,60,https://pokepast.es/8eb296eb5e0926ea,talonflame,garchomp,tyranitar,glimmora,amoonguss,gholdengo
211,60,https://pokepast.es/1355a604babd4775,dragonite,dondozo,tatsugiri [droopy form],sneasler,ursaluna-bloodmoon,gholdengo
212,60,https://pokepast.es/b98f56caf06ef339,flamigo,armarouge,indeedee-female,sneasler,ursaluna-bloodmoon,dragapult
213,60,https://pokepast.es/1ed5786f376ad166,incineroar,garchomp,dragonite,ninetales-alola,amoonguss,kingambit
214,60,https://pokepast.es/1243899701e4975d,rillaboom,garchomp,volcarona,mimikyu,sneasler,gholdengo
215,60,https://pokepast.es/903ccf0a72688fd1,garchomp,murkrow,tyranitar,magmortar,gardevoir,indeedee-female
216,60,https://pokepast.es/2dc2efd150f9d41a,whimsicott,basculegion-male,maushold-family-of-four,delphox,indeedee-male,sneasler
217,60,https://pokepast.es/81527c4d0c00b092,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
218,60,https://pokepast.es/f68e7e32d1a83ce0,basculegion-male,pelipper,maushold-family-of-four,archaludon,sinistcha,grimmsnarl
219,60,https://pokepast.es/98d0bc96508e59e9,garchomp,dragonite,magmar,ninetales-alola,sneasler,kingambit
220,60,https://pokepast.es/84ff00007969eb7f,politoed,gothitelle,annihilape,maushold-family-of-four,archaludon,comfey
221,60,https://pokepast.es/be76dc94017fc3e8,rillaboom,primarina,magmar,sneasler,gholdengo,dragapult
222,60,https://pokepast.es/89a413620b75522e,rillaboom,salamence,politoed,toxicroak,clefable,kingambit
223,60,https://pokepast.es/70711a4fec539758,garchomp,dragonite,primarina,magmar,sneasler,kingambit
224,60,https://pokepast.es/51b6edb795cb94de,incineroar,rillaboom,primarina,electabuzz,kommo-o,gholdengo
225,60,https://pokepast.es/4badd989c4ed9a40,rillaboom,volcarona,tyranitar,lycanroc [midday form],hydreigon,gholdengo
226,60,https://pokepast.es/7da3951b7c8188ee,rillaboom,garchomp,corviknight,tyranitar,primarina,magmar
227,60,https://pokepast.es/52546d85811a4e51,rillaboom,infernape,dragonite,primarina,electabuzz,gholdengo
228,60,https://pokepast.es/ae18b7f028d86257,incineroar,garchomp,whimsicott,ursaluna-bloodmoon,gholdengo,farigiraf
229,60,https://pokepast.es/90ee248ab0a32001,incineroar,porygon2,ursaluna,amoonguss,gholdengo,dragapult
230,60,https://pokepast.es/d626ad3d89fdb7f6,typhlosion-hisui,rillaboom,dragonite,primarina,sneasler,kingambit
231,60,https://pokepast.es/a929d2b13c1847fa,dragonite,dondozo,tatsugiri-curly,annihilape,clefable,kingambit
232,60,https://pokepast.es/56127fad47142f6b,incineroar,basculegion-male,pelipper,maushold-family-of-four,archaludon,amoonguss
233,60,https://pokepast.es/c311c36bb5d94a9f,incineroar,pelipper,annihilape,maushold-family-of-four,archaludon,amoonguss
234,60,https://pokepast.es/837a3756536c9b82,rillaboom,dragonite,primarina,magmar,sneasler,kingambit
235,60,https://pokepast.es/c804f0e58ede9c16,porygon-z,illumise,electrode,kommo-o,gholdengo,farigiraf
236,60,https://pokepast.es/21d628cc45cd5883,incineroar,porygon2,ursaluna,amoonguss,kommo-o,gholdengo
