 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 89   | Mienshao           |  0.21633% | 4335   |  0.672% | 1898   |  0.635% | 
 | 90   | Klefki             |  0.21463% | 1517   |  0.235% | 533    |  0.178% | 
 | 91   | Mamoswine          |  0.19778% | 3096   |  0.480% | 1456   |  0.487% | 
 | 92   | Krookodile         |  0.19406% | 1214   |  0.188% | 496    |  0.166% | 
 | 93   | Slaking            |  0.19041% | 5977   |  0.927% | 3214   |  1.075% | 
 | 94   | Mimikyu            |  0.17606% | 3914   |  0.607% | 1440   |  0.482% | 
 | 95   | Braviary           |  0.15915% | 2689   |  0.417% | 960    |  0.321% | 
 | 96   | Alcremie           |  0.14981% | 1351   |  0.210% | 566    |  0.189% | 
 | 97   | Toxicroak          |  0.14596% | 3740   |  0.580% | 1737   |  0.581% | 
 | 98   | Espathra           |  0.14533% | 2079   |  0.322% | 857    |  0.287% | 
 | 99   | Arcanine           |  0.14472% | 3856   |  0.598% | 1595   |  0.533% | 
 | 100  | Cinderace          |  0.14455% | 1387   |  0.215% | 744    |  0.249% | 
 | 101  | Ninetales          |  0.14275% | 2741   |  0.425% | 1252   |  0.419% | 
 | 102  | Empoleon           |  0.14172% | 3670   |  0.569% | 1423   |  0.476% | 
 | 103  | Drifblim           |  0.12411% | 2121   |  0.329% | 855    |  0.286% | 
 | 104  | Araquanid          |  0.11928% | 5263   |  0.816% | 2028   |  0.678% | 
 | 105  | Goodra-Hisui       |  0.11895% | 5043   |  0.782% | 2286   |  0.765% | 
 | 106  | Toxtricity         |  0.11735% | 3969   |  0.616% | 2101   |  0.703% | 
 | 107  | Alomomola          |  0.11369% | 204    |  0.032% | 75     |  0.025% | 
 | 108  | Kingdra            |  0.11336% | 2387   |  0.370% | 1157   |  0.387% | 
 | 109  | Serperior          |  0.11315% | 3299   |  0.512% | 1364   |  0.456% | 
 | 110  | Orthworm           |  0.10987% | 1716   |  0.266% | 794    |  0.266% | 
 | 111  | Rotom-Wash         |  0.10902% | 5563   |  0.863% | 2380   |  0.796% | 
 | 112  | Perrserker         |  0.10346% | 871    |  0.135% | 374    |  0.125% | 
 | 113  | Sableye            |  0.09772% | 3580   |  0.555% | 1513   |  0.506% | 
 | 114  | Overqwil           |  0.09613% | 4079   |  0.633% | 1810   |  0.605% | 
 | 115  | Frosmoth           |  0.09587% | 2956   |  0.459% | 1096   |  0.367% | 
 | 116  | Charizard          |  0.08827% | 5072   |  0.787% | 2721   |  0.910% | 
 | 117  | Greninja           |  0.08639% | 2806   |  0.435% | 1063   |  0.356% | 
 | 118  | Muk-Alola          |  0.08587% | 1578   |  0.245% | 690    |  0.231% | 
 | 119  | Hariyama           |  0.08529% | 1592   |  0.247% | 725    |  0.242% | 
 | 120  | Jigglypuff         |  0.08309% | 109    |  0.017% | 58     |  0.019% | 
 | 121  | Basculegion-F      |  0.08150% | 772    |  0.120% | 397    |  0.133% | 
 | 122  | Braviary-Hisui     |  0.07797% | 2863   |  0.444% | 1290   |  0.431% | 
 | 123  | Oranguru           |  0.07721% | 3173   |  0.492% | 1306   |  0.437% | 
 | 124  | Metagross          |  0.07539% | 5007   |  0.777% | 2177   |  0.728% | 
 | 125  | Barraskewda        |  0.07493% | 1825   |  0.283% | 956    |  0.320% | 
 | 126  | Rotom-Heat         |  0.07437% | 3395   |  0.527% | 1532   |  0.512% | 
 | 127  | Porygon-Z          |  0.07411% | 2215   |  0.344% | 1112   |  0.372% | 
 | 128  | Exeggutor          |  0.07253% | 804    |  0.125% | 314    |  0.105% | 
 | 129  | Abomasnow          |  0.07098% | 1212   |  0.188% | 502    |  0.168% | 
 | 130  | Glaceon            |  0.06926% | 2101   |  0.326% | 997    |  0.333% | 
 | 131  | Chesnaught         |  0.06803% | 1642   |  0.255% | 662    |  0.221% | 
 | 132  | Bronzong           |  0.06020% | 3069   |  0.476% | 1123   |  0.376% | 
 | 133  | Conkeldurr         |  0.05863% | 2762   |  0.428% | 1306   |  0.437% | 
 | 134  | Jumpluff           |  0.05541% | 1056   |  0.164% | 400    |  0.134% | 
 | 135  | Houndstone         |  0.05064% | 1728   |  0.268% | 662    |  0.221% | 
 | 136  | Cryogonal          |  0.04772% | 643    |  0.100% | 214    |  0.072% | 
 | 137  | Blastoise          |  0.04218% | 1673   |  0.260% | 753    |  0.252% | 
 | 138  | Inteleon           |  0.04167% | 2716   |  0.421% | 1167   |  0.390% | 
 | 139  | Malamar            |  0.04099% | 2125   |  0.330% | 906    |  0.303% | 
 | 140  | Azumarill          |  0.04082% | 3063   |  0.475% | 1361   |  0.455% | 
 | 141  | Scrafty            |  0.04042% | 1465   |  0.227% | 670    |  0.224% | 
 | 142  | Poliwrath          |  0.03769% | 584    |  0.091% | 216    |  0.072% | 
 | 143  | Hawlucha           |  0.03577% | 570    |  0.088% | 249    |  0.083% | 
 | 144  | Comfey             |  0.03511% | 2506   |  0.389% | 1118   |  0.374% | 
 | 145  | Salazzle           |  0.03508% | 1922   |  0.298% | 824    |  0.276% | 
 | 146  | Espeon             |  0.03436% | 2266   |  0.351% | 1001   |  0.335% | 
 | 147  | Shiftry            |  0.03348% | 938    |  0.146% | 446    |  0.149% | 
 | 148  | Staraptor          |  0.03172% | 963    |  0.149% | 387    |  0.129% | 
 | 149  | Rotom-Mow          |  0.03167% | 1294   |  0.201% | 524    |  0.175% | 
 | 150  | Venusaur           |  0.02650% | 3735   |  0.579% | 1741   |  0.582% | 
 | 151  | Golem-Alola        |  0.02576% | 563    |  0.087% | 250    |  0.084% | 
 | 152  | Snorlax            |  0.02508% | 2331   |  0.362% | 951    |  0.318% | 
 | 153  | Altaria            |  0.02472% | 2277   |  0.353% | 775    |  0.259% | 
 | 154  | Electivire         |  0.02416% | 720    |  0.112% | 312    |  0.104% | 
 | 155  | Flygon             |  0.02370% | 315    |  0.049% | 137    |  0.046% | 
 | 156  | Hippowdon          |  0.02350% | 494    |  0.077% | 217    |  0.073% | 
 | 157  | Oricorio-Sensu     |  0.02319% | 938    |  0.146% | 461    |  0.154% | 
 | 158  | Bruxish            |  0.02316% | 731    |  0.113% | 245    |  0.082% | 
 | 159  | Electrode-Hisui    |  0.02312% | 1575   |  0.244% | 639    |  0.214% | 
 | 160  | Yanma              |  0.02304% | 34     |  0.005% | 14     |  0.005% | 
 | 161  | Hypno              |  0.02294% | 295    |  0.046% | 62     |  0.021% | 
 | 162  | Tinkaton           |  0.02008% | 2195   |  0.340% | 939    |  0.314% | 
 | 163  | Rotom-Frost        |  0.01982% | 400    |  0.062% | 189    |  0.063% | 
 | 164  | Hydrapple          |  0.01957% | 2970   |  0.461% | 1459   |  0.488% | 
 | 165  | Raichu             |  0.01939% | 4007   |  0.622% | 1621   |  0.542% | 
 | 166  | Persian-Alola      |  0.01871% | 563    |  0.087% | 271    |  0.091% | 
 | 167  | Slowking-Galar     |  0.01856% | 587    |  0.091% | 242    |  0.081% | 
 | 168  | Torterra           |  0.01849% | 717    |  0.111% | 336    |  0.112% | 
 | 169  | Typhlosion         |  0.01660% | 1206   |  0.187% | 646    |  0.216% | 
 | 170  | Dachsbun           |  0.01594% | 712    |  0.110% | 264    |  0.088% | 
 | 171  | Illumise           |  0.01538% | 1209   |  0.188% | 461    |  0.154% | 
 | 172  | Scizor             |  0.01434% | 2388   |  0.370% | 1063   |  0.356% | 
 | 173  | Torracat           |  0.01394% | 63     |  0.010% | 25     |  0.008% | 
 | 174  | Mandibuzz          |  0.01392% | 848    |  0.132% | 323    |  0.108% | 
 | 175  | Hitmontop          |  0.01388% | 1507   |  0.234% | 636    |  0.213% | 
 | 176  | Stantler           |  0.01290% | 125    |  0.019% | 38     |  0.013% | 
 | 177  | Heracross          |  0.01258% | 554    |  0.086% | 272    |  0.091% | 
 | 178  | Noivern            |  0.01251% | 913    |  0.142% | 335    |  0.112% | 
 | 179  | Golduck            |  0.01251% | 378    |  0.059% | 129    |  0.043% | 
 | 180  | Scyther            |  0.01250% | 764    |  0.119% | 317    |  0.106% | 
 | 181  | Ludicolo           |  0.01195% | 2037   |  0.316% | 981    |  0.328% | 
 | 182  | Volbeat            |  0.01138% | 1111   |  0.172% | 466    |  0.156% | 
 | 183  | Vikavolt           |  0.01114% | 1509   |  0.234% | 720    |  0.241% | 
 | 184  | Arboliva           |  0.01093% | 1044   |  0.162% | 436    |  0.146% | 
 | 185  | Flapple            |  0.01022% | 157    |  0.024% | 48     |  0.016% | 
 | 186  | Slowking           |  0.01018% | 855    |  0.133% | 346    |  0.116% | 
 | 187  | Magnezone          |  0.01001% | 975    |  0.151% | 390    |  0.130% | 
 | 188  | Toxapex            |  0.00989% | 908    |  0.141% | 403    |  0.135% | 
 | 189  | Lapras             |  0.00913% | 1077   |  0.167% | 429    |  0.143% | 
 | 190  | Emboar             |  0.00903% | 391    |  0.061% | 193    |  0.065% | 
 | 191  | Wyrdeer            |  0.00897% | 486    |  0.075% | 182    |  0.061% | 
 | 192  | Slowbro-Galar      |  0.00878% | 371    |  0.058% | 142    |  0.047% | 
 | 193  | Infernape          |  0.00856% | 1368   |  0.212% | 623    |  0.208% | 
 | 194  | Dragalge           |  0.00827% | 484    |  0.075% | 228    |  0.076% | 
 | 195  | Cetitan            |  0.00820% | 1375   |  0.213% | 574    |  0.192% | 
 | 196  | Pachirisu          |  0.00771% | 1212   |  0.188% | 464    |  0.155% | 
 | 197  | Gliscor            |  0.00750% | 1612   |  0.250% | 676    |  0.226% | 
 | 198  | Umbreon            |  0.00737% | 1691   |  0.262% | 673    |  0.225% | 
 | 199  | Lurantis           |  0.00705% | 572    |  0.089% | 295    |  0.099% | 
 | 200  | Clodsire           |  0.00703% | 1257   |  0.195% | 439    |  0.147% | 
 | 201  | Mudsdale           |  0.00676% | 498    |  0.077% | 248    |  0.083% | 
 | 202  | Rampardos          |  0.00612% | 584    |  0.091% | 250    |  0.084% | 
 | 203  | Meowstic           |  0.00603% | 875    |  0.136% | 294    |  0.098% | 
 | 204  | Ampharos           |  0.00602% | 311    |  0.048% | 144    |  0.048% | 
 | 205  | Dudunsparce        |  0.00593% | 430    |  0.067% | 198    |  0.066% | 
 | 206  | Swampert           |  0.00586% | 1021   |  0.158% | 477    |  0.160% | 
 | 207  | Froslass           |  0.00569% | 591    |  0.092% | 218    |  0.073% | 
 | 208  | Spiritomb          |  0.00546% | 406    |  0.063% | 137    |  0.046% | 
 | 209  | Magmortar          |  0.00541% | 298    |  0.046% | 130    |  0.043% | 
 | 210  | Bellibolt          |  0.00537% | 760    |  0.118% | 354    |  0.118% | 
 | 211  | Riolu              |  0.00503% | 491    |  0.076% | 195    |  0.065% | 
 | 212  | Lilligant          |  0.00493% | 407    |  0.063% | 148    |  0.049% | 
 | 213  | Crabominable       |  0.00457% | 288    |  0.045% | 125    |  0.042% | 
 | 214  | Jolteon            |  0.00456% | 1074   |  0.167% | 402    |  0.134% | 
 | 215  | Rabsca             |  0.00441% | 478    |  0.074% | 195    |  0.065% | 
 | 216  | Electrode          |  0.00439% | 371    |  0.058% | 71     |  0.024% | 
 | 217  | Reuniclus          |  0.00427% | 969    |  0.150% | 459    |  0.154% | 
 | 218  | Minior             |  0.00412% | 238    |  0.037% | 94     |  0.031% | 
 | 219  | Haunter            |  0.00404% | 240    |  0.037% | 86     |  0.029% | 
 | 220  | Coalossal          |  0.00400% | 751    |  0.116% | 321    |  0.107% | 
 | 221  | Cyclizar           |  0.00391% | 881    |  0.137% | 384    |  0.128% | 
 | 222  | Rhyperior          |  0.00390% | 690    |  0.107% | 305    |  0.102% | 
 | 223  | Vaporeon           |  0.00375% | 520    |  0.081% | 227    |  0.076% | 
 | 224  | Feraligatr         |  0.00345% | 1083   |  0.168% | 479    |  0.160% | 
 | 225  | Galvantula         |  0.00310% | 425    |  0.066% | 139    |  0.046% | 
 | 226  | Lucario            |  0.00278% | 1291   |  0.200% | 520    |  0.174% | 
 | 227  | Skarmory           |  0.00271% | 233    |  0.036% | 75     |  0.025% | 
 | 228  | Sceptile           |  0.00269% | 594    |  0.092% | 226    |  0.076% | 
 | 229  | Beartic            |  0.00269% | 318    |  0.049% | 163    |  0.055% | 
 | 230  | Zebstrika          |  0.00262% | 105    |  0.016% | 46     |  0.015% | 
 | 231  | Oricorio-Pom-Pom   |  0.00245% | 1187   |  0.184% | 637    |  0.213% | 
 | 232  | Masquerain         |  0.00230% | 131    |  0.020% | 43     |  0.014% | 
 | 233  | Misdreavus         |  0.00216% | 151    |  0.023% | 67     |  0.022% | 
 | 234  | Slowbro            |  0.00198% | 674    |  0.105% | 243    |  0.081% | 
 | 235  | Exeggutor-Alola    |  0.00192% | 778    |  0.121% | 185    |  0.062% | 
 | 236  | Luxray             |  0.00184% | 304    |  0.047% | 137    |  0.046% | 
 | 237  | Medicham           |  0.00179% | 464    |  0.072% | 212    |  0.071% | 
 | 238  | Lokix              |  0.00178% | 489    |  0.076% | 185    |  0.062% | 
 | 239  | Wugtrio            |  0.00177% | 57     |  0.009% | 19     |  0.006% | 
 | 240  | Bastiodon          |  0.00174% | 679    |  0.105% | 317    |  0.106% | 
 | 241  | Grookey            |  0.00172% | 9      |  0.001% | 4      |  0.001% | 
 | 242  | Goodra             |  0.00171% | 867    |  0.134% | 422    |  0.141% | 
 | 243  | Ambipom            |  0.00171% | 661    |  0.103% | 300    |  0.100% | 
 | 244  | Gogoat             |  0.00171% | 100    |  0.016% | 42     |  0.014% | 
 | 245  | Lanturn            |  0.00160% | 121    |  0.019% | 52     |  0.017% | 
 | 246  | Probopass          |  0.00148% | 143    |  0.022% | 41     |  0.014% | 
 | 247  | Ditto              |  0.00147% | 572    |  0.089% | 271    |  0.091% | 
 | 248  | Drednaw            |  0.00145% | 308    |  0.048% | 137    |  0.046% | 
 | 249  | Grafaiai           |  0.00145% | 811    |  0.126% | 271    |  0.091% | 
 | 250  | Eelektross         |  0.00144% | 470    |  0.073% | 205    |  0.069% | 
 | 251  | Duraludon          |  0.00142% | 413    |  0.064% | 163    |  0.055% | 
 | 252  | Cinccino           |  0.00142% | 285    |  0.044% | 118    |  0.039% | 
 | 253  | Pyroar             |  0.00141% | 44     |  0.007% | 13     |  0.004% | 
 | 254  | Glalie             |  0.00139% | 98     |  0.015% | 39     |  0.013% | 
 | 255  | Dipplin            |  0.00139% | 268    |  0.042% | 97     |  0.032% | 
 | 256  | Florges            |  0.00123% | 721    |  0.112% | 296    |  0.099% | 
 | 257  | Trevenant          |  0.00118% | 286    |  0.044% | 123    |  0.041% | 
 | 258  | Slowpoke           |  0.00118% | 193    |  0.030% | 88     |  0.029% | 
 | 259  | Mismagius          |  0.00112% | 265    |  0.041% | 110    |  0.037% | 
 | 260  | Floatzel           |  0.00110% | 163    |  0.025% | 89     |  0.030% | 
 | 261  | Leafeon            |  0.00109% | 339    |  0.053% | 136    |  0.045% | 
 | 262  | Dugtrio            |  0.00108% | 575    |  0.089% | 204    |  0.068% | 
 | 263  | Dedenne            |  0.00100% | 110    |  0.017% | 45     |  0.015% | 
 | 264  | Sneasel-Hisui      |  0.00100% | 189    |  0.029% | 93     |  0.031% | 
 | 265  | Wigglytuff         |  0.00097% | 88     |  0.014% | 28     |  0.009% | 
 | 266  | Pincurchin         |  0.00095% | 875    |  0.136% | 287    |  0.096% | 
 | 267  | Quilava            |  0.00077% | 18     |  0.003% | 5      |  0.002% | 
 | 268  | Bisharp            |  0.00074% | 542    |  0.084% | 183    |  0.061% | 
 | 269  | Crawdaunt          |  0.00071% | 328    |  0.051% | 153    |  0.051% | 
 | 270  | Venonat            |  0.00070% | 272    |  0.042% | 95     |  0.032% | 
 | 271  | Charjabug          |  0.00067% | 208    |  0.032% | 86     |  0.029% | 
 | 272  | Clawitzer          |  0.00066% | 651    |  0.101% | 316    |  0.106% | 
 | 273  | Arbok              |  0.00065% | 131    |  0.020% | 37     |  0.012% | 
 | 274  | Qwilfish-Hisui     |  0.00057% | 164    |  0.025% | 57     |  0.019% | 
 | 275  | Yanmega            |  0.00056% | 447    |  0.069% | 159    |  0.053% | 
 | 276  | Houndoom           |  0.00055% | 317    |  0.049% | 133    |  0.044% | 
 | 277  | Haxorus            |  0.00055% | 625    |  0.097% | 294    |  0.098% | 
 | 278  | Corphish           |  0.00048% | 1      |  0.000% | 1      |  0.000% | 
 | 279  | Granbull           |  0.00046% | 93     |  0.014% | 24     |  0.008% | 
 | 280  | Tentacruel         |  0.00044% | 111    |  0.017% | 46     |  0.015% | 
 | 281  | Sneasel            |  0.00042% | 36     |  0.006% | 13     |  0.004% | 
 | 282  | Sunflora           |  0.00040% | 79     |  0.012% | 35     |  0.012% | 
 | 283  | Rotom-Fan          |  0.00040% | 99     |  0.015% | 55     |  0.018% | 
 | 284  | Avalugg-Hisui      |  0.00039% | 362    |  0.056% | 129    |  0.043% | 
 | 285  | Pikachu            |  0.00036% | 396    |  0.061% | 127    |  0.042% | 
 | 286  | Primeape           |  0.00035% | 277    |  0.043% | 121    |  0.040% | 
 | 287  | Avalugg            |  0.00035% | 227    |  0.035% | 89     |  0.030% | 
 | 288  | Morpeko            |  0.00033% | 81     |  0.013% | 37     |  0.012% | 
 | 289  | Sandslash-Alola    |  0.00033% | 214    |  0.033% | 103    |  0.034% | 
 | 290  | Golurk             |  0.00032% | 359    |  0.056% | 203    |  0.068% | 
 | 291  | Meganium           |  0.00032% | 177    |  0.027% | 60     |  0.020% | 
 | 292  | Scovillain         |  0.00031% | 380    |  0.059% | 188    |  0.063% | 
 | 293  | Magneton           |  0.00029% | 76     |  0.012% | 30     |  0.010% | 
 | 294  | Dusknoir           |  0.00029% | 217    |  0.034% | 77     |  0.026% | 
 | 295  | Palossand          |  0.00028% | 267    |  0.041% | 97     |  0.032% | 
 | 296  | Revavroom          |  0.00028% | 151    |  0.023% | 56     |  0.019% | 
 | 297  | Carbink            |  0.00027% | 287    |  0.045% | 95     |  0.032% | 
 | 298  | Blissey            |  0.00026% | 188    |  0.029% | 70     |  0.023% | 
 | 299  | Chimecho           |  0.00025% | 36     |  0.006% | 16     |  0.005% | 
 | 300  | Chansey            |  0.00023% | 190    |  0.029% | 66     |  0.022% | 
 | 301  | Cacturne           |  0.00020% | 123    |  0.019% | 44     |  0.015% | 
 | 302  | Decidueye          |  0.00019% | 184    |  0.029% | 60     |  0.020% | 
 | 303  | Eiscue             |  0.00019% | 142    |  0.022% | 55     |  0.018% | 
 | 304  | Zangoose           |  0.00018% | 76     |  0.012% | 35     |  0.012% | 
 | 305  | Pichu              |  0.00018% | 25     |  0.004% | 7      |  0.002% | 
 | 306  | Whiscash           |  0.00017% | 12     |  0.002% | 3      |  0.001% | 
 | 307  | Lycanroc-Dusk      |  0.00017% | 203    |  0.031% | 89     |  0.030% | 
 | 308  | Sentret            |  0.00017% | 18     |  0.003% | 6      |  0.002% | 
 | 309  | Polteageist        |  0.00015% | 152    |  0.024% | 57     |  0.019% | 
 | 310  | Raichu-Alola       |  0.00015% | 200    |  0.031% | 91     |  0.030% | 
 | 311  | Zorua-Hisui        |  0.00014% | 7      |  0.001% | 4      |  0.001% | 
 | 312  | Vileplume          |  0.00013% | 211    |  0.033% | 90     |  0.030% | 
 | 313  | Passimian          |  0.00012% | 152    |  0.024% | 60     |  0.020% | 
 | 314  | Rhydon             |  0.00012% | 216    |  0.034% | 72     |  0.024% | 
 | 315  | Dewgong            |  0.00012% | 145    |  0.022% | 50     |  0.017% | 
 | 316  | Bombirdier         |  0.00010% | 216    |  0.034% | 82     |  0.027% | 
 | 317  | Gothorita          |  0.00009% | 105    |  0.016% | 55     |  0.018% | 
 | 318  | Furret             |  0.00009% | 112    |  0.017% | 39     |  0.013% | 
 | 319  | Trapinch           |  0.00008% | 44     |  0.007% | 19     |  0.006% | 
 | 320  | Bellossom          |  0.00008% | 98     |  0.015% | 56     |  0.019% | 
