 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 79   | Frosmoth           |  0.18904% | 620    |  0.148% | 191    |  0.099% | 
 | 80   | Metagross          |  0.18281% | 3752   |  0.897% | 1570   |  0.812% | 
 | 81   | Bronzong           |  0.16694% | 2689   |  0.643% | 1016   |  0.526% | 
 | 82   | Magmortar          |  0.16341% | 321    |  0.077% | 112    |  0.058% | 
 | 83   | Drifblim           |  0.15850% | 2198   |  0.525% | 925    |  0.479% | 
 | 84   | Chandelure         |  0.14724% | 3515   |  0.840% | 1700   |  0.880% | 
 | 85   | Rotom-Wash         |  0.14085% | 2308   |  0.552% | 949    |  0.491% | 
 | 86   | Hawlucha           |  0.13322% | 490    |  0.117% | 207    |  0.107% | 
 | 87   | Orthworm           |  0.11960% | 1356   |  0.324% | 597    |  0.309% | 
 | 88   | Decidueye-Hisui    |  0.11417% | 4194   |  1.002% | 1747   |  0.904% | 
 | 89   | Toxtricity         |  0.11406% | 1735   |  0.415% | 809    |  0.419% | 
 | 90   | Gyarados           |  0.10621% | 3821   |  0.913% | 1544   |  0.799% | 
 | 91   | Quaquaval          |  0.09965% | 1255   |  0.300% | 575    |  0.298% | 
 | 92   | Weezing            |  0.09857% | 3194   |  0.763% | 1255   |  0.649% | 
 | 93   | Blaziken           |  0.09143% | 3618   |  0.865% | 1524   |  0.789% | 
 | 94   | Ribombee           |  0.08790% | 1397   |  0.334% | 517    |  0.268% | 
 | 95   | Clefairy           |  0.08778% | 7951   |  1.900% | 3022   |  1.564% | 
 | 96   | Beartic            |  0.08571% | 365    |  0.087% | 174    |  0.090% | 
 | 97   | Malamar            |  0.08336% | 1244   |  0.297% | 597    |  0.309% | 
 | 98   | Gothitelle         |  0.08039% | 3966   |  0.948% | 1618   |  0.837% | 
 | 99   | Mamoswine          |  0.07814% | 1609   |  0.384% | 829    |  0.429% | 
 | 100  | Politoed           |  0.07605% | 4882   |  1.167% | 2781   |  1.439% | 
 | 101  | Gengar             |  0.07515% | 2990   |  0.715% | 1192   |  0.617% | 
 | 102  | Mandibuzz          |  0.07169% | 823    |  0.197% | 346    |  0.179% | 
 | 103  | Kleavor            |  0.07065% | 1124   |  0.269% | 464    |  0.240% | 
 | 104  | Breloom            |  0.06964% | 1356   |  0.324% | 573    |  0.296% | 
 | 105  | Espeon             |  0.06895% | 1181   |  0.282% | 504    |  0.261% | 
 | 106  | Blastoise          |  0.06744% | 1880   |  0.449% | 849    |  0.439% | 
 | 107  | Scrafty            |  0.06581% | 1213   |  0.290% | 571    |  0.295% | 
 | 108  | Skeledirge         |  0.06235% | 2210   |  0.528% | 1064   |  0.551% | 
 | 109  | Dachsbun           |  0.06145% | 475    |  0.114% | 213    |  0.110% | 
 | 110  | Tauros-Paldea-Blaze |  0.05897% | 1541   |  0.368% | 714    |  0.369% | 
 | 111  | Torracat           |  0.05612% | 59     |  0.014% | 18     |  0.009% | 
 | 112  | Houndstone         |  0.05505% | 687    |  0.164% | 274    |  0.142% | 
 | 113  | Serperior          |  0.05019% | 1714   |  0.410% | 726    |  0.376% | 
 | 114  | Glaceon            |  0.04645% | 1487   |  0.355% | 740    |  0.383% | 
 | 115  | Rotom-Frost        |  0.04606% | 620    |  0.148% | 286    |  0.148% | 
 | 116  | Araquanid          |  0.04481% | 1875   |  0.448% | 770    |  0.398% | 
 | 117  | Venonat            |  0.04355% | 103    |  0.025% | 38     |  0.020% | 
 | 118  | Scizor             |  0.04287% | 1824   |  0.436% | 761    |  0.394% | 
 | 119  | Empoleon           |  0.04044% | 1904   |  0.455% | 765    |  0.396% | 
 | 120  | Noivern            |  0.03916% | 850    |  0.203% | 325    |  0.168% | 
 | 121  | Rotom-Heat         |  0.03797% | 1039   |  0.248% | 491    |  0.254% | 
 | 122  | Slaking            |  0.03378% | 1603   |  0.383% | 737    |  0.381% | 
 | 123  | Basculegion-F      |  0.03296% | 1000   |  0.239% | 567    |  0.293% | 
 | 124  | Hariyama           |  0.03184% | 876    |  0.209% | 385    |  0.199% | 
 | 125  | Hippowdon          |  0.03126% | 347    |  0.083% | 176    |  0.091% | 
 | 126  | Overqwil           |  0.02976% | 1579   |  0.377% | 672    |  0.348% | 
 | 127  | Gardevoir          |  0.02897% | 1999   |  0.478% | 915    |  0.473% | 
 | 128  | Mienshao           |  0.02867% | 908    |  0.217% | 352    |  0.182% | 
 | 129  | Bellibolt          |  0.02781% | 785    |  0.188% | 365    |  0.189% | 
 | 130  | Slowbro            |  0.02762% | 741    |  0.177% | 352    |  0.182% | 
 | 131  | Tinkaton           |  0.02507% | 1543   |  0.369% | 670    |  0.347% | 
 | 132  | Ninetales          |  0.02488% | 1604   |  0.383% | 737    |  0.381% | 
 | 133  | Scyther            |  0.02486% | 879    |  0.210% | 331    |  0.171% | 
 | 134  | Stonjourner        |  0.02318% | 697    |  0.167% | 248    |  0.128% | 
 | 135  | Tsareena           |  0.02245% | 1352   |  0.323% | 517    |  0.268% | 
 | 136  | Muk-Alola          |  0.02166% | 511    |  0.122% | 224    |  0.116% | 
 | 137  | Cyclizar           |  0.02114% | 470    |  0.112% | 228    |  0.118% | 
 | 138  | Electrode-Hisui    |  0.02094% | 1263   |  0.302% | 438    |  0.227% | 
 | 139  | Lucario            |  0.02027% | 790    |  0.189% | 311    |  0.161% | 
 | 140  | Kingdra            |  0.01924% | 1533   |  0.366% | 737    |  0.381% | 
 | 141  | Lycanroc           |  0.01862% | 1010   |  0.241% | 490    |  0.254% | 
 | 142  | Braviary           |  0.01769% | 426    |  0.102% | 160    |  0.083% | 
 | 143  | Venusaur           |  0.01484% | 2228   |  0.532% | 976    |  0.505% | 
 | 144  | Comfey             |  0.01414% | 1262   |  0.302% | 553    |  0.286% | 
 | 145  | Exeggutor-Alola    |  0.01285% | 522    |  0.125% | 232    |  0.120% | 
 | 146  | Azumarill          |  0.01226% | 1494   |  0.357% | 663    |  0.343% | 
 | 147  | Crabominable       |  0.01217% | 278    |  0.066% | 118    |  0.061% | 
 | 148  | Espathra           |  0.01188% | 1550   |  0.370% | 665    |  0.344% | 
 | 149  | Vikavolt           |  0.01179% | 1004   |  0.240% | 420    |  0.217% | 
 | 150  | Tentacruel         |  0.01147% | 218    |  0.052% | 99     |  0.051% | 
 | 151  | Hydrapple          |  0.01132% | 1270   |  0.303% | 600    |  0.310% | 
 | 152  | Alomomola          |  0.01103% | 170    |  0.041% | 84     |  0.043% | 
 | 153  | Abomasnow          |  0.01096% | 740    |  0.177% | 333    |  0.172% | 
 | 154  | Illumise           |  0.01060% | 689    |  0.165% | 297    |  0.154% | 
 | 155  | Sentret            |  0.01026% | 44     |  0.011% | 7      |  0.004% | 
 | 156  | Meowstic           |  0.01012% | 642    |  0.153% | 205    |  0.106% | 
 | 157  | Braviary-Hisui     |  0.00908% | 770    |  0.184% | 333    |  0.172% | 
 | 158  | Oranguru           |  0.00905% | 1770   |  0.423% | 638    |  0.330% | 
 | 159  | Coalossal          |  0.00881% | 607    |  0.145% | 260    |  0.135% | 
 | 160  | Snorlax            |  0.00768% | 1897   |  0.453% | 714    |  0.369% | 
 | 161  | Torterra           |  0.00742% | 439    |  0.105% | 183    |  0.095% | 
 | 162  | Conkeldurr         |  0.00733% | 973    |  0.233% | 428    |  0.221% | 
 | 163  | Porygon-Z          |  0.00719% | 1150   |  0.275% | 528    |  0.273% | 
 | 164  | Persian-Alola      |  0.00670% | 190    |  0.045% | 76     |  0.039% | 
 | 165  | Electivire         |  0.00654% | 497    |  0.119% | 225    |  0.116% | 
 | 166  | Krookodile         |  0.00625% | 1371   |  0.328% | 686    |  0.355% | 
 | 167  | Chesnaught         |  0.00612% | 469    |  0.112% | 174    |  0.090% | 
 | 168  | Chansey            |  0.00611% | 169    |  0.040% | 79     |  0.041% | 
 | 169  | Bruxish            |  0.00609% | 373    |  0.089% | 148    |  0.077% | 
 | 170  | Raichu             |  0.00571% | 1755   |  0.419% | 751    |  0.389% | 
 | 171  | Umbreon            |  0.00562% | 755    |  0.180% | 270    |  0.140% | 
 | 172  | Riolu              |  0.00541% | 620    |  0.148% | 308    |  0.159% | 
 | 173  | Dodrio             |  0.00513% | 61     |  0.015% | 27     |  0.014% | 
 | 174  | Magnezone          |  0.00505% | 551    |  0.132% | 211    |  0.109% | 
 | 175  | Altaria            |  0.00499% | 1223   |  0.292% | 411    |  0.213% | 
 | 176  | Reuniclus          |  0.00491% | 537    |  0.128% | 202    |  0.105% | 
 | 177  | Lycanroc-Dusk      |  0.00472% | 232    |  0.055% | 97     |  0.050% | 
 | 178  | Barraskewda        |  0.00422% | 581    |  0.139% | 279    |  0.144% | 
 | 179  | Cetitan            |  0.00421% | 835    |  0.200% | 411    |  0.213% | 
 | 180  | Staraptor          |  0.00416% | 712    |  0.170% | 321    |  0.166% | 
 | 181  | Brionne            |  0.00415% | 18     |  0.004% | 10     |  0.005% | 
 | 182  | Alcremie           |  0.00409% | 586    |  0.140% | 207    |  0.107% | 
 | 183  | Vaporeon           |  0.00391% | 504    |  0.120% | 173    |  0.090% | 
 | 184  | Galvantula         |  0.00391% | 318    |  0.076% | 115    |  0.060% | 
 | 185  | Lapras             |  0.00384% | 1070   |  0.256% | 559    |  0.289% | 
 | 186  | Haxorus            |  0.00374% | 501    |  0.120% | 198    |  0.102% | 
 | 187  | Poliwrath          |  0.00366% | 682    |  0.163% | 320    |  0.166% | 
 | 188  | Feraligatr         |  0.00360% | 457    |  0.109% | 181    |  0.094% | 
 | 189  | Rotom-Mow          |  0.00350% | 248    |  0.059% | 92     |  0.048% | 
 | 190  | Cryogonal          |  0.00335% | 355    |  0.085% | 114    |  0.059% | 
 | 191  | Misdreavus         |  0.00332% | 166    |  0.040% | 68     |  0.035% | 
 | 192  | Jolteon            |  0.00317% | 916    |  0.219% | 345    |  0.179% | 
 | 193  | Munchlax           |  0.00310% | 19     |  0.005% | 14     |  0.007% | 
 | 194  | Golem-Alola        |  0.00308% | 535    |  0.128% | 248    |  0.128% | 
 | 195  | Goodra-Hisui       |  0.00281% | 1696   |  0.405% | 727    |  0.376% | 
 | 196  | Toxicroak          |  0.00281% | 671    |  0.160% | 269    |  0.139% | 
 | 197  | Heracross          |  0.00279% | 244    |  0.058% | 123    |  0.064% | 
 | 198  | Squawkabilly       |  0.00268% | 61     |  0.015% | 24     |  0.012% | 
 | 199  | Oricorio-Sensu     |  0.00267% | 321    |  0.077% | 170    |  0.088% | 
 | 200  | Wyrdeer            |  0.00264% | 293    |  0.070% | 131    |  0.068% | 
 | 201  | Emboar             |  0.00262% | 210    |  0.050% | 97     |  0.050% | 
 | 202  | Ludicolo           |  0.00259% | 764    |  0.183% | 371    |  0.192% | 
 | 203  | Sceptile           |  0.00255% | 464    |  0.111% | 182    |  0.094% | 
 | 204  | Drowzee            |  0.00239% | 161    |  0.038% | 62     |  0.032% | 
 | 205  | Ampharos           |  0.00239% | 405    |  0.097% | 161    |  0.083% | 
 | 206  | Pincurchin         |  0.00226% | 598    |  0.143% | 235    |  0.122% | 
 | 207  | Trevenant          |  0.00224% | 180    |  0.043% | 56     |  0.029% | 
 | 208  | Brambleghast       |  0.00222% | 676    |  0.162% | 260    |  0.135% | 
 | 209  | Inteleon           |  0.00214% | 1013   |  0.242% | 496    |  0.257% | 
 | 210  | Arboliva           |  0.00214% | 1016   |  0.243% | 403    |  0.209% | 
 | 211  | Cinderace          |  0.00208% | 569    |  0.136% | 269    |  0.139% | 
 | 212  | Skarmory           |  0.00206% | 97     |  0.023% | 46     |  0.024% | 
 | 213  | Hypno              |  0.00202% | 116    |  0.028% | 25     |  0.013% | 
 | 214  | Lurantis           |  0.00197% | 417    |  0.100% | 142    |  0.073% | 
 | 215  | Golurk             |  0.00186% | 604    |  0.144% | 303    |  0.157% | 
 | 216  | Rabsca             |  0.00181% | 293    |  0.070% | 131    |  0.068% | 
 | 217  | Swampert           |  0.00179% | 633    |  0.151% | 283    |  0.146% | 
 | 218  | Dragalge           |  0.00172% | 261    |  0.062% | 133    |  0.069% | 
 | 219  | Dedenne            |  0.00161% | 147    |  0.035% | 39     |  0.020% | 
 | 220  | Ambipom            |  0.00158% | 435    |  0.104% | 186    |  0.096% | 
 | 221  | Shiftry            |  0.00151% | 713    |  0.170% | 345    |  0.179% | 
 | 222  | Clodsire           |  0.00148% | 659    |  0.157% | 234    |  0.121% | 
 | 223  | Slowking           |  0.00144% | 489    |  0.117% | 228    |  0.118% | 
 | 224  | Mudsdale           |  0.00139% | 337    |  0.081% | 131    |  0.068% | 
 | 225  | Scovillain         |  0.00131% | 397    |  0.095% | 205    |  0.106% | 
 | 226  | Spiritomb          |  0.00128% | 320    |  0.076% | 155    |  0.080% | 
 | 227  | Typhlosion         |  0.00126% | 619    |  0.148% | 365    |  0.189% | 
 | 228  | Salazzle           |  0.00124% | 818    |  0.195% | 367    |  0.190% | 
 | 229  | Mismagius          |  0.00122% | 179    |  0.043% | 82     |  0.042% | 
 | 230  | Hitmontop          |  0.00108% | 1004   |  0.240% | 430    |  0.222% | 
 | 231  | Rampardos          |  0.00108% | 322    |  0.077% | 145    |  0.075% | 
 | 232  | Toxapex            |  0.00106% | 556    |  0.133% | 224    |  0.116% | 
 | 233  | Vileplume          |  0.00104% | 115    |  0.027% | 46     |  0.024% | 
 | 234  | Bastiodon          |  0.00102% | 356    |  0.085% | 145    |  0.075% | 
 | 235  | Porygon            |  0.00100% | 6      |  0.001% | 4      |  0.002% | 
 | 236  | Eelektross         |  0.00100% | 418    |  0.100% | 170    |  0.088% | 
 | 237  | Bombirdier         |  0.00098% | 125    |  0.030% | 46     |  0.024% | 
 | 238  | Avalugg-Hisui      |  0.00094% | 293    |  0.070% | 141    |  0.073% | 
 | 239  | Prinplup           |  0.00092% | 82     |  0.020% | 20     |  0.010% | 
 | 240  | Psyduck            |  0.00091% | 16     |  0.004% | 2      |  0.001% | 
 | 241  | Duraludon          |  0.00084% | 112    |  0.027% | 38     |  0.020% | 
 | 242  | Ditto              |  0.00082% | 337    |  0.081% | 167    |  0.086% | 
 | 243  | Bisharp            |  0.00081% | 241    |  0.058% | 108    |  0.056% | 
 | 244  | Yanma              |  0.00080% | 202    |  0.048% | 58     |  0.030% | 
 | 245  | Avalugg            |  0.00074% | 137    |  0.033% | 52     |  0.027% | 
 | 246  | Meganium           |  0.00066% | 49     |  0.012% | 21     |  0.011% | 
 | 247  | Rhyperior          |  0.00065% | 423    |  0.101% | 196    |  0.101% | 
 | 248  | Arbok              |  0.00063% | 123    |  0.029% | 31     |  0.016% | 
 | 249  | Rotom              |  0.00062% | 40     |  0.010% | 13     |  0.007% | 
 | 250  | Komala             |  0.00062% | 24     |  0.006% | 3      |  0.002% | 
 | 251  | Fletchling         |  0.00056% | 26     |  0.006% | 7      |  0.004% | 
 | 252  | Carbink            |  0.00055% | 289    |  0.069% | 114    |  0.059% | 
 | 253  | Raichu-Alola       |  0.00051% | 165    |  0.039% | 74     |  0.038% | 
 | 254  | Dusknoir           |  0.00051% | 122    |  0.029% | 46     |  0.024% | 
 | 255  | Camerupt           |  0.00051% | 122    |  0.029% | 60     |  0.031% | 
 | 256  | Eiscue             |  0.00049% | 75     |  0.018% | 30     |  0.016% | 
 | 257  | Infernape          |  0.00049% | 524    |  0.125% | 216    |  0.112% | 
 | 258  | Rhydon             |  0.00049% | 248    |  0.059% | 96     |  0.050% | 
 | 259  | Quagsire           |  0.00047% | 59     |  0.014% | 20     |  0.010% | 
 | 260  | Froslass           |  0.00046% | 430    |  0.103% | 218    |  0.113% | 
 | 261  | Haunter            |  0.00046% | 89     |  0.021% | 22     |  0.011% | 
 | 262  | Appletun           |  0.00044% | 221    |  0.053% | 115    |  0.060% | 
 | 263  | Charjabug          |  0.00044% | 192    |  0.046% | 80     |  0.041% | 
 | 264  | Cloyster           |  0.00040% | 234    |  0.056% | 95     |  0.049% | 
 | 265  | Hitmonlee          |  0.00040% | 62     |  0.015% | 22     |  0.011% | 
 | 266  | Volbeat            |  0.00039% | 472    |  0.113% | 196    |  0.101% | 
 | 267  | Minior             |  0.00035% | 259    |  0.062% | 106    |  0.055% | 
 | 268  | Primeape           |  0.00034% | 474    |  0.113% | 217    |  0.112% | 
 | 269  | Lumineon           |  0.00033% | 99     |  0.024% | 26     |  0.013% | 
 | 270  | Perrserker         |  0.00031% | 230    |  0.055% | 106    |  0.055% | 
 | 271  | Copperajah         |  0.00029% | 164    |  0.039% | 84     |  0.043% | 
 | 272  | Elekid             |  0.00028% | 3      |  0.001% | 0      |  0.000% | 
 | 273  | Qwilfish-Hisui     |  0.00028% | 359    |  0.086% | 176    |  0.091% | 
 | 274  | Dudunsparce        |  0.00027% | 587    |  0.140% | 192    |  0.099% | 
 | 275  | Sandslash-Alola    |  0.00027% | 189    |  0.045% | 94     |  0.049% | 
 | 276  | Hitmonchan         |  0.00026% | 34     |  0.008% | 12     |  0.006% | 
 | 277  | Florges            |  0.00026% | 371    |  0.089% | 153    |  0.079% | 
 | 278  | Delibird           |  0.00025% | 79     |  0.019% | 18     |  0.009% | 
 | 279  | Dugtrio-Alola      |  0.00024% | 143    |  0.034% | 67     |  0.035% | 
 | 280  | Piloswine          |  0.00024% | 35     |  0.008% | 7      |  0.004% | 
 | 281  | Grafaiai           |  0.00024% | 610    |  0.146% | 236    |  0.122% | 
 | 282  | Wugtrio            |  0.00024% | 28     |  0.007% | 16     |  0.008% | 
 | 283  | Slowbro-Galar      |  0.00023% | 335    |  0.080% | 110    |  0.057% | 
 | 284  | Luxray             |  0.00022% | 340    |  0.081% | 107    |  0.055% | 
 | 285  | Houndoom           |  0.00022% | 189    |  0.045% | 90     |  0.047% | 
 | 286  | Dewgong            |  0.00022% | 65     |  0.016% | 18     |  0.009% | 
 | 287  | Scraggy            |  0.00021% | 3      |  0.001% | 2      |  0.001% | 
 | 288  | Poliwhirl          |  0.00020% | 6      |  0.001% | 1      |  0.001% | 
 | 289  | Venomoth           |  0.00020% | 148    |  0.035% | 36     |  0.019% | 
 | 290  | Slowking-Galar     |  0.00019% | 441    |  0.105% | 243    |  0.126% | 
 | 291  | Leafeon            |  0.00019% | 319    |  0.076% | 132    |  0.068% | 
 | 292  | Crawdaunt          |  0.00018% | 100    |  0.024% | 37     |  0.019% | 
 | 293  | Gumshoos           |  0.00017% | 18     |  0.004% | 14     |  0.007% | 
 | 294  | Shroomish          |  0.00017% | 20     |  0.005% | 5      |  0.003% | 
 | 295  | Lilligant          |  0.00017% | 200    |  0.048% | 83     |  0.043% | 
 | 296  | Slowpoke           |  0.00015% | 34     |  0.008% | 7      |  0.004% | 
 | 297  | Floatzel           |  0.00014% | 110    |  0.026% | 54     |  0.028% | 
 | 298  | Leavanny           |  0.00014% | 54     |  0.013% | 21     |  0.011% | 
 | 299  | Grumpig            |  0.00012% | 59     |  0.014% | 13     |  0.007% | 
 | 300  | Revavroom          |  0.00012% | 123    |  0.029% | 41     |  0.021% | 
 | 301  | Pikachu            |  0.00012% | 171    |  0.041% | 55     |  0.028% | 
 | 302  | Polteageist        |  0.00012% | 106    |  0.025% | 31     |  0.016% | 
 | 303  | Morpeko            |  0.00012% | 129    |  0.031% | 26     |  0.013% | 
 | 304  | Thwackey           |  0.00011% | 4      |  0.001% | 2      |  0.001% | 
 | 305  | Golduck            |  0.00010% | 473    |  0.113% | 221    |  0.114% | 
 | 306  | Probopass          |  0.00010% | 97     |  0.023% | 38     |  0.020% | 
 | 307  | Goodra             |  0.00009% | 173    |  0.041% | 76     |  0.039% | 
 | 308  | Masquerain         |  0.00009% | 54     |  0.013% | 17     |  0.009% | 
 | 309  | Pyroar             |  0.00008% | 51     |  0.012% | 27     |  0.014% | 
 | 310  | Clawitzer          |  0.00008% | 429    |  0.103% | 259    |  0.134% | 
 | 311  | Pachirisu          |  0.00007% | 371    |  0.089% | 160    |  0.083% | 
 | 312  | Oricorio-Pom-Pom   |  0.00007% | 364    |  0.087% | 171    |  0.088% | 
 | 313  | Drednaw            |  0.00006% | 116    |  0.028% | 34     |  0.018% | 
 | 314  | Palossand          |  0.00005% | 148    |  0.035% | 72     |  0.037% | 
 | 315  | Dipplin            |  0.00005% | 114    |  0.027% | 48     |  0.025% | 
 | 316  | Cinccino           |  0.00005% | 293    |  0.070% | 123    |  0.064% | 
 | 317  | Lanturn            |  0.00004% | 135    |  0.032% | 54     |  0.028% | 
 | 318  | Lokix              |  0.00004% | 181    |  0.043% | 66     |  0.034% | 
 | 319  | Zoroark            |  0.00004% | 104    |  0.025% | 34     |  0.018% | 
 | 320  | Rotom-Fan          |  0.00003% | 40     |  0.010% | 19     |  0.010% | 
 | 321  | Samurott           |  0.00003% | 71     |  0.017% | 22     |  0.011% | 
 | 322  | Ariados            |  0.00003% | 119    |  0.028% | 49     |  0.025% | 
