Rank,CP,Pokepaste,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6
18,125,https://pokepast.es/6be1176acbacbc48,whimsicott,basculegion-male,maushold-family-of-four,delphox,indeedee-male,sneasler
19,125,https://pokepast.es/82d31e6278669cf6,typhlosion-hisui,talonflame,garchomp,breloom,hydreigon,kingambit
20,125,https://pokepast.es/7cd6272b5df28ccc,rillaboom,volcarona,tauros-paldea-aqua-breed,clefable,gholdengo,kingambit
21,125,https://pokepast.es/cfe94a28a29cef6d,arcanine-hisui,whimsicott,dragonite,sneasler,ursaluna-bloodmoon,kingambit
22,125,https://pokepast.es/6d722795ae47ace0,rillaboom,chandelure,basculegion-male,clefable,hydreigon,kingambit
23,125,https://pokepast.es/c9adf7d70aa5001a,salamence,pelipper,basculegion-male,archaludon,amoonguss,kingambit
24,125,https://pokepast.es/7fc3c6b51df68724,typhlosion-hisui,torkoal,jumpluff,dragonite,glimmora,kingambit
25,125,https://pokepast.es/e9255e9d68bdff4f,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
26,125,https://pokepast.es/68534294cd17211a,talonflame,dondozo,tatsugiri-curly,pawmot,glimmora,gholdengo
27,125,https://pokepast.es/c8511fa44d8d69ed,typhlosion-hisui,garchomp,corviknight,weezing-galar,pawmot,toedscruel
28,125,https://pokepast.es/15fadc431d94d817,rillaboom,chandelure,electabuzz,sneasler,ursaluna-bloodmoon,kingambit
29,125,https://pokepast.es/a1d6250d3044314c,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
30,125,https://pokepast.es/c6a65e81646d1a7c,garchomp,corviknight,tauros [paldean form - blaze breed],primarina,vivillon,kingambit
31,125,https://pokepast.es/8ee029828ccc999b,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
32,125,https://pokepast.es/f2569a80ecdf1d5c,rillaboom,dragonite,primarina,electabuzz,sneasler,kingambit
33,100,https://pokepast.es/a00d594f99283b49,rillaboom,salamence,pelipper,quaquaval,archaludon,gholdengo
34,100,https://pokepast.es/e3314d97b5761c33,typhlosion-hisui,torkoal,jumpluff,dragonite,glimmora,kingambit
35,100,https://pokepast.es/115ff84ddb9343bb,incineroar,garchomp,basculegion-male,pelipper,archaludon,amoonguss
36,100,https://pokepast.es/d318defb3ce9f1d6,rillaboom,talonflame,primarina,annihilape,maushold-family-of-four,gholdengo
37,100,https://pokepast.es/b05871297549a584,incineroar,amoonguss,indeedee-female,kommo-o,ursaluna-bloodmoon,gholdengo
38,100,https://pokepast.es/676528f2d9e1460a,talonflame,dondozo,tatsugiri-curly,pawmot,glimmora,gholdengo
39,100,https://pokepast.es/387182f76cd97ad6,volcarona,annihilape,maushold-family-of-four,glimmora,hypno,grimmsnarl
40,100,https://pokepast.es/34496815ac303090,incineroar,garchomp,whimsicott,ursaluna-bloodmoon,gholdengo,farigiraf
41,100,https://pokepast.es/776f31d19597cd79,rillaboom,salamence,primarina,electabuzz,sneasler,kingambit
42,100,https://pokepast.es/12771aece3c03f66,incineroar,tyranitar,porygon2,ursaluna,amoonguss,gholdengo
43,100,https://pokepast.es/a970eb32bc62fd74,rillaboom,volcarona,primarina,electabuzz,sneasler,dragapult
44,100,https://pokepast.es/31b96ca0b38d87e3,talonflame,garchomp,tyranitar,primarina,amoonguss,gholdengo
45,100,https://pokepast.es/82c21a627fca1939,incineroar,tyranitar,porygon2,ursaluna,amoonguss,gholdengo
46,100,https://pokepast.es/5c471c7f2bd4409e,incineroar,rillaboom,tyranitar,clefable,sinistcha,kommo-o
47,100,https://pokepast.es/590ce88eee91d20a,talonflame,dragonite,dondozo,tatsugiri-curly,glimmora,gholdengo
48,100,https://pokepast.es/63bb9f93dfaf2a83,pelipper,samurott-hisui,electabuzz,amoonguss,sneasler,gholdengo
49,100,https://pokepast.es/fb250918a4aca299,talonflame,torkoal,lilligant-hisui,zoroark-hisui,clefable,kingambit
50,100,https://pokepast.es/3084ea7b0116d6c8,pelipper,basculegion-male,archaludon,amoonguss,hydreigon,gholdengo
51,100,https://pokepast.es/d8d620e8974bbcdd,talonflame,garchomp,tyranitar,dragonite,primarina,gholdengo
52,100,https://pokepast.es/4e972aa45abc0d45,talonflame,dondozo,tatsugiri-curly,pawmot,glimmora,gholdengo
53,100,https://pokepast.es/6674dade9b1b6414,blaziken,rillaboom,empoleon,ursaluna-bloodmoon,dragapult,farigiraf
54,100,https://pokepast.es/33d8c8696b4a9e70,incineroar,primarina,pawmot,ursaluna,dragapult,farigiraf
55,100,https://pokepast.es/120bb82674bc81f0,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
56,100,https://pokepast.es/6c32a408130980fb,meowscarada,tauros [paldean form - blaze breed],primarina,scyther,sylveon,snorlax
57,100,https://pokepast.es/5b492f7e381954ef,rillaboom,talonflame,dragonite,primarina,sneasler,gholdengo
58,100,https://pokepast.es/5ac38504cdba1cc0,rillaboom,murkrow,primarina,annihilape,maushold-family-of-four,gholdengo
59,100,https://pokepast.es/b4ac0dbf54f60f7b,rillaboom,volcarona,tauros-paldea-aqua-breed,clefable,gengar,kingambit
60,100,https://pokepast.es/23967b8431d8ebc7,rillaboom,volcarona,primarina,electabuzz,sneasler,kingambit
61,100,https://pokepast.es/63a210e38d734302,salamence,basculegion-male,pelipper,archaludon,amoonguss,kingambit
62,100,https://pokepast.es/1e4567d5cdbb5147,rillaboom,chandelure,electabuzz,sneasler,ursaluna-bloodmoon,kingambit
63,100,https://pokepast.es/52161f485bfe09b5,murkrow,dondozo,tatsugiri-curly,delphox,indeedee-male,sneasler
64,100,https://pokepast.es/0613f0ff80dad1c5,blaziken,rillaboom,primarina,electabuzz,dragapult,kingambit
65,80,https://pokepast.es/b80d837f90b5a70c,murkrow,annihilape,maushold-family-of-four,delphox,indeedee-female,sneasler
66,80,https://pokepast.es/b347acd719a680e3,rillaboom,volcarona,tauros-paldea-aqua-breed,glimmora,clefable,kingambit
67,80,https://pokepast.es/09730b9eda8dd750,rillaboom,chandelure,dragonite,primarina,sneasler,kingambit
68,80,https://pokepast.es/5e75977009ab116b,whimsicott,annihilape,maushold-family-of-four,delphox,indeedee-male,sneasler
69,80,https://pokepast.es/2d4ae9951e878013,torkoal,lilligant-hisui,ursaluna,gallade,hatterene,indeedee-female
70,80,https://pokepast.es/1fc8d95cceaf0e5f,rillaboom,volcarona,clefable,sneasler,ursaluna-bloodmoon,dragapult
71,80,https://pokepast.es/0a5e07d43fa81ccb,incineroar,pelipper,dondozo,tatsugiri-curly,archaludon,amoonguss
72,80,https://pokepast.es/97f60ddb745db83d,talonflame,dragonite,dondozo,tatsugiri-curly,glimmora,gholdengo
73,80,https://pokepast.es/caaa64a74d64314b,salamence,basculegion-male,pelipper,archaludon,amoonguss,kingambit
74,80,https://pokepast.es/6137dbbbc0afde43,rillaboom,garchomp,tyranitar,primarina,sneasler,gholdengo
75,80,https://pokepast.es/8ec4c47d5367bdce,rillaboom,volcarona,tauros-paldea-aqua-breed,clefable,gengar,kingambit
76,80,https://pokepast.es/ac5202c843debf1d,incineroar,volcarona,dondozo,tatsugiri-curly,amoonguss,gholdengo
77,80,https://pokepast.es/341ca4c350ecc85e,incineroar,tyranitar,porygon2,ursaluna,amoonguss,gholdengo
78,80,https://pokepast.es/4a184bf28d5cc8d8,rillaboom,garchomp,tyranitar,hydreigon,sneasler,gholdengo
79,80,https://pokepast.es/9c41826954523c95,whimsicott,annihilape,armarouge,indeedee-female,ursaluna-bloodmoon,kingambit
80,80,https://pokepast.es/ecf040bfc3069b6f,rillaboom,whimsicott,pelipper,greninja,archaludon,gholdengo
81,80,https://pokepast.es/d7ad225b8fc24519,torkoal,lilligant-hisui,ursaluna,gallade,delphox,indeedee-female
82,80,https://pokepast.es/addc92da2aab6643,rillaboom,volcarona,gastrodon,zoroark-hisui,clefairy,kingambit
83,80,https://pokepast.es/2429579d87217902,hariyama,primarina,electabuzz,sinistcha,cinderace,kingambit
84,80,https://pokepast.es/b1eb84eb7285df00,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
85,80,https://pokepast.es/ea9ac7a14b6cfea5,dragonite,mandibuzz,glimmora,dragapult,grimmsnarl,kingambit
86,80,https://pokepast.es/3b348cb6449b9e12,typhlosion-hisui,rillaboom,whimsicott,clefable,sneasler,kingambit
87,80,https://pokepast.es/969f17804f4f9508,rillaboom,basculegion-male,pelipper,archaludon,braviary-hisui,indeedee-female
88,80,https://pokepast.es/f7c237416a9dc385,rillaboom,talonflame,tyranitar,primarina,kommo-o,gholdengo
89,80,https://pokepast.es/55771e04b308c091,rillaboom,pelipper,maushold-family-of-four,archaludon,kommo-o,dragapult
90,80,https://pokepast.es/2e58eac0e8dc1b9b,rillaboom,talonflame,dragonite,primarina,archaludon,gholdengo
91,80,https://pokepast.es/a60be96dc0590f13,rillaboom,arcanine-hisui,tauros-paldea-aqua-breed,dragonite,clefable,kingambit
92,80,https://pokepast.es/2b699d9d77df78bb,rillaboom,volcarona,tauros-paldea-aqua-breed,clefable,gholdengo,kingambit
93,80,https://pokepast.es/1f2dc0812ac67be8,volcarona,tauros-paldea-aqua-breed,amoonguss,ursaluna-bloodmoon,gholdengo,grimmsnarl
94,80,https://pokepast.es/106b4bf1f61989de,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
95,80,https://pokepast.es/0edf38bd1c2d04a8,incineroar,tyranitar,dondozo,amoonguss,gholdengo,dragapult
96,80,https://pokepast.es/05fed461cb2b8ce8,incineroar,basculegion-male,pelipper,archaludon,amoonguss,gholdengo
97,80,https://pokepast.es/3c665639ce385462,volcarona,tyranitar,excadrill,primarina,amoonguss,dragapult
98,80,https://pokepast.es/bd9e3bb03eda3f0a,rillaboom,volcarona,primarina,electabuzz,sneasler,kingambit
99,80,https://pokepast.es/23ca3ef71260a3ed,rillaboom,chandelure,basculegion-male,glimmora,clefable,kingambit
100,80,https://pokepast.es/52497bcfc1bce04e,rillaboom,salamence,primarina,electabuzz,sneasler,kingambit
101,80,https://pokepast.es/625ad01ca787717a,rillaboom,volcarona,clefable,sneasler,dragapult,kingambit
102,80,https://pokepast.es/8d24546ad771aa57,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
103,80,https://pokepast.es/88ea65522a6af70c,incineroar,volcarona,porygon2,amoonguss,sneasler,gholdengo
104,80,https://pokepast.es/53b6b7db9ce1e1cc,rillaboom,talonflame,primarina,electabuzz,sneasler,gholdengo
105,80,https://pokepast.es/5531c927aae00162,salamence,pelipper,basculegion-male,archaludon,amoonguss,kingambit
106,80,https://pokepast.es/aec014a3f11dcd13,incineroar,porygon2,primarina,flamigo,ursaluna,amoonguss
107,80,https://pokepast.es/95e4d59f4d11fdf9,tauros [paldean form - blaze breed],dragonite,primarina,archaludon,glimmora,kingambit
108,80,https://pokepast.es/75c873ab961a1f5f,garchomp,murkrow,armarouge,indeedee-female,sneasler,gholdengo
109,80,https://pokepast.es/32e6d4c3bbd3ec47,incineroar,annihilape,maushold-family-of-four,sylveon,amoonguss,gholdengo
110,80,https://pokepast.es/dafa75bc39a2e075,incineroar,tyranitar,porygon2,ursaluna,amoonguss,gholdengo
111,80,https://pokepast.es/18e0019f197c53db,rillaboom,salamence,pelipper,annihilape,maushold-family-of-four,archaludon
112,80,https://pokepast.es/14b3e576123c766a,talonflame,garchomp,tyranitar,primarina,amoonguss,gholdengo
113,80,https://pokepast.es/d78bcc84c93925dd,rillaboom,salamence,primarina,electabuzz,sneasler,kingambit
114,80,https://pokepast.es/07312aa37db9d292,typhlosion-hisui,venusaur,whimsicott,mienshao,indeedee-male,ursaluna-bloodmoon
115,80,https://pokepast.es/bbc09f0a0bede611,rillaboom,volcarona,basculegion-male,dragonite,clefable,kingambit
116,80,https://pokepast.es/3a73ca0ec2f7f98a,talonflame,garchomp,tauros-paldea-aqua-breed,tyranitar,amoonguss,gholdengo
117,80,https://pokepast.es/ffa9d3664eb795ee,rillaboom,garchomp,volcarona,tyranitar,primarina,gholdengo
118,80,https://pokepast.es/a0ce0a33fbf64a9b,rillaboom,salamence,primarina,electabuzz,sneasler,kingambit
119,80,https://pokepast.es/de97c71dfc4364c5,incineroar,decidueye-hisui,pelipper,archaludon,clefable,farigiraf
120,80,https://pokepast.es/6c56e813acc494d8,rillaboom,talonflame,primarina,maushold-family-of-four,hydreigon,sneasler
121,80,https://pokepast.es/88ad7bb704fc46a3,dragonite,dondozo,tatsugiri-curly,annihilape,clefable,kingambit
122,80,https://pokepast.es/be6aa9a942647bb1,primarina,pelipper,annihilape,maushold-family-of-four,archaludon,hydreigon
123,80,https://pokepast.es/3604187157885c0d,typhlosion-hisui,rillaboom,whimsicott,primarina,ursaluna-bloodmoon,farigiraf
124,80,https://pokepast.es/cf01a767ba04e859,incineroar,rillaboom,tyranitar,amoonguss,sneasler,gholdengo
125,80,https://pokepast.es/84fbd4ce6e9a5352,talonflame,garchomp,tyranitar,primarina,amoonguss,gholdengo
126,80,https://pokepast.es/201463e53b16e156,rillaboom,tauros [paldean form - blaze breed],pelipper,clefable,gengar,kingambit
127,80,https://pokepast.es/6e0cf7d3900a34fe,rillaboom,primarina,electabuzz,sneasler,dragapult,kingambit
128,80,https://pokepast.es/86b841b89659ba7e,arcanine-hisui,decidueye-hisui,murkrow,maushold-family-of-four,archaludon,gholdengo
129,60,https://pokepast.es/6566bff80d59fc54,torkoal,lilligant-hisui,delphox,indeedee-male,sneasler,ursaluna-bloodmoon
130,60,https://pokepast.es/5327e934ca9bb6cd,dragonite,dondozo,tatsugiri-curly,annihilape,clefable,kingambit
131,60,https://pokepast.es/69f276dd8c0094a4,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
132,60,https://pokepast.es/1d818cee18782086,incineroar,rillaboom,volcarona,pelipper,archaludon,clefable
133,60,https://pokepast.es/3905fa4e5468513c,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
134,60,https://pokepast.es/f3fb8eb1d9205b0f,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
135,60,https://pokepast.es/3e4c2b2086f6a4d6,incineroar,dondozo,tatsugiri-curly,weezing,pawmot,dragapult
136,60,https://pokepast.es/f44d0e5775f34a85,incineroar,tyranitar,porygon2,ursaluna,amoonguss,gholdengo
137,60,https://pokepast.es/57feafcdc5a5a52f,rillaboom,volcarona,primarina,electabuzz,sneasler,kingambit
138,60,https://pokepast.es/23295be01f55acc5,rillaboom,volcarona,primarina,electabuzz,sneasler,kingambit
139,60,https://pokepast.es/e5ae7a1c81684f27,rillaboom,volcarona,primarina,electabuzz,sneasler,kingambit
140,60,https://pokepast.es/71a90581e499164c,rillaboom,talonflame,primarina,sneasler,gholdengo,dragapult
141,60,https://pokepast.es/76b5262a59ae674b,incineroar,tyranitar,porygon2,ursaluna,amoonguss,gholdengo
142,60,https://pokepast.es/d7bd99663bb4964a,incineroar,tyranitar,porygon2,ursaluna,amoonguss,gholdengo
143,60,https://pokepast.es/721c51c1bf640e39,torkoal,lilligant-hisui,ursaluna,gallade,delphox,indeedee-female
144,60,https://pokepast.es/a6b588e81ce0dbf0,talonflame,garchomp,decidueye-hisui,basculegion-male,electabuzz,gholdengo
145,60,https://pokepast.es/16d2bcc939327213,skeledirge,rillaboom,tauros-paldea-aqua-breed,electabuzz,dragapult,kingambit
146,60,https://pokepast.es/a5cb37574e64f42e,ceruledge,dragonite,primarina,sinistcha,sneasler,kingambit
147,60,https://pokepast.es/78a93cee9a9e1e72,incineroar,tyranitar,porygon2,ursaluna,amoonguss,gholdengo
148,60,https://pokepast.es/fcd73ba44d52cd50,skeledirge,garchomp,corviknight,whimsicott,dragonite,gholdengo
149,60,https://pokepast.es/93e53546c0631746,incineroar,talonflame,pelipper,archaludon,electabuzz,ursaluna-bloodmoon
150,60,https://pokepast.es/153df3fdc8e40bca,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
151,60,https://pokepast.es/7736471eb5721ecf,rillaboom,ceruledge,primarina,electabuzz,sneasler,kingambit
152,60,https://pokepast.es/9a5a5e7e7fea96e0,talonflame,dondozo,tatsugiri-curly,pawmot,glimmora,gholdengo
153,60,https://pokepast.es/905ef3655cdde36b,incineroar,rillaboom,gastrodon,hydreigon,sneasler,gholdengo
154,60,https://pokepast.es/71c4c52349a11ef9,rillaboom,talonflame,glimmora,sneasler,gholdengo,dragapult
155,60,https://pokepast.es/37923c793059523f,incineroar,basculegion-male,pelipper,overqwil,archaludon,amoonguss
156,60,https://pokepast.es/5e30ca0ec7dc9e0a,incineroar,murkrow,pawmot,clefable,ursaluna-bloodmoon,gholdengo
157,60,https://pokepast.es/2b9be283095efaf7,typhlosion-hisui,murkrow,tauros-paldea-aqua-breed,indeedee-female,ursaluna-bloodmoon,dragapult
158,60,https://pokepast.es/438e3b106f1a4dc1,murkrow,dragonite,dondozo,tatsugiri-curly,pawmot,gholdengo
159,60,https://pokepast.es/6b92f923d6b97443,torkoal,lilligant-hisui,annihilape,gallade,indeedee-female,ursaluna-bloodmoon
160,60,https://pokepast.es/0e1d578f5ea836c4,pelipper,basculegion-male,archaludon,amoonguss,hydreigon,gholdengo
161,60,https://pokepast.es/7b999d13d1b1ff73,incineroar,tyranitar,primarina,clefable,gholdengo,dragapult
162,60,https://pokepast.es/dae71bd78d234adc,typhlosion-hisui,rillaboom,whimsicott,pawmot,ursaluna-bloodmoon,farigiraf
163,60,https://pokepast.es/55118b4e514f7681,rillaboom,volcarona,tauros-paldea-aqua-breed,dondozo,tatsugiri-curly,sneasler
164,60,https://pokepast.es/ea56b5b4fb972b4a,rillaboom,volcarona,tauros-paldea-aqua-breed,clefable,gengar,kingambit
165,60,https://pokepast.es/3b686c9af811c54c,tyranitar,excadrill,primarina,maushold-family-of-four,glimmora,hydrapple
166,60,https://pokepast.es/b03de6fd434297d2,incineroar,rillaboom,electabuzz,sneasler,ursaluna-bloodmoon,farigiraf
167,60,https://pokepast.es/eb746041d3559482,incineroar,rillaboom,garchomp,tyranitar,primarina,ursaluna-bloodmoon
168,60,https://pokepast.es/b2c686083709633f,murkrow,archaludon,gallade,delphox,indeedee-male,sneasler
169,60,https://pokepast.es/eb903658da346927,rillaboom,volcarona,tyranitar,excadrill,primarina,clefable
170,60,https://pokepast.es/6e571458673ca4f4,rillaboom,talonflame,primarina,annihilape,maushold-family-of-four,gholdengo
171,60,https://pokepast.es/b68dd3b1ebf9b1f2,incineroar,meowscarada,porygon2,ursaluna,amoonguss,gholdengo
172,60,https://pokepast.es/b7eb8d7ae2f11989,gastrodon,annihilape,maushold-family-of-four,ursaluna-bloodmoon,grimmsnarl,farigiraf
173,60,https://pokepast.es/78bbad5983879b55,rillaboom,pelipper,basculegion-male,archaludon,clefairy,sneasler
174,60,https://pokepast.es/193b478478716e5d,typhlosion-hisui,garchomp,corviknight,annihilape,weezing-galar,vivillon
175,60,https://pokepast.es/add5ac42418f4aea,talonflame,garchomp,tyranitar,dragonite,amoonguss,gholdengo
176,60,https://pokepast.es/e96af33f0393f949,rillaboom,volcarona,primarina,electabuzz,sneasler,dragapult
177,60,https://pokepast.es/550b7aa05d2f91e1,rillaboom,volcarona,basculegion-male,dragonite,clefable,kingambit
178,60,https://pokepast.es/d71335b409ca882d,incineroar,rillaboom,primarina,pelipper,archaludon,sneasler
179,60,https://pokepast.es/5ca3e93009db6f41,torkoal,lilligant-hisui,gallade,hatterene,indeedee-female,kingambit
180,60,https://pokepast.es/c2cabcb3feb46555,rillaboom,salamence,primarina,electabuzz,sneasler,kingambit
181,60,https://pokepast.es/24ef02330b73b71a,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
182,60,https://pokepast.es/26d62b0708683aba,rillaboom,gyarados,clefable,hydreigon,sneasler,kingambit
183,60,https://pokepast.es/4c06ff69412ca1f7,incineroar,rillaboom,porygon2,ursaluna,sneasler,gholdengo
184,60,https://pokepast.es/6db67ddf7e44b90c,rillaboom,volcarona,tauros-paldea-aqua-breed,tyranitar,amoonguss,gholdengo
185,60,https://pokepast.es/2a9d4a213579162d,rillaboom,volcarona,whimsicott,primarina,sneasler,gholdengo
186,60,https://pokepast.es/87df71c6920b3bbf,garchomp,murkrow,pelipper,basculegion-male,archaludon,gholdengo
187,60,https://pokepast.es/a7508b1d9140c916,pelipper,basculegion-male,annihilape,maushold-family-of-four,archaludon,sinistcha
188,60,https://pokepast.es/8f10aabbdceeb3a9,incineroar,garchomp,whimsicott,primarina,gothitelle,gholdengo
189,60,https://pokepast.es/b116d22359fecc2f,pelipper,basculegion-male,dragonite,amoonguss,gholdengo,kingambit
190,60,https://pokepast.es/1ca44b7c38dc5b95,torkoal,annihilape,armarouge,ursaluna-bloodmoon,drifblim,?
191,60,https://pokepast.es/293e1219e99c0099,incineroar,dondozo,tatsugiri-curly,amoonguss,hydreigon,gholdengo
192,60,https://pokepast.es/6142dabf6d5191e8,talonflame,dragonite,dondozo,tatsugiri-curly,glimmora,gholdengo
193,60,https://pokepast.es/208dc8f40e6ad7c5,salamence,basculegion-male,pelipper,archaludon,amoonguss,kingambit
194,60,https://pokepast.es/98df03ebeb6ad895,talonflame,garchomp,tauros-paldea-aqua-breed,tyranitar,amoonguss,gholdengo
195,60,https://pokepast.es/be417d32a9c5a6b7,whimsicott,annihilape,maushold-family-of-four,armarouge,indeedee-female,ursaluna-bloodmoon
196,60,https://pokepast.es/c3d6e6331d376d30,torkoal,ursaluna,gallade,zoroark-hisui,hatterene,indeedee-female
197,60,https://pokepast.es/dc9514642ec80f59,rillaboom,gastrodon,clefable,sneasler,kommo-o,kingambit
198,60,https://pokepast.es/4e39c80b5d1ec332,talonflame,dragonite,dondozo,tatsugiri-curly,glimmora,gholdengo
199,60,https://pokepast.es/85b73b5684e9267c,incineroar,tyranitar,porygon2,ursaluna,amoonguss,gholdengo
200,60,https://pokepast.es/9b16f07c004f5bf0,salamence,pelipper,basculegion-male,archaludon,amoonguss,kingambit
201,60,https://pokepast.es/77a5a2a87ea4e024,blaziken,rillaboom,primarina,electabuzz,dragapult,kingambit
202,60,https://pokepast.es/34a82c4124938e51,pelipper,basculegion-male,annihilape,overqwil,archaludon,amoonguss
203,60,https://pokepast.es/c8bd3caeda253cb3,decidueye-hisui,whimsicott,basculegion-male,porygon-z,armarouge,farigiraf
204,60,https://pokepast.es/70de8c3d3b41fee6,incineroar,pelipper,annihilape,maushold-family-of-four,archaludon,sinistcha
205,60,https://pokepast.es/1b9f018fc9441d01,rillaboom,volcarona,tauros-paldea-aqua-breed,ursaluna,gengar,kingambit
206,60,https://pokepast.es/e13256543a2776c4,typhlosion-hisui,rillaboom,tyranitar,whimsicott,dragonite,ursaluna-bloodmoon
207,60,https://pokepast.es/8b81c6fe4ceb2b16,incineroar,typhlosion-hisui,rillaboom,palafin,weezing-galar,dragapult
208,60,https://pokepast.es/b839f6fad8c89e5c,incineroar,tyranitar,porygon2,ursaluna,amoonguss,gholdengo
209,60,https://pokepast.es/0d88f1547b3b617e,arcanine-hisui,dragonite,milotic,zoroark-hisui,electrode-hisui,stonjourner
210,60,https://pokepast.es/cad7197b4adce802,talonflame,garchomp,tyranitar,primarina,glimmora,gholdengo
211,60,https://pokepast.es/1408703748dad84c,rillaboom,talonflame,primarina,hydreigon,sneasler,kingambit
212,60,https://pokepast.es/53019c24e6bc6958,talonflame,meowscarada,tauros-paldea-aqua-breed,weezing,ursaluna-bloodmoon,dragapult
213,60,https://pokepast.es/8fd7f63ee38ebb4f,incineroar,garchomp,tyranitar,lycanroc [midday form],dragonite,gholdengo
214,60,https://pokepast.es/6f893f25cf32a930,rillaboom,volcarona,primarina,clefable,sneasler,kingambit
215,60,https://pokepast.es/ad98842a9faae40f,tauros [paldean form - blaze breed],dragonite,primarina,archaludon,glimmora,kingambit
216,60,https://pokepast.es/d8d2e1218ef77c41,rillaboom,salamence,flamigo,glimmora,araquanid,ninetales-alola
217,60,https://pokepast.es/655e555d0bcdf4ca,dragonite,dondozo,tatsugiri-curly,annihilape,clefable,kingambit
218,60,https://pokepast.es/58ac814965536ac8,rillaboom,pelipper,annihilape,maushold-family-of-four,archaludon,sinistcha
219,60,https://pokepast.es/57334136cb32c735,incineroar,rillaboom,talonflame,ninetales-alola,kommo-o,gholdengo
220,60,https://pokepast.es/2bde6e149308ac82,whimsicott,dondozo,tatsugiri-curly,archaludon,glimmora,gholdengo
221,60,https://pokepast.es/9e7e06e8e04f0d8a,salamence,pelipper,basculegion-male,archaludon,amoonguss,kingambit
222,60,https://pokepast.es/f2dd10f64655d3a1,rillaboom,primarina,clefable,baxcalibur,sneasler,kingambit
223,60,https://pokepast.es/5ca1b2026b4532fd,rillaboom,murkrow,tauros-paldea-aqua-breed,sneasler,gholdengo,kingambit
224,60,https://pokepast.es/6ee59cb28ef7b221,rillaboom,volcarona,primarina,electabuzz,sneasler,kingambit
225,60,https://pokepast.es/52d8de60af6b5556,talonflame,dragonite,dondozo,tatsugiri-curly,pawmot,gholdengo
226,60,https://pokepast.es/afa0723a363d36a8,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
227,60,https://pokepast.es/1ed22b88e920bb6a,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
228,60,https://pokepast.es/a5fa9a3373f35e32,hariyama,pelipper,archaludon,braviary-hisui,overqwil,indeedee-female
229,60,https://pokepast.es/d0f4440ff5ee90fb,torkoal,annihilape,ursaluna,gallade,armarouge,indeedee-female
230,60,https://pokepast.es/530a0edf34fa2522,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
