Rank,CP,Pokepaste,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6
21,125,https://pokepast.es/ee4c2c4aea4106fe,talonflame,dragonite,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
22,125,https://pokepast.es/1bc3104388fb130d,arcanine-hisui,murkrow,amoonguss,indeedee-male,sneasler,ursaluna-bloodmoon
23,125,https://pokepast.es/95b78c335dff7168,incineroar,rillaboom,dragonite,sneasler,ursaluna-bloodmoon,gholdengo
24,125,https://pokepast.es/20062b3aa9dc0737,rillaboom,volcarona,primarina,electabuzz,sneasler,dragapult
25,125,https://pokepast.es/5e56fc10f722597e,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
26,125,https://pokepast.es/3fc4d2ccae0d4d3e,incineroar,rillaboom,primarina,ninetales-alola,sneasler,gholdengo
27,125,https://pokepast.es/5809695004cc8648,dragonite,pelipper,archaludon,ursaluna,sinistcha,gholdengo
28,125,https://pokepast.es/49aeb94f12fc66ca,incineroar,electabuzz,sinistcha,ninetales-alola,sneasler,kommo-o
29,125,https://pokepast.es/4f32bebbd01f5f5e,talonflame,tyranitar,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
30,125,https://pokepast.es/9a2d1c5dd662d8a8,incineroar,dragonite,amoonguss,sneasler,ursaluna-bloodmoon,gholdengo
31,125,https://pokepast.es/238cb5e686a614e6,dragonite,pelipper,archaludon,ursaluna,sinistcha,gholdengo
32,125,https://pokepast.es/226df8b43c48f64d,typhlosion-hisui,whimsicott,dondozo,tatsugiri-curly,archaludon,gholdengo
33,100,https://pokepast.es/9f2e01966ed20183,rillaboom,volcarona,dondozo,baxcalibur,sneasler,kingambit
34,100,https://pokepast.es/aecaef6659114435,whimsicott,annihilape,maushold-family-of-four,delphox,indeedee-male,sneasler
35,100,https://pokepast.es/cddc85f7a065efd4,rillaboom,dragonite,annihilape,magmar,ursaluna-bloodmoon,gholdengo
36,100,https://pokepast.es/58322ae48c2546ff,incineroar,pelipper,basculegion-male,archaludon,gallade,arboliva
37,100,https://pokepast.es/beafd054101991ed,dragonite,pelipper,archaludon,ursaluna,sinistcha,gholdengo
38,100,https://pokepast.es/86bde0b475f8d77e,annihilape,maushold-family-of-four,klefki,sinistcha,ninetales-alola,ursaluna-bloodmoon
39,100,https://pokepast.es/85d51b817b162363,incineroar,rillaboom,volcarona,basculegion-male,clefable,kingambit
40,100,https://pokepast.es/cf407dae651b6b02,torkoal,ursaluna,gallade,zoroark-hisui,hatterene,indeedee-female
41,100,https://pokepast.es/d298bffdfc792ae9,arcanine-hisui,whimsicott,archaludon,indeedee-male,sneasler,ursaluna-bloodmoon
42,100,https://pokepast.es/5c47c9a79236d9d8,murkrow,armarouge,indeedee-female,sneasler,ursaluna-bloodmoon,dragapult
43,100,https://pokepast.es/9e8e08586695c394,talonflame,garchomp,slaking,weezing-galar,toedscruel,gholdengo
44,100,https://pokepast.es/b2605deab460b1f5,incineroar,tyranitar,excadrill,kilowattrel,amoonguss,kommo-o
45,100,https://pokepast.es/cc5292c8f4523923,incineroar,rillaboom,dragonite,milotic,sneasler,gholdengo
46,100,https://pokepast.es/297ac8bd7e023c97,dragonite,pelipper,annihilape,archaludon,ursaluna,sinistcha
47,100,https://pokepast.es/d69d2cede2c84cd9,talonflame,dragonite,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
48,100,https://pokepast.es/706a6b1f249a8164,talonflame,chandelure,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
49,100,https://pokepast.es/530d7ea9d4e92ad7,incineroar,rillaboom,volcarona,baxcalibur,sneasler,kingambit
50,100,https://pokepast.es/d31bc79855e0b355,rillaboom,arcanine-hisui,volcarona,annihilape,zoroark-hisui,ninetales-alola
51,100,https://pokepast.es/87e220ac7f5bd663,rillaboom,dondozo,electabuzz,sneasler,kommo-o,gholdengo
52,100,https://pokepast.es/657553f70f86ebba,incineroar,porygon2,ursaluna,yanmega,amoonguss,gholdengo
53,100,https://pokepast.es/a1cf4e9f5ecafad3,incineroar,dragonite,araquanid,ninetales-alola,sinistcha,sneasler
54,100,https://pokepast.es/f95634ff55c1b97e,incineroar,porygon2,dragonite,annihilape,ursaluna,gholdengo
55,100,https://pokepast.es/fd8959e6395513e3,rillaboom,pelipper,basculegion-male,archaludon,electabuzz,ursaluna-bloodmoon
56,100,https://pokepast.es/ed1d03fcebd70cad,incineroar,rillaboom,basculegion-male,dragonite,sneasler,ursaluna-bloodmoon
57,100,https://pokepast.es/26088ee5b438c7cc,charizard,torkoal,ursaluna,gallade,hatterene,indeedee-female
58,100,https://pokepast.es/9565970a13995d1f,dragonite,pelipper,archaludon,ursaluna,sinistcha,gholdengo
59,100,https://pokepast.es/990d8e73130ab396,basculegion-male,dragonite,pelipper,archaludon,clefairy,ursaluna-bloodmoon
60,100,https://pokepast.es/1475f2bbf91e1d44,incineroar,rillaboom,volcarona,tyranitar,basculegion-male,dragonite
61,100,https://pokepast.es/db6b0c681ec178d0,incineroar,whimsicott,dragonite,annihilape,gholdengo,dragapult
62,100,https://pokepast.es/e58ce2a88fb80724,garchomp,tyranitar,whimsicott,annihilape,magmar,gholdengo
63,100,https://pokepast.es/2c703a4f89f72e21,rillaboom,volcarona,basculegion-male,baxcalibur,sneasler,kingambit
64,100,https://pokepast.es/426565ecdc649ad8,rillaboom,pelipper,basculegion-male,archaludon,amoonguss,kingambit
65,80,https://pokepast.es/06dde509db047d93,incineroar,rillaboom,dragonite,annihilape,electabuzz,gholdengo
66,80,https://pokepast.es/79019d7fc0211212,rillaboom,pelipper,basculegion-male,archaludon,amoonguss,kingambit
67,80,https://pokepast.es/b9ed72c7c1532c97,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
68,80,https://pokepast.es/33954a4eff6f503a,arcanine-hisui,dragonite,sinistcha,sneasler,ursaluna-bloodmoon,kingambit
69,80,https://pokepast.es/979b12fa7c692f60,incineroar,dragonite,amoonguss,sneasler,ursaluna-bloodmoon,gholdengo
70,80,https://pokepast.es/d586e0997760d751,incineroar,rillaboom,dragonite,annihilape,electabuzz,gholdengo
71,80,https://pokepast.es/0a31c48f22656fc1,dragonite,pelipper,annihilape,archaludon,ursaluna,sinistcha
72,80,https://pokepast.es/355940acb71fdca3,dragonite,pelipper,archaludon,ursaluna,sinistcha,gholdengo
73,80,https://pokepast.es/48aa0e0f634cbc5e,incineroar,rillaboom,dragonite,annihilape,ursaluna-bloodmoon,gholdengo
74,80,https://pokepast.es/2d45744343b137ad,pelipper,basculegion-male,annihilape,maushold-family-of-four,archaludon,sinistcha
75,80,https://pokepast.es/0aade3f59adf7ec8,incineroar,pelipper,basculegion-male,archaludon,amoonguss,sneasler
76,80,https://pokepast.es/399f6ed4b4843d7b,incineroar,rillaboom,dragonite,sneasler,ursaluna-bloodmoon,gholdengo
77,80,https://pokepast.es/4df82b1b7ee2eddc,pelipper,dondozo,tatsugiri-curly,archaludon,indeedee-male,sneasler
78,80,https://pokepast.es/48399fb797d9535e,dragonite,pelipper,archaludon,ursaluna,indeedee-male,sneasler
79,80,https://pokepast.es/15553c312212bd5c,torkoal,exeggutor,ursaluna,gallade,hatterene,indeedee-female
80,80,https://pokepast.es/f9f44d2f732cf674,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
81,80,https://pokepast.es/36dfb127f830eba0,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
82,80,https://pokepast.es/a65cee2f45a28e0f,incineroar,garchomp,pelipper,archaludon,amoonguss,gholdengo
83,80,https://pokepast.es/1398db29dbecc512,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
84,80,https://pokepast.es/b1b0a8c22cf0adeb,incineroar,dragonite,pelipper,archaludon,ursaluna,sinistcha
85,80,https://pokepast.es/5f2818f33c0d8e38,incineroar,rillaboom,volcarona,dragonite,ursaluna-bloodmoon,gholdengo
86,80,https://pokepast.es/a2884aa30174b6f4,pelipper,politoed,archaludon,weezing-galar,sinistcha,overqwil
87,80,https://pokepast.es/fe37c5fde88249b5,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
88,80,https://pokepast.es/2ef827598b1fe853,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
89,80,https://pokepast.es/ad1aa33ce8b2513f,corviknight,tyranitar,excadrill,maushold-family-of-four,indeedee-male,sneasler
90,80,https://pokepast.es/7b1367a7df948f9d,tyranitar,ursaluna,amoonguss,hatterene,indeedee-female,sneasler
91,80,https://pokepast.es/6cf7ead3163d972d,charizard,garchomp,torkoal,whimsicott,hatterene,indeedee-female
92,80,https://pokepast.es/a215d617421fa1fe,incineroar,porygon2,kilowattrel,ursaluna,amoonguss,gholdengo
93,80,https://pokepast.es/7330274e2cc0e390,pelipper,dondozo,tatsugiri-curly,archaludon,indeedee-male,sneasler
94,80,https://pokepast.es/ca00ebd6dd38d26f,rillaboom,volcarona,tyranitar,gastrodon,glimmora,ribombee
95,80,https://pokepast.es/c7d31c297767726c,murkrow,ninetales-alola,hydreigon,delphox,indeedee-female,sneasler
96,80,https://pokepast.es/4e63ff94ea914424,incineroar,talonflame,garchomp,tyranitar,amoonguss,gholdengo
97,80,https://pokepast.es/14536c9d1acbfd7c,typhlosion-hisui,meowscarada,whimsicott,archaludon,clefable,ursaluna-bloodmoon
98,80,https://pokepast.es/acff524ab7338f3e,rillaboom,volcarona,dragonite,maushold-family-of-four,sneasler,kingambit
99,80,https://pokepast.es/ab33c3ee9c7fb235,incineroar,dragonite,pelipper,archaludon,ursaluna,sinistcha
100,80,https://pokepast.es/a38a7d9ddf196505,typhlosion-hisui,torkoal,maushold-family-of-four,gallade,hatterene,indeedee-female
101,80,https://pokepast.es/19a92793e7ace87f,incineroar,pelipper,archaludon,ursaluna,beartic,sinistcha
102,80,https://pokepast.es/a43c7755bc90fd4a,incineroar,dondozo,ninetales-alola,sneasler,garganacl,gholdengo
103,80,https://pokepast.es/10618917c95cd133,incineroar,garchomp,corviknight,tyranitar,primarina,sneasler
104,80,https://pokepast.es/5ee36fb97730ca1e,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
105,80,https://pokepast.es/3e922729be57e66d,archaludon,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon,kleavor
106,80,https://pokepast.es/eee62453f5142603,talonflame,garchomp,tyranitar,annihilape,amoonguss,gholdengo
107,80,https://pokepast.es/91eba18b0f6304f9,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
108,80,https://pokepast.es/15f76f4aee7cc625,incineroar,pelipper,basculegion-male,archaludon,amoonguss,kommo-o
109,80,https://pokepast.es/fbde17144d0cfa31,incineroar,garchomp,dragonite,weezing,ursaluna-bloodmoon,gholdengo
110,80,https://pokepast.es/03313ba33fad2526,incineroar,rillaboom,dragonite,annihilape,electabuzz,gholdengo
111,80,https://pokepast.es/3fa363aef1e5a803,incineroar,charizard,torkoal,jumpluff,porygon2,ursaluna
112,80,https://pokepast.es/73fe8cc4b92f0782,rillaboom,volcarona,dondozo,tatsugiri-curly,glimmora,sneasler
113,80,https://pokepast.es/4028b9d72b144106,incineroar,garchomp,dragonite,weezing,ursaluna-bloodmoon,gholdengo
114,80,https://pokepast.es/efb8b4b80482a847,incineroar,rillaboom,volcarona,basculegion-male,dragonite,sneasler
115,80,https://pokepast.es/b55d8313dd827091,incineroar,rillaboom,dragonite,sneasler,ursaluna-bloodmoon,gholdengo
116,80,https://pokepast.es/17ef309eec7da8ed,dragonite,pelipper,archaludon,ursaluna,sinistcha,gholdengo
117,80,https://pokepast.es/2801c08c6f8add74,rillaboom,volcarona,basculegion-male,dragonite,electabuzz,sneasler
118,80,https://pokepast.es/01b14fcbea0a85ce,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
119,80,https://pokepast.es/f45f02bb39e3d7da,annihilape,maushold-family-of-four,klefki,sinistcha,ninetales-alola,ursaluna-bloodmoon
120,80,https://pokepast.es/03f2d0eca716ae8c,rillaboom,volcarona,dondozo,tatsugiri-curly,glimmora,sneasler
121,80,https://pokepast.es/d14331ebea768ade,dragonite,pelipper,archaludon,ursaluna,sinistcha,gholdengo
122,80,https://pokepast.es/d55d30cc353bb494,garchomp,dragonite,ninetales-alola,rotom [frost rotom],armarouge,kingambit
123,80,https://pokepast.es/a66d8a6ce664499e,incineroar,charizard,torkoal,porygon2,whimsicott,ursaluna
124,80,https://pokepast.es/18480fec03073195,rillaboom,annihilape,maushold-family-of-four,sinistcha,ursaluna-bloodmoon,grimmsnarl
125,80,https://pokepast.es/501b98decadf4f50,dragonite,dondozo,tatsugiri [stretchy form],annihilape,indeedee-male,sneasler
126,80,https://pokepast.es/d18efde3fe21676d,rillaboom,volcarona,basculegion-male,electabuzz,ninetales-alola,kingambit
127,80,https://pokepast.es/fcc74abc6c92f5c1,rillaboom,pelipper,basculegion-male,archaludon,sneasler,kingambit
128,80,https://pokepast.es/5cb4f403328a061e,incineroar,rillaboom,dragonite,sneasler,ursaluna-bloodmoon,gholdengo
129,60,https://pokepast.es/b7396dd5e2fd353b,dragonite,annihilape,magmar,ninetales-alola,ursaluna-bloodmoon,gholdengo
130,60,https://pokepast.es/d9a09d00eced53c0,typhlosion-hisui,whimsicott,archaludon,indeedee-male,sneasler,kleavor
131,60,https://pokepast.es/20b75a92dc7108af,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
132,60,https://pokepast.es/9eb99dcb2b9c3e23,incineroar,garchomp,corviknight,tyranitar,primarina,sneasler
133,60,https://pokepast.es/4a14fc3235f2402f,arcanine,dragonite,primarina,annihilape,ninetales-alola,gholdengo
134,60,https://pokepast.es/daf93221a5cb770f,garchomp,murkrow,armarouge,indeedee-female,sneasler,gholdengo
135,60,https://pokepast.es/9293a1927a213384,incineroar,typhlosion-hisui,torkoal,jumpluff,porygon2,ursaluna
136,60,https://pokepast.es/5862e205591c81b8,incineroar,garchomp,kilowattrel,weezing,ninetales-alola,gholdengo
137,60,https://pokepast.es/6957b167fa1eea38,rillaboom,volcarona,dragonite,electabuzz,sneasler,kingambit
138,60,https://pokepast.es/dcb585b1fdae22eb,rillaboom,primarina,electabuzz,sneasler,dragapult,kingambit
139,60,https://pokepast.es/94e3884bb66a5ddb,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
140,60,https://pokepast.es/a8564cbb561fcb88,murkrow,pelipper,archaludon,amoonguss,gholdengo,weavile
141,60,https://pokepast.es/2ae01259de6f93e1,corviknight,salamence,tyranitar,excadrill,electabuzz,ursaluna-bloodmoon
142,60,https://pokepast.es/01a34368e1e7b46e,talonflame,chandelure,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
143,60,https://pokepast.es/79b47eaa2371f717,talonflame,garchomp,decidueye-hisui,tyranitar,primarina,gholdengo
144,60,https://pokepast.es/c39114f486ec85cd,talonflame,dragonite,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
145,60,https://pokepast.es/75bf9cfe2ca6960c,typhlosion-hisui,rillaboom,whimsicott,sneasler,ursaluna-bloodmoon,farigiraf
146,60,https://pokepast.es/147c59e0df875dd7,torkoal,lilligant-hisui,ursaluna,gallade,hatterene,indeedee-female
147,60,https://pokepast.es/104491108485280b,incineroar,dragonite,pelipper,archaludon,ursaluna,sinistcha
148,60,https://pokepast.es/08934f70931179a9,incineroar,porygon2,ursaluna,amoonguss,hydreigon,gholdengo
149,60,https://pokepast.es/bad703ac62c123e0,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
150,60,https://pokepast.es/e57dd5719e5d5312,incineroar,rillaboom,volcarona,basculegion-male,dragonite,sneasler
151,60,https://pokepast.es/cdf4f66fd751eda1,incineroar,charizard,torkoal,jumpluff,porygon2,ursaluna
152,60,https://pokepast.es/db9fa0fa643fffc9,dragonite,annihilape,magmar,ninetales-alola,ursaluna-bloodmoon,gholdengo
153,60,https://pokepast.es/3bbbd6013eb08977,rillaboom,volcarona,dragonite,electabuzz,sneasler,kingambit
154,60,https://pokepast.es/34a1635a5b936c55,incineroar,rillaboom,volcarona,palafin,weezing,dragapult
155,60,https://pokepast.es/6677bdc50ef6b8ee,chandelure,whimsicott,dragonite,electabuzz,ursaluna-bloodmoon,kingambit
156,60,https://pokepast.es/902e54842da82867,incineroar,tauros-paldea-aqua-breed,whimsicott,pelipper,archaludon,sinistcha
157,60,https://pokepast.es/97724a6bc893d437,incineroar,tyranitar,excadrill,kilowattrel,amoonguss,kommo-o
158,60,https://pokepast.es/e96e137c015be122,incineroar,charizard,torkoal,jumpluff,porygon2,ursaluna
159,60,https://pokepast.es/ba22c2424419c952,rillaboom,pelipper,basculegion-male,archaludon,illumise,farigiraf
160,60,https://pokepast.es/9c61791391fd4224,typhlosion-hisui,garchomp,corviknight,kilowattrel,weezing-galar,toedscruel
161,60,https://pokepast.es/8a47294001e6aa85,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
162,60,https://pokepast.es/1263b3ef4fc0fe27,garchomp,corviknight,tyranitar,kilowattrel,amoonguss,gholdengo
163,60,https://pokepast.es/dad1279b9663d41f,rillaboom,volcarona,azumarill,dragonite,sneasler,kingambit
164,60,https://pokepast.es/65ae4df4a156652b,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
165,60,https://pokepast.es/fda95d1f76cbb8e2,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
166,60,https://pokepast.es/044f79d2fd1230de,torkoal,annihilape,gallade,hatterene,indeedee-female,kingambit
167,60,https://pokepast.es/026749eece354253,dragonite,pelipper,archaludon,ursaluna,sinistcha,gholdengo
168,60,https://pokepast.es/c85ebd6e62718e9b,rillaboom,talonflame,tyranitar,dragonite,annihilape,gholdengo
169,60,https://pokepast.es/a8486cade2b57d94,whimsicott,dragonite,archaludon,ursaluna-bloodmoon,dusclops,kingambit
170,60,https://pokepast.es/54912660e1ea8a83,pelipper,dondozo,tatsugiri-curly,archaludon,indeedee-male,sneasler
171,60,https://pokepast.es/722a634e2167422c,rillaboom,magmar,ninetales-alola,sneasler,dragapult,kingambit
172,60,https://pokepast.es/da0a3668c7b1a123,incineroar,charizard,torkoal,jumpluff,porygon2,ursaluna
173,60,https://pokepast.es/5c466f6f772d84ee,rillaboom,talonflame,primarina,maushold-family-of-four,kommo-o,gholdengo
174,60,https://pokepast.es/48a09745b22d1f5b,incineroar,porygon2,yanmega,archaludon,ursaluna,sneasler
175,60,https://pokepast.es/8b747acb36b85135,rillaboom,volcarona,dragonite,electabuzz,sneasler,kingambit
176,60,https://pokepast.es/8f734c2a3fadd59b,rillaboom,pelipper,dondozo,archaludon,sneasler,gholdengo
177,60,https://pokepast.es/f87b89baf4212832,annihilape,maushold-family-of-four,klefki,sinistcha,ninetales-alola,ursaluna-bloodmoon
178,60,https://pokepast.es/74d1083529ee99a1,rotom [wash rotom],yanmega,electabuzz,flapple,sableye,ursaluna-bloodmoon
179,60,https://pokepast.es/a922772e76aa525a,arcanine,dragonite,primarina,annihilape,ninetales-alola,gholdengo
180,60,https://pokepast.es/31d5a8827d9de492,dragonite,annihilape,magmar,ninetales-alola,ursaluna-bloodmoon,gholdengo
181,60,https://pokepast.es/84215872dd2ed823,incineroar,porygon2,pelipper,archaludon,ursaluna,amoonguss
182,60,https://pokepast.es/7e43e2133be40f5f,talonflame,tyranitar,excadrill,gastrodon,baxcalibur,amoonguss
183,60,https://pokepast.es/f799eb06e3f45d3d,incineroar,rillaboom,basculegion-male,flamigo,ursaluna-bloodmoon,farigiraf
184,60,https://pokepast.es/92729ec5af0bde0d,torkoal,exeggutor,ursaluna,gallade,hatterene,indeedee-female
185,60,https://pokepast.es/ba23af00082ac1e9,incineroar,garchomp,dragonite,weezing,ursaluna-bloodmoon,gholdengo
186,60,https://pokepast.es/df79e556cbffb1b1,incineroar,rillaboom,volcarona,dragonite,electabuzz,sneasler
187,60,https://pokepast.es/f2434b88c9882f61,incineroar,rillaboom,pelipper,basculegion-male,archaludon,gholdengo
188,60,https://pokepast.es/f359550496d67e12,talonflame,archaludon,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
189,60,https://pokepast.es/f9b187efcafb658e,incineroar,rillaboom,electabuzz,baxcalibur,sneasler,gholdengo
190,60,https://pokepast.es/336645f9df951e57,incineroar,pelipper,archaludon,gliscor,sinistcha,grimmsnarl
191,60,https://pokepast.es/6df158af540ac6b3,torkoal,annihilape,zoroark-hisui,armarouge,hatterene,indeedee-female
192,60,https://pokepast.es/241941a1c488498f,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
193,60,https://pokepast.es/3f7e8eabdfb0587d,dragonite,annihilape,magmar,ninetales-alola,ursaluna-bloodmoon,gholdengo
194,60,https://pokepast.es/204eadaa396fc59a,rillaboom,volcarona,dondozo,baxcalibur,sneasler,kingambit
195,60,https://pokepast.es/51097ab643b40718,incineroar,rillaboom,dragonite,annihilape,electabuzz,gholdengo
196,60,https://pokepast.es/e209dce87982e5d3,rillaboom,volcarona,basculegion-male,glimmora,electabuzz,kingambit
197,60,https://pokepast.es/beb7b24a831fc7f0,incineroar,garchomp,porygon2,primarina,vivillon,gholdengo
198,60,https://pokepast.es/28a9a695d1942b87,chandelure,whimsicott,dragonite,electabuzz,ursaluna-bloodmoon,kingambit
199,60,https://pokepast.es/ff4ba3f6f89fa485,dragonite,annihilape,magmar,ninetales-alola,ursaluna-bloodmoon,gholdengo
200,60,https://pokepast.es/2435e2ca1a3c7861,incineroar,gothitelle,dondozo,tatsugiri-curly,gengar,flamigo
201,60,https://pokepast.es/02c356e5ad06fcfa,incineroar,archaludon,drifblim,indeedee-male,ursaluna-bloodmoon,gholdengo
202,60,https://pokepast.es/eff989b4fc011b56,rillaboom,corviknight,tyranitar,excadrill,annihilape,kommo-o
203,60,https://pokepast.es/3df2bd397947d0fa,pelipper,basculegion-male,archaludon,greninja,amoonguss,gholdengo
204,60,https://pokepast.es/5b7111b0a8fe039f,garchomp,corviknight,tyranitar,kilowattrel,gholdengo,dragapult
205,60,https://pokepast.es/a0c2f4be7f4947d7,garchomp,volcarona,corviknight,dragonite,ninetales-alola,sneasler
206,60,https://pokepast.es/3c5096bf5d83f327,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
207,60,https://pokepast.es/533a1f9be9798ff9,incineroar,dragonite,amoonguss,sneasler,ursaluna-bloodmoon,gholdengo
208,60,https://pokepast.es/cb86f700c7df38ce,talonflame,garchomp,tyranitar,primarina,amoonguss,gholdengo
209,60,https://pokepast.es/569a10e3ced6d7cc,incineroar,charizard,torkoal,jumpluff,porygon2,ursaluna
210,60,https://pokepast.es/888a9f5cf88370b8,basculegion-male,pelipper,archaludon,delphox,indeedee-female,sneasler
211,60,https://pokepast.es/46a1b40f2bc85532,dragonite,pelipper,archaludon,ursaluna,sinistcha,gholdengo
212,60,https://pokepast.es/fb1074774c608dbd,corviknight,salamence,tyranitar,excadrill,electabuzz,ursaluna-bloodmoon
213,60,https://pokepast.es/4ee459cd7198409a,rillaboom,basculegion-male,pelipper,archaludon,electabuzz,kingambit
214,60,https://pokepast.es/224b6ffb2d4f125d,tyranitar,excadrill,whimsicott,annihilape,espeon,indeedee-female
215,60,https://pokepast.es/b892094bf3f14bc0,talonflame,chandelure,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
216,60,https://pokepast.es/a861889ea862d677,rillaboom,volcarona,electabuzz,baxcalibur,sneasler,kingambit
217,60,https://pokepast.es/8dae5ac57c3e5257,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
218,60,https://pokepast.es/c850b4ab7737aa09,incineroar,charizard,torkoal,jumpluff,ursaluna,bronzong
219,60,https://pokepast.es/7388c29610f792f5,rillaboom,volcarona,tyranitar,excadrill,gastrodon,clefable
220,60,https://pokepast.es/10b35e5abe028ac6,pelipper,basculegion-male,archaludon,amoonguss,sneasler,kingambit
221,60,https://pokepast.es/7384b177af2c9d42,incineroar,whimsicott,dragonite,delphox,indeedee-female,sneasler
222,60,https://pokepast.es/8a8a15fc7d7aecbd,dragonite,pelipper,archaludon,ursaluna,sinistcha,gholdengo
223,60,https://pokepast.es/d92504a0c3f3aed0,incineroar,rillaboom,pelipper,basculegion-male,annihilape,archaludon
224,60,https://pokepast.es/13dd41d7d2b1386f,incineroar,torkoal,primarina,annihilape,sinistcha,grimmsnarl
225,60,https://pokepast.es/ba4ad444b0867086,incineroar,dragonite,dondozo,ninetales-alola,sneasler,kingambit
226,60,https://pokepast.es/2fb23db91ea071b0,rillaboom,salamence,primarina,electabuzz,sneasler,kingambit
227,60,https://pokepast.es/22b3c11f4a191153,torkoal,exeggutor,ursaluna,gallade,hatterene,indeedee-female
228,60,https://pokepast.es/810e2d06babd052d,talonflame,annihilape,electabuzz,ninetales-alola,ursaluna-bloodmoon,gholdengo
229,60,https://pokepast.es/737ea1abce811d50,incineroar,dragonite,pelipper,archaludon,ursaluna,sinistcha
230,60,https://pokepast.es/8b67f5cd94e86098,rillaboom,murkrow,pelipper,basculegion-male,archaludon,gholdengo
