 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 56   | Tauros-Paldea-Aqua |  1.38734% | 9899   |  1.784% | 4492   |  1.751% | 
 | 57   | Mimikyu            |  1.36314% | 4668   |  0.841% | 1981   |  0.772% | 
 | 58   | Arcanine-Hisui     |  1.31570% | 11958  |  2.156% | 5381   |  2.097% | 
 | 59   | Dusclops           |  1.24311% | 2978   |  0.537% | 1070   |  0.417% | 
 | 60   | Armarouge          |  1.00285% | 15743  |  2.838% | 7800   |  3.040% | 
 | 61   | Excadrill          |  0.98752% | 12891  |  2.324% | 6515   |  2.539% | 
 | 62   | Milotic            |  0.98413% | 7084   |  1.277% | 2555   |  0.996% | 
 | 63   | Pawmot             |  0.96709% | 6885   |  1.241% | 3102   |  1.209% | 
 | 64   | Weezing-Galar      |  0.95204% | 11606  |  2.092% | 5260   |  2.050% | 
 | 65   | Ceruledge          |  0.86351% | 9138   |  1.647% | 4164   |  1.623% | 
 | 66   | Jumpluff           |  0.79329% | 3761   |  0.678% | 1294   |  0.504% | 
 | 67   | Klefki             |  0.70760% | 5011   |  0.903% | 1883   |  0.734% | 
 | 68   | Politoed           |  0.58349% | 5787   |  1.043% | 3140   |  1.224% | 
 | 69   | Hawlucha           |  0.49644% | 811    |  0.146% | 354    |  0.138% | 
 | 70   | Zoroark-Hisui      |  0.49411% | 11751  |  2.118% | 2749   |  1.072% | 
 | 71   | Espathra           |  0.44936% | 2340   |  0.422% | 897    |  0.350% | 
 | 72   | Metagross          |  0.43822% | 5303   |  0.956% | 2404   |  0.937% | 
 | 73   | Exeggutor          |  0.40813% | 4844   |  0.873% | 2007   |  0.782% | 
 | 74   | Ribombee           |  0.40324% | 2701   |  0.487% | 955    |  0.372% | 
 | 75   | Drifblim           |  0.39694% | 4861   |  0.876% | 1991   |  0.776% | 
 | 76   | Toedscruel         |  0.35829% | 6546   |  1.180% | 2534   |  0.988% | 
 | 77   | Arcanine           |  0.33793% | 2694   |  0.486% | 1140   |  0.444% | 
 | 78   | Orthworm           |  0.32746% | 2049   |  0.369% | 1021   |  0.398% | 
 | 79   | Charizard          |  0.32293% | 6138   |  1.106% | 2739   |  1.068% | 
 | 80   | Chandelure         |  0.29864% | 4392   |  0.792% | 2109   |  0.822% | 
 | 81   | Decidueye-Hisui    |  0.23621% | 8859   |  1.597% | 3711   |  1.446% | 
 | 82   | Garganacl          |  0.23267% | 4745   |  0.855% | 2221   |  0.866% | 
 | 83   | Tauros-Paldea-Blaze |  0.21955% | 3750   |  0.676% | 1640   |  0.639% | 
 | 84   | Toxtricity         |  0.21718% | 4017   |  0.724% | 2132   |  0.831% | 
 | 85   | Gothitelle         |  0.21068% | 6576   |  1.185% | 2750   |  1.072% | 
 | 86   | Blaziken           |  0.19016% | 6725   |  1.212% | 2916   |  1.137% | 
 | 87   | Weezing            |  0.18941% | 3918   |  0.706% | 1525   |  0.594% | 
 | 88   | Bruxish            |  0.18695% | 890    |  0.160% | 345    |  0.134% | 
 | 89   | Weavile            |  0.17300% | 4010   |  0.723% | 1799   |  0.701% | 
 | 90   | Gyarados           |  0.17064% | 6148   |  1.108% | 2473   |  0.964% | 
 | 91   | Gardevoir          |  0.15965% | 4876   |  0.879% | 2114   |  0.824% | 
 | 92   | Bronzong           |  0.15543% | 3833   |  0.691% | 1398   |  0.545% | 
 | 93   | Gliscor            |  0.13894% | 3504   |  0.632% | 1510   |  0.589% | 
 | 94   | Abomasnow          |  0.13378% | 1305   |  0.235% | 542    |  0.211% | 
 | 95   | Basculegion-F      |  0.12891% | 1025   |  0.185% | 547    |  0.213% | 
 | 96   | Skeledirge         |  0.12701% | 3893   |  0.702% | 1869   |  0.729% | 
 | 97   | Mamoswine          |  0.11470% | 3485   |  0.628% | 1617   |  0.630% | 
 | 98   | Tsareena           |  0.11376% | 3459   |  0.624% | 1327   |  0.517% | 
 | 99   | Blastoise          |  0.11092% | 1786   |  0.322% | 787    |  0.307% | 
 | 100  | Gengar             |  0.10476% | 5168   |  0.932% | 2157   |  0.841% | 
 | 101  | Smeargle           |  0.10461% | 4119   |  0.743% | 1734   |  0.676% | 
 | 102  | Araquanid          |  0.10041% | 2458   |  0.443% | 1057   |  0.412% | 
 | 103  | Cryogonal          |  0.09773% | 532    |  0.096% | 170    |  0.066% | 
 | 104  | Oranguru           |  0.09705% | 2358   |  0.425% | 981    |  0.382% | 
 | 105  | Malamar            |  0.09418% | 1469   |  0.265% | 697    |  0.272% | 
 | 106  | Clefairy           |  0.08867% | 4257   |  0.767% | 1736   |  0.677% | 
 | 107  | Bellibolt          |  0.08567% | 1059   |  0.191% | 511    |  0.199% | 
 | 108  | Hariyama           |  0.08262% | 1376   |  0.248% | 598    |  0.233% | 
 | 109  | Breloom            |  0.07936% | 2920   |  0.526% | 1272   |  0.496% | 
 | 110  | Sableye            |  0.07788% | 3535   |  0.637% | 1407   |  0.548% | 
 | 111  | Lycanroc           |  0.07678% | 1262   |  0.227% | 536    |  0.209% | 
 | 112  | Oricorio-Sensu     |  0.07398% | 711    |  0.128% | 358    |  0.140% | 
 | 113  | Slaking            |  0.06791% | 2659   |  0.479% | 1389   |  0.541% | 
 | 114  | Quaquaval          |  0.06503% | 2661   |  0.480% | 1289   |  0.502% | 
 | 115  | Rotom-Heat         |  0.06278% | 2254   |  0.406% | 1111   |  0.433% | 
 | 116  | Mienshao           |  0.06095% | 1859   |  0.335% | 769    |  0.300% | 
 | 117  | Glaceon            |  0.06067% | 2678   |  0.483% | 1328   |  0.518% | 
 | 118  | Greninja           |  0.05909% | 1934   |  0.349% | 791    |  0.308% | 
 | 119  | Mandibuzz          |  0.05885% | 1074   |  0.194% | 431    |  0.168% | 
 | 120  | Braviary           |  0.05849% | 1167   |  0.210% | 492    |  0.192% | 
 | 121  | Venusaur           |  0.05754% | 2795   |  0.504% | 1260   |  0.491% | 
 | 122  | Krookodile         |  0.05277% | 1333   |  0.240% | 582    |  0.227% | 
 | 123  | Kleavor            |  0.04895% | 1465   |  0.264% | 616    |  0.240% | 
 | 124  | Poliwrath          |  0.04765% | 1003   |  0.181% | 412    |  0.161% | 
 | 125  | Kingdra            |  0.04713% | 1741   |  0.314% | 815    |  0.318% | 
 | 126  | Slowbro            |  0.04606% | 713    |  0.129% | 331    |  0.129% | 
 | 127  | Goodra-Hisui       |  0.04373% | 3237   |  0.584% | 1447   |  0.564% | 
 | 128  | Vikavolt           |  0.04332% | 1346   |  0.243% | 613    |  0.239% | 
 | 129  | Overqwil           |  0.04263% | 1910   |  0.344% | 789    |  0.308% | 
 | 130  | Ninetales          |  0.04056% | 2230   |  0.402% | 1008   |  0.393% | 
 | 131  | Serperior          |  0.03770% | 2371   |  0.427% | 919    |  0.358% | 
 | 132  | Azumarill          |  0.03753% | 2698   |  0.486% | 1215   |  0.474% | 
 | 133  | Rotom-Wash         |  0.03729% | 3779   |  0.681% | 1563   |  0.609% | 
 | 134  | Porygon-Z          |  0.03158% | 1348   |  0.243% | 629    |  0.245% | 
 | 135  | Electrode-Hisui    |  0.03149% | 1264   |  0.228% | 435    |  0.170% | 
 | 136  | Lapras             |  0.03067% | 1622   |  0.292% | 917    |  0.357% | 
 | 137  | Bastiodon          |  0.03053% | 579    |  0.104% | 236    |  0.092% | 
 | 138  | Braviary-Hisui     |  0.02955% | 1840   |  0.332% | 897    |  0.350% | 
 | 139  | Golurk             |  0.02932% | 1080   |  0.195% | 523    |  0.204% | 
 | 140  | Empoleon           |  0.02852% | 2698   |  0.486% | 1131   |  0.441% | 
 | 141  | Yanma              |  0.02689% | 1102   |  0.199% | 348    |  0.136% | 
 | 142  | Scrafty            |  0.02610% | 973    |  0.175% | 451    |  0.176% | 
 | 143  | Hydrapple          |  0.02546% | 2220   |  0.400% | 1034   |  0.403% | 
 | 144  | Dudunsparce        |  0.02312% | 759    |  0.137% | 244    |  0.095% | 
 | 145  | Houndstone         |  0.02118% | 1194   |  0.215% | 562    |  0.219% | 
 | 146  | Inteleon           |  0.02098% | 1723   |  0.311% | 810    |  0.316% | 
 | 147  | Conkeldurr         |  0.02012% | 1855   |  0.334% | 897    |  0.350% | 
 | 148  | Perrserker         |  0.02008% | 815    |  0.147% | 334    |  0.130% | 
 | 149  | Tinkaton           |  0.02000% | 1710   |  0.308% | 724    |  0.282% | 
 | 150  | Cyclizar           |  0.01804% | 499    |  0.090% | 208    |  0.081% | 
 | 151  | Comfey             |  0.01756% | 1934   |  0.349% | 903    |  0.352% | 
 | 152  | Muk-Alola          |  0.01743% | 1096   |  0.198% | 519    |  0.202% | 
 | 153  | Shiftry            |  0.01679% | 1022   |  0.184% | 517    |  0.202% | 
 | 154  | Rabsca             |  0.01662% | 537    |  0.097% | 251    |  0.098% | 
 | 155  | Espeon             |  0.01541% | 1735   |  0.313% | 847    |  0.330% | 
 | 156  | Dachsbun           |  0.01525% | 702    |  0.127% | 297    |  0.116% | 
 | 157  | Cinderace          |  0.01470% | 1046   |  0.189% | 498    |  0.194% | 
 | 158  | Frosmoth           |  0.01450% | 1364   |  0.246% | 583    |  0.227% | 
 | 159  | Illumise           |  0.01428% | 1219   |  0.220% | 483    |  0.188% | 
 | 160  | Rotom-Frost        |  0.01417% | 860    |  0.155% | 476    |  0.186% | 
 | 161  | Alcremie           |  0.01391% | 898    |  0.162% | 393    |  0.153% | 
 | 162  | Raichu             |  0.01323% | 2173   |  0.392% | 858    |  0.334% | 
 | 163  | Volbeat            |  0.01268% | 1074   |  0.194% | 451    |  0.176% | 
 | 164  | Brambleghast       |  0.01256% | 1254   |  0.226% | 536    |  0.209% | 
 | 165  | Chansey            |  0.01161% | 166    |  0.030% | 58     |  0.023% | 
 | 166  | Swampert           |  0.01124% | 965    |  0.174% | 390    |  0.152% | 
 | 167  | Magmortar          |  0.01090% | 505    |  0.091% | 204    |  0.080% | 
 | 168  | Salazzle           |  0.01084% | 1158   |  0.209% | 502    |  0.196% | 
 | 169  | Infernape          |  0.01067% | 685    |  0.123% | 314    |  0.122% | 
 | 170  | Toxicroak          |  0.01049% | 1374   |  0.248% | 620    |  0.242% | 
 | 171  | Electivire         |  0.01015% | 652    |  0.118% | 283    |  0.110% | 
 | 172  | Exeggutor-Alola    |  0.00999% | 551    |  0.099% | 225    |  0.088% | 
 | 173  | Scizor             |  0.00897% | 2347   |  0.423% | 1064   |  0.415% | 
 | 174  | Slowking           |  0.00849% | 837    |  0.151% | 388    |  0.151% | 
 | 175  | Chesnaught         |  0.00843% | 733    |  0.132% | 276    |  0.108% | 
 | 176  | Meowstic           |  0.00829% | 658    |  0.119% | 213    |  0.083% | 
 | 177  | Dusknoir           |  0.00821% | 186    |  0.034% | 59     |  0.023% | 
 | 178  | Wyrdeer            |  0.00786% | 229    |  0.041% | 83     |  0.032% | 
 | 179  | Jolteon            |  0.00783% | 1013   |  0.183% | 402    |  0.157% | 
 | 180  | Snorlax            |  0.00739% | 1593   |  0.287% | 637    |  0.248% | 
 | 181  | Dodrio             |  0.00690% | 83     |  0.015% | 28     |  0.011% | 
 | 182  | Staraptor          |  0.00687% | 721    |  0.130% | 296    |  0.115% | 
 | 183  | Rampardos          |  0.00687% | 686    |  0.124% | 313    |  0.122% | 
 | 184  | Umbreon            |  0.00681% | 1044   |  0.188% | 326    |  0.127% | 
 | 185  | Scyther            |  0.00665% | 1204   |  0.217% | 508    |  0.198% | 
 | 186  | Stonjourner        |  0.00663% | 696    |  0.125% | 353    |  0.138% | 
 | 187  | Typhlosion         |  0.00625% | 504    |  0.091% | 288    |  0.112% | 
 | 188  | Gogoat             |  0.00612% | 116    |  0.021% | 31     |  0.012% | 
 | 189  | Passimian          |  0.00584% | 239    |  0.043% | 131    |  0.051% | 
 | 190  | Sawsbuck           |  0.00573% | 241    |  0.043% | 112    |  0.044% | 
 | 191  | Lycanroc-Dusk      |  0.00558% | 188    |  0.034% | 82     |  0.032% | 
 | 192  | Feraligatr         |  0.00551% | 667    |  0.120% | 314    |  0.122% | 
 | 193  | Altaria            |  0.00517% | 1147   |  0.207% | 414    |  0.161% | 
 | 194  | Sandslash-Alola    |  0.00499% | 199    |  0.036% | 86     |  0.034% | 
 | 195  | Magnezone          |  0.00488% | 588    |  0.106% | 245    |  0.095% | 
 | 196  | Houndoom           |  0.00484% | 330    |  0.059% | 165    |  0.064% | 
 | 197  | Crawdaunt          |  0.00479% | 321    |  0.058% | 129    |  0.050% | 
 | 198  | Slowbro-Galar      |  0.00467% | 435    |  0.078% | 162    |  0.063% | 
 | 199  | Noivern            |  0.00447% | 1039   |  0.187% | 413    |  0.161% | 
 | 200  | Hippowdon          |  0.00446% | 511    |  0.092% | 210    |  0.082% | 
 | 201  | Hitmontop          |  0.00430% | 1057   |  0.191% | 457    |  0.178% | 
 | 202  | Jigglypuff         |  0.00421% | 33     |  0.006% | 12     |  0.005% | 
 | 203  | Scovillain         |  0.00412% | 375    |  0.068% | 159    |  0.062% | 
 | 204  | Cloyster           |  0.00409% | 346    |  0.062% | 145    |  0.057% | 
 | 205  | Crabominable       |  0.00403% | 207    |  0.037% | 88     |  0.034% | 
 | 206  | Cetitan            |  0.00401% | 1312   |  0.237% | 623    |  0.243% | 
 | 207  | Ludicolo           |  0.00397% | 1169   |  0.211% | 541    |  0.211% | 
 | 208  | Barraskewda        |  0.00382% | 810    |  0.146% | 406    |  0.158% | 
 | 209  | Clodsire           |  0.00356% | 849    |  0.153% | 279    |  0.109% | 
 | 210  | Clawitzer          |  0.00354% | 443    |  0.080% | 240    |  0.094% | 
 | 211  | Avalugg            |  0.00325% | 376    |  0.068% | 167    |  0.065% | 
 | 212  | Misdreavus         |  0.00317% | 311    |  0.056% | 108    |  0.042% | 
 | 213  | Rhyperior          |  0.00309% | 687    |  0.124% | 338    |  0.132% | 
 | 214  | Froslass           |  0.00306% | 696    |  0.125% | 264    |  0.103% | 
 | 215  | Toxapex            |  0.00305% | 981    |  0.177% | 443    |  0.173% | 
 | 216  | Goodra             |  0.00303% | 360    |  0.065% | 162    |  0.063% | 
 | 217  | Tentacruel         |  0.00301% | 283    |  0.051% | 113    |  0.044% | 
 | 218  | Revavroom          |  0.00299% | 215    |  0.039% | 86     |  0.034% | 
 | 219  | Rotom-Mow          |  0.00282% | 463    |  0.083% | 186    |  0.072% | 
 | 220  | Beartic            |  0.00279% | 296    |  0.053% | 142    |  0.055% | 
 | 221  | Slowking-Galar     |  0.00276% | 584    |  0.105% | 251    |  0.098% | 
 | 222  | Piloswine          |  0.00272% | 21     |  0.004% | 6      |  0.002% | 
 | 223  | Skarmory           |  0.00262% | 113    |  0.020% | 52     |  0.020% | 
 | 224  | Reuniclus          |  0.00257% | 716    |  0.129% | 328    |  0.128% | 
 | 225  | Haunter            |  0.00256% | 177    |  0.032% | 55     |  0.021% | 
 | 226  | Dugtrio            |  0.00249% | 169    |  0.030% | 85     |  0.033% | 
 | 227  | Numel              |  0.00248% | 20     |  0.004% | 6      |  0.002% | 
 | 228  | Greedent           |  0.00241% | 57     |  0.010% | 16     |  0.006% | 
 | 229  | Arboliva           |  0.00221% | 1184   |  0.213% | 550    |  0.214% | 
 | 230  | Primeape           |  0.00221% | 151    |  0.027% | 65     |  0.025% | 
 | 231  | Toedscool          |  0.00206% | 9      |  0.002% | 2      |  0.001% | 
 | 232  | Popplio            |  0.00190% | 6      |  0.001% | 0      |  0.000% | 
 | 233  | Veluza             |  0.00190% | 128    |  0.023% | 37     |  0.014% | 
 | 234  | Coalossal          |  0.00181% | 756    |  0.136% | 299    |  0.117% | 
 | 235  | Venomoth           |  0.00176% | 138    |  0.025% | 42     |  0.016% | 
 | 236  | Flygon             |  0.00175% | 292    |  0.053% | 138    |  0.054% | 
 | 237  | Lilligant          |  0.00175% | 323    |  0.058% | 124    |  0.048% | 
 | 238  | Riolu              |  0.00163% | 601    |  0.108% | 269    |  0.105% | 
 | 239  | Lucario            |  0.00159% | 971    |  0.175% | 386    |  0.150% | 
 | 240  | Avalugg-Hisui      |  0.00159% | 306    |  0.055% | 159    |  0.062% | 
 | 241  | Lumineon           |  0.00151% | 93     |  0.017% | 31     |  0.012% | 
 | 242  | Emboar             |  0.00149% | 283    |  0.051% | 141    |  0.055% | 
 | 243  | Cinccino           |  0.00147% | 333    |  0.060% | 138    |  0.054% | 
 | 244  | Haxorus            |  0.00144% | 402    |  0.072% | 199    |  0.078% | 
 | 245  | Dragalge           |  0.00144% | 259    |  0.047% | 112    |  0.044% | 
 | 246  | Lurantis           |  0.00141% | 465    |  0.084% | 222    |  0.087% | 
 | 247  | Luxray             |  0.00140% | 368    |  0.066% | 174    |  0.068% | 
 | 248  | Ambipom            |  0.00138% | 623    |  0.112% | 244    |  0.095% | 
 | 249  | Porygon            |  0.00129% | 11     |  0.002% | 0      |  0.000% | 
 | 250  | Florges            |  0.00128% | 489    |  0.088% | 202    |  0.079% | 
 | 251  | Persian-Alola      |  0.00126% | 330    |  0.059% | 151    |  0.059% | 
 | 252  | Spewpa             |  0.00115% | 2      |  0.000% | 1      |  0.000% | 
 | 253  | Drednaw            |  0.00114% | 179    |  0.032% | 71     |  0.028% | 
 | 254  | Mabosstiff         |  0.00112% | 66     |  0.012% | 31     |  0.012% | 
 | 255  | Golduck            |  0.00112% | 471    |  0.085% | 178    |  0.069% | 
 | 256  | Sneasel-Hisui      |  0.00112% | 99     |  0.018% | 54     |  0.021% | 
 | 257  | Pachirisu          |  0.00105% | 489    |  0.088% | 159    |  0.062% | 
 | 258  | Spiritomb          |  0.00102% | 326    |  0.059% | 96     |  0.037% | 
 | 259  | Alomomola          |  0.00097% | 117    |  0.021% | 50     |  0.019% | 
 | 260  | Pincurchin         |  0.00092% | 712    |  0.128% | 279    |  0.109% | 
 | 261  | Trevenant          |  0.00092% | 269    |  0.048% | 106    |  0.041% | 
 | 262  | Oricorio-Pom-Pom   |  0.00089% | 563    |  0.101% | 295    |  0.115% | 
 | 263  | Mightyena          |  0.00074% | 27     |  0.005% | 9      |  0.004% | 
 | 264  | Grumpig            |  0.00071% | 188    |  0.034% | 50     |  0.019% | 
 | 265  | Vaporeon           |  0.00065% | 377    |  0.068% | 156    |  0.061% | 
 | 266  | Mismagius          |  0.00064% | 289    |  0.052% | 107    |  0.042% | 
 | 267  | Stantler           |  0.00064% | 88     |  0.016% | 25     |  0.010% | 
 | 268  | Leafeon            |  0.00064% | 308    |  0.056% | 106    |  0.041% | 
 | 269  | Torracat           |  0.00059% | 60     |  0.011% | 28     |  0.011% | 
 | 270  | Palossand          |  0.00054% | 201    |  0.036% | 87     |  0.034% | 
 | 271  | Venonat            |  0.00054% | 107    |  0.019% | 30     |  0.012% | 
 | 272  | Appletun           |  0.00053% | 289    |  0.052% | 134    |  0.052% | 
 | 273  | Copperajah         |  0.00050% | 198    |  0.036% | 86     |  0.034% | 
 | 274  | Flapple            |  0.00050% | 130    |  0.023% | 66     |  0.026% | 
 | 275  | Heracross          |  0.00049% | 555    |  0.100% | 232    |  0.090% | 
 | 276  | Pikachu            |  0.00049% | 450    |  0.081% | 116    |  0.045% | 
 | 277  | Medicham           |  0.00049% | 274    |  0.049% | 122    |  0.048% | 
 | 278  | Bisharp            |  0.00049% | 415    |  0.075% | 174    |  0.068% | 
 | 279  | Galvantula         |  0.00048% | 327    |  0.059% | 131    |  0.051% | 
 | 280  | Bombirdier         |  0.00046% | 293    |  0.053% | 130    |  0.051% | 
 | 281  | Torterra           |  0.00042% | 578    |  0.104% | 287    |  0.112% | 
 | 282  | Grafaiai           |  0.00041% | 556    |  0.100% | 244    |  0.095% | 
 | 283  | Dipplin            |  0.00040% | 169    |  0.030% | 63     |  0.025% | 
 | 284  | Ditto              |  0.00038% | 301    |  0.054% | 139    |  0.054% | 
 | 285  | Trapinch           |  0.00036% | 102    |  0.018% | 39     |  0.015% | 
 | 286  | Seviper            |  0.00034% | 24     |  0.004% | 10     |  0.004% | 
 | 287  | Golem              |  0.00032% | 33     |  0.006% | 12     |  0.005% | 
 | 288  | Carbink            |  0.00031% | 270    |  0.049% | 70     |  0.027% | 
 | 289  | Floatzel           |  0.00031% | 124    |  0.022% | 71     |  0.028% | 
 | 290  | Mudsdale           |  0.00029% | 434    |  0.078% | 228    |  0.089% | 
 | 291  | Golem-Alola        |  0.00027% | 602    |  0.109% | 266    |  0.104% | 
 | 292  | Dewgong            |  0.00025% | 130    |  0.023% | 57     |  0.022% | 
 | 293  | Litwick            |  0.00025% | 8      |  0.001% | 1      |  0.000% | 
 | 294  | Meganium           |  0.00024% | 101    |  0.018% | 44     |  0.017% | 
 | 295  | Masquerain         |  0.00022% | 221    |  0.040% | 111    |  0.043% | 
 | 296  | Minior             |  0.00022% | 284    |  0.051% | 134    |  0.052% | 
 | 297  | Sceptile           |  0.00022% | 423    |  0.076% | 155    |  0.060% | 
 | 298  | Whiscash           |  0.00022% | 28     |  0.005% | 11     |  0.004% | 
 | 299  | Rhydon             |  0.00021% | 188    |  0.034% | 74     |  0.029% | 
 | 300  | Charjabug          |  0.00021% | 204    |  0.037% | 68     |  0.027% | 
 | 301  | Zoroark            |  0.00019% | 126    |  0.023% | 42     |  0.016% | 
 | 302  | Cacturne           |  0.00018% | 133    |  0.024% | 68     |  0.027% | 
 | 303  | Camerupt           |  0.00017% | 213    |  0.038% | 129    |  0.050% | 
 | 304  | Arbok              |  0.00017% | 58     |  0.010% | 22     |  0.009% | 
 | 305  | Flareon            |  0.00016% | 135    |  0.024% | 69     |  0.027% | 
 | 306  | Banette            |  0.00016% | 51     |  0.009% | 18     |  0.007% | 
 | 307  | Toucannon          |  0.00016% | 62     |  0.011% | 27     |  0.011% | 
 | 308  | Magneton           |  0.00013% | 106    |  0.019% | 26     |  0.010% | 
 | 309  | Qwilfish           |  0.00012% | 39     |  0.007% | 16     |  0.006% | 
 | 310  | Honchkrow          |  0.00012% | 348    |  0.063% | 136    |  0.053% | 
 | 311  | Falinks            |  0.00012% | 153    |  0.028% | 45     |  0.018% | 
 | 312  | Sandshrew          |  0.00011% | 31     |  0.006% | 5      |  0.002% | 
 | 313  | Gligar             |  0.00011% | 60     |  0.011% | 27     |  0.011% | 
 | 314  | Electrode          |  0.00009% | 207    |  0.037% | 76     |  0.030% | 
 | 315  | Lokix              |  0.00009% | 461    |  0.083% | 209    |  0.081% | 
 | 316  | Wartortle          |  0.00008% | 24     |  0.004% | 10     |  0.004% | 
 | 317  | Koffing            |  0.00008% | 54     |  0.010% | 22     |  0.009% | 
 | 318  | Quagsire           |  0.00008% | 140    |  0.025% | 46     |  0.018% | 
 | 319  | Ampharos           |  0.00007% | 226    |  0.041% | 83     |  0.032% | 
 | 320  | Eiscue             |  0.00006% | 146    |  0.026% | 58     |  0.023% | 
 | 321  | Skuntank           |  0.00006% | 74     |  0.013% | 26     |  0.010% | 
