Rank,CP,Pokepaste,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6
30,160,https://pokepast.es/0e7affb7a2db0ff0,dondozo,tatsugiri-curly,slaking,weezing,indeedee-male,sneasler
31,160,https://pokepast.es/9b4840dfa4206610,incineroar,rillaboom,volcarona,basculegion-male,ninetales-alola,ursaluna-bloodmoon
32,160,https://pokepast.es/bc4848b6c2270c0d,rillaboom,arcanine-hisui,dragonite,ninetales-alola,sneasler,gholdengo
33,120,https://pokepast.es/a7b53f8b18c3f68d,pelipper,basculegion-male,annihilape,maushold-family-of-four,archaludon,amoonguss
34,120,https://pokepast.es/3e6436c17a9fb037,volcarona,dragonite,annihilape,ninetales-alola,ursaluna-bloodmoon,gholdengo
35,120,https://pokepast.es/195bd3bc4e978443,incineroar,dragonite,annihilape,ninetales-alola,ursaluna-bloodmoon,garganacl
36,120,https://pokepast.es/2a9eadf6e672a9f5,incineroar,torkoal,lilligant-hisui,hatterene,indeedee-female,farigiraf
37,120,https://pokepast.es/7c57fcb70d2a629d,annihilape,maushold-family-of-four,klefki,sinistcha,ninetales-alola,ursaluna-bloodmoon
38,120,https://pokepast.es/a66b065606f62980,incineroar,porygon2,hydreigon,amoonguss,gholdengo,?
39,120,https://pokepast.es/c209c6308b76e19a,incineroar,garchomp,tyranitar,kilowattrel,amoonguss,gholdengo
40,120,https://pokepast.es/4755384a1fe41600,rillaboom,talonflame,tyranitar,primarina,sneasler,gholdengo
41,120,https://pokepast.es/df19c714e217c136,incineroar,charizard,torkoal,jumpluff,porygon2,ursaluna
42,120,https://pokepast.es/e371804fbbd98c6a,typhlosion-hisui,torkoal,whimsicott,indeedee-female,sneasler,ursaluna-bloodmoon
43,120,https://pokepast.es/1ec5eee1afdacf5d,rillaboom,volcarona,basculegion-male,clefable,sneasler,kingambit
44,120,https://pokepast.es/1bbbec19b8bcd945,incineroar,rillaboom,volcarona,basculegion-male,dragonite,annihilape
45,120,https://pokepast.es/0fd19d31b6ab8ed7,rillaboom,dragonite,annihilape,maushold-family-of-four,ursaluna-bloodmoon,gholdengo
46,120,https://pokepast.es/983cf2ebdda206d5,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
47,120,https://pokepast.es/91f9cf333012a43c,incineroar,basculegion-male,dragonite,maushold-family-of-four,ursaluna-bloodmoon,gholdengo
48,120,https://pokepast.es/6e4f47fdb200b53d,rillaboom,dragonite,annihilape,ninetales-alola,ursaluna-bloodmoon,gholdengo
49,120,https://pokepast.es/5c9d89a9667109de,pelipper,kingdra,archaludon,weezing-galar,comfey,toedscruel
50,120,https://pokepast.es/f9b9853efff2715f,incineroar,pelipper,basculegion-male,dragonite,archaludon,amoonguss
51,120,https://pokepast.es/fbe7bf90ae553af3,rillaboom,arcanine-hisui,dragonite,ninetales-alola,sneasler,gholdengo
52,120,https://pokepast.es/165b08940d59261f,talonflame,dragonite,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
53,120,https://pokepast.es/c5940f320f2bdf34,incineroar,dragonite,amoonguss,sneasler,ursaluna-bloodmoon,gholdengo
54,120,https://pokepast.es/eaafe3f155322db7,incineroar,pelipper,basculegion-male,archaludon,ursaluna,sinistcha
55,120,https://pokepast.es/c0a5ddc2306770a3,tyranitar,excadrill,dondozo,tatsugiri-curly,indeedee-male,sneasler
56,120,https://pokepast.es/d2c13d2893e2869d,rillaboom,volcarona,dondozo,tatsugiri-curly,glimmora,sneasler
57,120,https://pokepast.es/fdd863b986cbd2cc,incineroar,rillaboom,dragonite,annihilape,ursaluna-bloodmoon,gholdengo
58,120,https://pokepast.es/58ce4480039f0a8d,rillaboom,volcarona,tyranitar,annihilape,maushold-family-of-four,gholdengo
59,120,https://pokepast.es/6726c6d60dcc46d7,annihilape,maushold-family-of-four,klefki,sinistcha,ninetales-alola,ursaluna-bloodmoon
60,120,https://pokepast.es/6b84803ca80a0a24,incineroar,rillaboom,ninetales-alola,sneasler,ursaluna-bloodmoon,gholdengo
61,120,https://pokepast.es/3932054b337b1d0d,incineroar,porygon2,ribombee,ursaluna,amoonguss,gholdengo
62,120,https://pokepast.es/622a6f0ed7577124,incineroar,pelipper,annihilape,archaludon,baxcalibur,amoonguss
63,120,https://pokepast.es/65a22b5577a5445e,pelipper,dragonite,archaludon,ursaluna,sinistcha,gholdengo
64,120,https://pokepast.es/895b7f9eea510c09,volcarona,torkoal,lilligant-hisui,ursaluna-bloodmoon,dragapult,farigiraf
65,80,https://pokepast.es/8fb9f91e4316a0b9,incineroar,garchomp,rotom [wash rotom],vivillon,sinistcha,kingambit
66,80,https://pokepast.es/05667d3800c92a91,rillaboom,arcanine-hisui,dragonite,ninetales-alola,sneasler,gholdengo
67,80,https://pokepast.es/560cab00edd98b52,ceruledge,salamence,basculegion-male,magnezone,ninetales-alola,sneasler
68,80,https://pokepast.es/3a94d50be1ca11ee,incineroar,primarina,electabuzz,baxcalibur,sneasler,kingambit
69,80,https://pokepast.es/d850e10f0b66c1d9,rillaboom,dragonite,annihilape,maushold-family-of-four,ursaluna-bloodmoon,gholdengo
70,80,https://pokepast.es/bcf4ad2a6ef1e0ba,incineroar,pelipper,dragonite,archaludon,ursaluna,sinistcha
71,80,https://pokepast.es/69a39538f852efe7,rillaboom,volcarona,dragonite,electabuzz,sneasler,kingambit
72,80,https://pokepast.es/3f3f28680af5f0da,incineroar,garchomp,pelipper,basculegion-male,archaludon,amoonguss
73,80,https://pokepast.es/bbb483927ee809d0,rillaboom,charizard,ninetales,sneasler,ursaluna-bloodmoon,farigiraf
74,80,https://pokepast.es/0c8bceecfe5ef799,rillaboom,dondozo,magmar,baxcalibur,sneasler,kingambit
75,80,https://pokepast.es/2597b7987791c326,whimsicott,dondozo,tatsugiri-curly,annihilape,amoonguss,gholdengo
76,80,https://pokepast.es/18671619bc17df94,rillaboom,dragonite,annihilape,maushold-family-of-four,ursaluna-bloodmoon,gholdengo
77,80,https://pokepast.es/fdacb06c39d4405e,pelipper,basculegion-male,archaludon,amoonguss,sneasler,gholdengo
78,80,https://pokepast.es/8b033eadc15bdc7e,incineroar,rillaboom,pelipper,archaludon,sneasler,gholdengo
79,80,https://pokepast.es/3d00d99ab40d4078,rillaboom,ceruledge,dragonite,ninetales-alola,sneasler,gholdengo
80,80,https://pokepast.es/7d8c06f043fd170d,arcanine-hisui,hydreigon,espathra,indeedee-female,sneasler,kingambit
81,80,https://pokepast.es/0740c5dfad8efe76,rillaboom,arcanine-hisui,volcarona,annihilape,zoroark-hisui,ninetales-alola
82,80,https://pokepast.es/4d17d44977ac78c9,incineroar,rillaboom,ninetales-alola,sneasler,ursaluna-bloodmoon,gholdengo
83,80,https://pokepast.es/4f29559cb1f66d25,rillaboom,volcarona,dragonite,electabuzz,sneasler,kingambit
84,80,https://pokepast.es/5b915da39805c471,rillaboom,volcarona,dragonite,electabuzz,sneasler,kingambit
85,80,https://pokepast.es/a21e5b8650ad38a5,rillaboom,dragonite,annihilape,maushold-family-of-four,ursaluna-bloodmoon,gholdengo
86,80,https://pokepast.es/d9129fa4d0583245,incineroar,tyranitar,excadrill,kilowattrel,amoonguss,kommo-o
87,80,https://pokepast.es/b2a92dc06aba5511,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
88,80,https://pokepast.es/89467f77703a4a5c,incineroar,politoed,kingdra,gothitelle,archaludon,amoonguss
89,80,https://pokepast.es/2fd01537a1309bbe,incineroar,rillaboom,volcarona,baxcalibur,sneasler,kingambit
90,80,https://pokepast.es/1015ddcf3bfbc0b2,talonflame,garchomp,tyranitar,milotic,amoonguss,gholdengo
91,80,https://pokepast.es/510056519b82e4f8,incineroar,garchomp,whimsicott,araquanid,ninetales-alola,ursaluna-bloodmoon
92,80,https://pokepast.es/29e9476f79ab2835,volcarona,dondozo,tatsugiri-curly,glimmora,indeedee-male,sneasler
93,80,https://pokepast.es/3d2e35aae291f603,incineroar,tyranitar,excadrill,basculegion-male,sinistcha,kommo-o
94,80,https://pokepast.es/080b64e7182c9683,incineroar,rillaboom,dragonite,annihilape,ursaluna-bloodmoon,gholdengo
95,80,https://pokepast.es/cc520df1d692160d,pelipper,dondozo,tatsugiri-curly,archaludon,indeedee-male,sneasler
96,80,https://pokepast.es/4a4f432c07e284b8,incineroar,rillaboom,dragonite,primarina,archaludon,sneasler
97,80,https://pokepast.es/b1fb7aed65b487b7,pelipper,basculegion-male,dragonite,archaludon,ursaluna,sinistcha
98,80,https://pokepast.es/b85122791409c76f,incineroar,porygon2,mienshao,ursaluna,amoonguss,gholdengo
99,80,https://pokepast.es/96c8527715068b65,rillaboom,dondozo,annihilape,magmar,ninetales-alola,gholdengo
100,80,https://pokepast.es/292fee9669f8196d,rillaboom,dragonite,annihilape,maushold-family-of-four,ursaluna-bloodmoon,gholdengo
101,80,https://pokepast.es/fcd6a281d4488814,talonflame,garchomp,annihilape,archaludon,weezing-galar,gholdengo
102,80,https://pokepast.es/7a64ad07ad0d388d,dragonite,annihilape,magmar,ninetales-alola,ursaluna-bloodmoon,gholdengo
103,80,https://pokepast.es/33aec4df26127b6f,incineroar,pelipper,dragonite,archaludon,ursaluna,sinistcha
104,80,https://pokepast.es/0df0b44ba7070a5d,torkoal,annihilape,gallade,hatterene,indeedee-female,kingambit
105,80,https://pokepast.es/9eb7f58db1eb75d2,rillaboom,volcarona,murkrow,dragonite,sneasler,kingambit
106,80,https://pokepast.es/5e2fc9619f86d0dd,dragonite,annihilape,maushold-family-of-four,delphox,indeedee-male,sneasler
107,80,https://pokepast.es/520b9514140160ab,rillaboom,annihilape,maushold-family-of-four,sinistcha,ursaluna-bloodmoon,grimmsnarl
108,80,https://pokepast.es/732566083124e49d,volcarona,tyranitar,annihilape,indeedee-male,sneasler,ursaluna-bloodmoon
109,80,https://pokepast.es/7c28ae4831a56f9d,torkoal,lilligant-hisui,ursaluna,gallade,armarouge,indeedee-female
110,80,https://pokepast.es/d85743745f14b782,rillaboom,dragonite,annihilape,weavile,electabuzz,gholdengo
111,80,https://pokepast.es/da18ed3b502d0c36,tyranitar,excadrill,annihilape,hydreigon,indeedee-male,sneasler
112,80,https://pokepast.es/fe3ca106402f968d,rillaboom,arcanine-hisui,murkrow,dragonite,annihilape,gholdengo
113,80,https://pokepast.es/e1e8015e44dde26c,rillaboom,dragonite,annihilape,weavile,ursaluna-bloodmoon,gholdengo
114,80,https://pokepast.es/21cea25a30f31bd1,talonflame,garchomp,tyranitar,primarina,archaludon,sinistcha
115,80,https://pokepast.es/b7fc431192c42c16,rillaboom,tyranitar,magmar,sneasler,gholdengo,dragapult
116,80,https://pokepast.es/cd3419211feb125d,incineroar,rillaboom,ninetales-alola,sneasler,ursaluna-bloodmoon,gholdengo
117,80,https://pokepast.es/9a012cedf53ba380,rillaboom,dondozo,tatsugiri-curly,annihilape,weavile,archaludon
118,80,https://pokepast.es/9c291d3f0b8db873,incineroar,dragonite,ursaluna,sinistcha,sneasler,gholdengo
119,80,https://pokepast.es/0967fbfc983f25a1,incineroar,charizard,torkoal,jumpluff,porygon2,ursaluna
120,80,https://pokepast.es/5a7a435a641b1852,rillaboom,dragonite,annihilape,maushold-family-of-four,ursaluna-bloodmoon,gholdengo
121,80,https://pokepast.es/ca84ada6cdf55e81,rillaboom,volcarona,clefable,sneasler,dragapult,kingambit
122,80,https://pokepast.es/afeffc4b7d9a27df,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
123,80,https://pokepast.es/74d68dccbec060da,rillaboom,magmar,ninetales-alola,sneasler,dragapult,kingambit
124,80,https://pokepast.es/9aadbc9c34d08e35,dragonite,annihilape,magmar,ninetales-alola,ursaluna-bloodmoon,gholdengo
125,80,https://pokepast.es/c71efa6861a395e8,pelipper,dragonite,archaludon,ursaluna,sinistcha,gholdengo
126,80,https://pokepast.es/0c8b7b98af46bfa7,incineroar,pelipper,dragonite,archaludon,ursaluna,sinistcha
127,80,https://pokepast.es/e7e5683ef7de68f1,pelipper,basculegion-male,dragonite,archaludon,amoonguss,gholdengo
128,80,https://pokepast.es/7866fee004ffbe92,talonflame,garchomp,archaludon,vivillon,ninetales-alola,kingambit
129,60,https://pokepast.es/8c4ebeb401f82066,pelipper,basculegion-male,dragonite,archaludon,ursaluna,sinistcha
130,60,https://pokepast.es/9984b45927a07f78,incineroar,porygon2,ursaluna,hydreigon,amoonguss,gholdengo
131,60,https://pokepast.es/9ccd34af6b7faa4d,rillaboom,dragonite,annihilape,electabuzz,ursaluna-bloodmoon,kingambit
132,60,https://pokepast.es/84c8c07a90ecc26f,incineroar,annihilape,maushold-family-of-four,electabuzz,sinistcha,kingambit
133,60,https://pokepast.es/ababdb96a96da0c0,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
134,60,https://pokepast.es/9cf4bd66d283d70f,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
135,60,https://pokepast.es/6b81913a98d48473,annihilape,maushold-family-of-four,klefki,sinistcha,ninetales-alola,ursaluna-bloodmoon
136,60,https://pokepast.es/239feaaa973afe73,incineroar,rillaboom,ninetales-alola,sneasler,ursaluna-bloodmoon,gholdengo
137,60,https://pokepast.es/35a9a7e38db7688d,incineroar,dragonite,ursaluna,sinistcha,sneasler,gholdengo
138,60,https://pokepast.es/6a91772eedf2756a,rillaboom,dragonite,electabuzz,sneasler,ursaluna-bloodmoon,kingambit
139,60,https://pokepast.es/a2c96ea691e0761b,incineroar,rillaboom,dragonite,annihilape,ursaluna-bloodmoon,gholdengo
140,60,https://pokepast.es/16a200b4cb89c871,incineroar,porygon2,pelipper,archaludon,ursaluna,amoonguss
141,60,https://pokepast.es/198fa6df21feb0f9,typhlosion-hisui,garchomp,torkoal,jumpluff,dragonite,kingambit
142,60,https://pokepast.es/b80ac0813b91fe5e,whimsicott,dondozo,tatsugiri-curly,indeedee-male,sneasler,ursaluna-bloodmoon
143,60,https://pokepast.es/39eeedf0479fdedd,incineroar,porygon2,dragonite,ursaluna,ninetales-alola,gholdengo
144,60,https://pokepast.es/af12c6a945d92a88,rillaboom,arcanine-hisui,dragonite,ninetales-alola,sneasler,gholdengo
145,60,https://pokepast.es/26b8a23638f3dc56,rillaboom,primarina,magmar,sneasler,dragapult,kingambit
146,60,https://pokepast.es/4e2e770a8dadff17,rillaboom,volcarona,dragonite,smeargle,sneasler,kingambit
147,60,https://pokepast.es/0f03315835ac9085,incineroar,dragonite,annihilape,weezing,ursaluna-bloodmoon,dragapult
148,60,https://pokepast.es/b23f04e8a9de627a,incineroar,dragonite,amoonguss,sneasler,ursaluna-bloodmoon,gholdengo
149,60,https://pokepast.es/3d36763fe53be08b,incineroar,porygon2,annihilape,ribombee,ursaluna,gholdengo
150,60,https://pokepast.es/534d72db96f85b38,corviknight,tyranitar,excadrill,annihilape,indeedee-male,sneasler
151,60,https://pokepast.es/4db4bdf3b33fc31c,rillaboom,garchomp,volcarona,annihilape,ninetales-alola,kingambit
152,60,https://pokepast.es/146311dbcdb6d62a,pelipper,dragonite,archaludon,ursaluna,sinistcha,gholdengo
153,60,https://pokepast.es/15b1215375688640,incineroar,porygon2,mienshao,ursaluna,amoonguss,gholdengo
154,60,https://pokepast.es/9d2eac9b77ee47cc,corviknight,tyranitar,excadrill,magmar,indeedee-male,sneasler
155,60,https://pokepast.es/408940794ad76eca,incineroar,pelipper,dragonite,archaludon,ursaluna,sinistcha
156,60,https://pokepast.es/a0150ded860a372a,talonflame,dragonite,dondozo,tatsugiri-curly,glimmora,gholdengo
157,60,https://pokepast.es/4f2dcc8aec61af1a,volcarona,tyranitar,annihilape,rotom [wash rotom],sinistcha,grimmsnarl
158,60,https://pokepast.es/aaeeffc4a6587934,talonflame,dondozo,tatsugiri-curly,indeedee-male,sneasler,ursaluna-bloodmoon
159,60,https://pokepast.es/f64ab4cc994be583,talonflame,dragonite,pawmot,glimmora,ninetales-alola,gholdengo
160,60,https://pokepast.es/7207ffe84f57f1e6,rillaboom,volcarona,electabuzz,baxcalibur,sneasler,kingambit
161,60,https://pokepast.es/f98accf6673105b2,torkoal,maushold-family-of-four,ursaluna,gallade,hatterene,indeedee-female
162,60,https://pokepast.es/711adde187b15b7c,rillaboom,dondozo,tatsugiri-curly,annihilape,weavile,archaludon
163,60,https://pokepast.es/a3be0dfbe58a8e5a,volcarona,tyranitar,annihilape,indeedee-male,sneasler,ursaluna-bloodmoon
164,60,https://pokepast.es/3b634d2b9d484436,incineroar,rillaboom,volcarona,dragonite,annihilape,ursaluna-bloodmoon
165,60,https://pokepast.es/0ee179bffd4cef50,rillaboom,basculegion-male,magmar,ninetales-alola,sneasler,kingambit
166,60,https://pokepast.es/191a385fa776e1b2,corviknight,tyranitar,excadrill,annihilape,indeedee-male,sneasler
167,60,https://pokepast.es/0850ff25874781ec,volcarona,dragonite,annihilape,ninetales-alola,ursaluna-bloodmoon,gholdengo
168,60,https://pokepast.es/e69480aff15121f9,annihilape,maushold-family-of-four,klefki,sinistcha,ninetales-alola,ursaluna-bloodmoon
169,60,https://pokepast.es/dd8daed869539678,incineroar,porygon2,kilowattrel,ursaluna,amoonguss,gholdengo
170,60,https://pokepast.es/a54fc47d7a5e566e,corviknight,tyranitar,excadrill,annihilape,indeedee-male,sneasler
171,60,https://pokepast.es/e13ef5b69a551a7f,incineroar,whimsicott,dragonite,annihilape,sneasler,gholdengo
172,60,https://pokepast.es/5cd09253a86b7d87,rillaboom,volcarona,dragonite,electabuzz,sneasler,kingambit
173,60,https://pokepast.es/3098e2a4ef5697a9,rillaboom,arcanine-hisui,dragonite,ninetales-alola,sneasler,gholdengo
174,60,https://pokepast.es/807868952cb615ea,rillaboom,volcarona,dragonite,annihilape,ursaluna-bloodmoon,gholdengo
175,60,https://pokepast.es/4b24c8070bc21954,rillaboom,dragonite,sneasler,ursaluna-bloodmoon,farigiraf,kingambit
176,60,https://pokepast.es/647e88a6494c3029,incineroar,garchomp,porygon2,primarina,vivillon,gholdengo
177,60,https://pokepast.es/cb879d53bdebce3f,rillaboom,dragonite,annihilape,maushold-family-of-four,ursaluna-bloodmoon,gholdengo
178,60,https://pokepast.es/0899a3a51e57a9ef,incineroar,rillaboom,garchomp,corviknight,smeargle,gholdengo
179,60,https://pokepast.es/c495d9181a99c605,incineroar,porygon2,flamigo,ursaluna,amoonguss,gholdengo
180,60,https://pokepast.es/658bde47c7f65d51,incineroar,whimsicott,dragonite,annihilape,sneasler,gholdengo
181,60,https://pokepast.es/03d3416545b50ef4,rillaboom,arcanine-hisui,dragonite,ninetales-alola,sneasler,gholdengo
182,60,https://pokepast.es/f90dfe8958628460,incineroar,porygon2,annihilape,ribombee,ursaluna,gholdengo
183,60,https://pokepast.es/98426ec177009bc0,rillaboom,dragonite,annihilape,ninetales-alola,ursaluna-bloodmoon,gholdengo
184,60,https://pokepast.es/4cdca813afb5b271,volcarona,milotic,electabuzz,baxcalibur,sneasler,kingambit
185,60,https://pokepast.es/e2687d821768ae6e,talonflame,dondozo,tatsugiri-curly,indeedee-male,sneasler,ursaluna-bloodmoon
186,60,https://pokepast.es/8ae809cbc3b3b802,incineroar,talonflame,electabuzz,indeedee-male,sneasler,ursaluna-bloodmoon
187,60,https://pokepast.es/67c4da0b9e3c2101,volcarona,tyranitar,annihilape,rotom [wash rotom],sinistcha,grimmsnarl
188,60,https://pokepast.es/2dbfc2d3021340dd,rillaboom,dragonite,annihilape,maushold-family-of-four,ursaluna-bloodmoon,gholdengo
189,60,https://pokepast.es/6db73f8d7996416a,incineroar,porygon2,ursaluna,hydreigon,amoonguss,gholdengo
190,60,https://pokepast.es/ddcd31a48a560fac,corviknight,tyranitar,annihilape,maushold-family-of-four,sinistcha,kommo-o
191,60,https://pokepast.es/fd8ef5ba0b0ad5a3,rillaboom,arcanine-hisui,dragonite,ninetales-alola,sneasler,gholdengo
192,60,https://pokepast.es/cde37cf0d9533861,talonflame,dragonite,indeedee-male,sneasler,ursaluna-bloodmoon,gholdengo
193,60,https://pokepast.es/26a5c488e950c842,dragonite,zoroark-hisui,clefable,armarouge,indeedee-male,sneasler
194,60,https://pokepast.es/8c015fe3344d4cf7,incineroar,porygon2,ursaluna,hydreigon,amoonguss,gholdengo
195,60,https://pokepast.es/382b23bcb8275111,rillaboom,arcanine-hisui,dragonite,ninetales-alola,sneasler,gholdengo
196,60,https://pokepast.es/2bd20d47552998f0,rillaboom,dragonite,annihilape,magmar,ninetales-alola,gholdengo
197,60,https://pokepast.es/4ce8f0d7299cfda2,incineroar,rillaboom,volcarona,basculegion-male,clefable,kingambit
198,60,https://pokepast.es/019b03684a938009,incineroar,typhlosion-hisui,whimsicott,annihilape,ninetales-alola,ursaluna-bloodmoon
199,60,https://pokepast.es/5fd65dbf8e2bb47c,incineroar,talonflame,garchomp,indeedee-male,sneasler,ursaluna-bloodmoon
200,60,https://pokepast.es/a634287e549e2044,incineroar,porygon2,kilowattrel,ursaluna,amoonguss,gholdengo
201,60,https://pokepast.es/2e6da723b0a2d738,whimsicott,annihilape,maushold-family-of-four,delphox,indeedee-male,sneasler
202,60,https://pokepast.es/c439d64d269c53ab,rillaboom,volcarona,dragonite,electabuzz,sneasler,kingambit
203,60,https://pokepast.es/288d69e15315b65b,incineroar,rillaboom,whimsicott,annihilape,magmar,gholdengo
204,60,https://pokepast.es/c59d2ac67384242c,rillaboom,volcarona,porygon2,annihilape,dragapult,grimmsnarl
205,60,https://pokepast.es/1b1b93aa521b7935,rillaboom,gyarados,dragonite,ninetales-alola,sneasler,gholdengo
206,60,https://pokepast.es/81b11a83fae33354,incineroar,rillaboom,volcarona,electabuzz,kommo-o,gholdengo
207,60,https://pokepast.es/9786d525ce187cec,incineroar,porygon2,ribombee,ursaluna,amoonguss,gholdengo
208,60,https://pokepast.es/58506eaff3f7d890,incineroar,garchomp,tyranitar,kilowattrel,amoonguss,gholdengo
209,60,https://pokepast.es/1f9a031bd15feeab,torkoal,lilligant-hisui,annihilape,gallade,hatterene,indeedee-female
210,60,https://pokepast.es/23d05c4799d86b0e,rillaboom,whimsicott,pelipper,basculegion-male,archaludon,ursaluna-bloodmoon
211,60,https://pokepast.es/6d5c2a0188a798b0,pelipper,basculegion-male,annihilape,archaludon,amoonguss,gholdengo
212,60,https://pokepast.es/608a8bdbbf7b1639,incineroar,porygon2,pelipper,basculegion-male,amoonguss,gholdengo
213,60,https://pokepast.es/f58624eeb2d9179d,pelipper,dragonite,archaludon,ursaluna,sinistcha,gholdengo
214,60,https://pokepast.es/a95bbbae6eafa294,rillaboom,volcarona,basculegion-male,dragonite,sneasler,kingambit
215,60,https://pokepast.es/7e8e7ccfafa0ac4c,incineroar,pelipper,basculegion-male,archaludon,amoonguss,gholdengo
216,60,https://pokepast.es/23e0427b4f149fb9,garchomp,murkrow,armarouge,indeedee-female,ursaluna-bloodmoon,gholdengo
217,60,https://pokepast.es/3ede254c5ea5db38,incineroar,whimsicott,primarina,gothitelle,ursaluna-bloodmoon,gholdengo
218,60,https://pokepast.es/ad3464fce3ebe58d,incineroar,basculegion-male,flamigo,amoonguss,ursaluna-bloodmoon,farigiraf
219,60,https://pokepast.es/799e17b31e7ecb08,incineroar,porygon2,ursaluna,hydreigon,amoonguss,gholdengo
220,60,https://pokepast.es/5c77e0e0f520345c,incineroar,pelipper,kingdra,annihilape,maushold-family-of-four,archaludon
221,60,https://pokepast.es/8a4782f197ad8964,rillaboom,dragonite,annihilape,maushold-family-of-four,ursaluna-bloodmoon,gholdengo
222,60,https://pokepast.es/35afb6ea846b9569,talonflame,dondozo,tatsugiri-curly,indeedee-male,sneasler,ursaluna-bloodmoon
223,60,https://pokepast.es/58f43c2c90d7eec5,rillaboom,volcarona,dragonite,electabuzz,sneasler,kingambit
224,60,https://pokepast.es/ddaac4d66e92c1e5,incineroar,charizard,torkoal,jumpluff,porygon2,ursaluna
225,60,https://pokepast.es/7c1171662bf50917,rillaboom,volcarona,dragonite,electabuzz,sneasler,kingambit
226,60,https://pokepast.es/3ee41bcade028825,incineroar,garchomp,corviknight,tyranitar,sneasler,gholdengo
