 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 | 48   | Glimmora           |  1.80756% | 6540   |  1.411% | 3024   |  1.404% | 
 | 49   | Vivillon           |  1.77613% | 5488   |  1.184% | 1944   |  0.902% | 
 | 50   | Farigiraf          |  1.61407% | 21049  |  4.540% | 7573   |  3.516% | 
 | 51   | Murkrow            |  1.56165% | 12885  |  2.779% | 4721   |  2.192% | 
 | 52   | Weezing-Galar      |  1.49806% | 9830   |  2.120% | 3992   |  1.853% | 
 | 53   | Flamigo            |  1.28624% | 6918   |  1.492% | 2996   |  1.391% | 
 | 54   | Armarouge          |  1.24233% | 12887  |  2.780% | 6660   |  3.092% | 
 | 55   | Salamence          |  1.21248% | 5696   |  1.229% | 2364   |  1.097% | 
 | 56   | Toedscruel         |  1.17659% | 5126   |  1.106% | 1934   |  0.898% | 
 | 57   | Clefable           |  1.05080% | 8080   |  1.743% | 3051   |  1.416% | 
 | 58   | Politoed           |  0.94939% | 13217  |  2.851% | 8680   |  4.030% | 
 | 59   | Gothitelle         |  0.89164% | 11986  |  2.585% | 6326   |  2.937% | 
 | 60   | Palafin            |  0.75709% | 6335   |  1.366% | 3259   |  1.513% | 
 | 61   | Kingdra            |  0.73897% | 9013   |  1.944% | 4082   |  1.895% | 
 | 62   | Mimikyu            |  0.67721% | 1911   |  0.412% | 726    |  0.337% | 
 | 63   | Delphox            |  0.67314% | 4631   |  0.999% | 2390   |  1.110% | 
 | 64   | Lycanroc           |  0.58312% | 760    |  0.164% | 323    |  0.150% | 
 | 65   | Milotic            |  0.56583% | 5206   |  1.123% | 1847   |  0.857% | 
 | 66   | Tauros-Paldea-Aqua |  0.54957% | 5015   |  1.082% | 2213   |  1.027% | 
 | 67   | Garganacl          |  0.53388% | 2891   |  0.624% | 1253   |  0.582% | 
 | 68   | Weavile            |  0.46427% | 2219   |  0.479% | 978    |  0.454% | 
 | 69   | Greninja           |  0.46138% | 1881   |  0.406% | 635    |  0.295% | 
 | 70   | Zoroark-Hisui      |  0.44795% | 6485   |  1.399% | 1272   |  0.591% | 
 | 71   | Pawmot             |  0.44583% | 3945   |  0.851% | 1781   |  0.827% | 
 | 72   | Gastrodon          |  0.39469% | 5647   |  1.218% | 2167   |  1.006% | 
 | 73   | Smeargle           |  0.36559% | 5879   |  1.268% | 2611   |  1.212% | 
 | 74   | Ceruledge          |  0.33715% | 3516   |  0.758% | 1539   |  0.714% | 
 | 75   | Sableye            |  0.32328% | 1128   |  0.243% | 350    |  0.162% | 
 | 76   | Sylveon            |  0.28752% | 3878   |  0.836% | 1808   |  0.839% | 
 | 77   | Tsareena           |  0.26657% | 1352   |  0.292% | 504    |  0.234% | 
 | 78   | Gyarados           |  0.26229% | 4903   |  1.058% | 2006   |  0.931% | 
 | 79   | Exeggutor          |  0.26169% | 3038   |  0.655% | 1281   |  0.595% | 
 | 80   | Weezing            |  0.26018% | 4145   |  0.894% | 1537   |  0.714% | 
 | 81   | Dusclops           |  0.24986% | 1162   |  0.251% | 493    |  0.229% | 
 | 82   | Lucario            |  0.22399% | 742    |  0.160% | 309    |  0.143% | 
 | 83   | Espathra           |  0.21870% | 1523   |  0.328% | 600    |  0.279% | 
 | 84   | Meowscarada        |  0.20663% | 4968   |  1.072% | 2274   |  1.056% | 
 | 85   | Clefairy           |  0.20224% | 2951   |  0.637% | 1165   |  0.541% | 
 | 86   | Orthworm           |  0.20078% | 1095   |  0.236% | 499    |  0.232% | 
 | 87   | Blaziken           |  0.19588% | 2995   |  0.646% | 1406   |  0.653% | 
 | 88   | Drifblim           |  0.18360% | 2021   |  0.436% | 755    |  0.350% | 
 | 89   | Decidueye-Hisui    |  0.17555% | 3145   |  0.678% | 1265   |  0.587% | 
 | 90   | Yanmega            |  0.16192% | 1741   |  0.376% | 616    |  0.286% | 
 | 91   | Azumarill          |  0.15186% | 1328   |  0.286% | 578    |  0.268% | 
 | 92   | Malamar            |  0.14222% | 1308   |  0.282% | 654    |  0.304% | 
 | 93   | Gliscor            |  0.13587% | 1700   |  0.367% | 776    |  0.360% | 
 | 94   | Samurott-Hisui     |  0.13543% | 2158   |  0.465% | 1115   |  0.518% | 
 | 95   | Hariyama           |  0.13349% | 917    |  0.198% | 379    |  0.176% | 
 | 96   | Abomasnow          |  0.13293% | 1075   |  0.232% | 525    |  0.244% | 
 | 97   | Ribombee           |  0.13238% | 1132   |  0.244% | 399    |  0.185% | 
 | 98   | Arcanine           |  0.12457% | 1010   |  0.218% | 449    |  0.208% | 
 | 99   | Metagross          |  0.11438% | 2335   |  0.504% | 981    |  0.455% | 
 | 100  | Gardevoir          |  0.10768% | 2613   |  0.564% | 1282   |  0.595% | 
 | 101  | Mienshao           |  0.10492% | 1758   |  0.379% | 715    |  0.332% | 
 | 102  | Blastoise          |  0.09877% | 1702   |  0.367% | 692    |  0.321% | 
 | 103  | Kleavor            |  0.08889% | 1235   |  0.266% | 577    |  0.268% | 
 | 104  | Chandelure         |  0.08557% | 1710   |  0.369% | 789    |  0.366% | 
 | 105  | Glaceon            |  0.07807% | 1034   |  0.223% | 529    |  0.246% | 
 | 106  | Ludicolo           |  0.07622% | 509    |  0.110% | 221    |  0.103% | 
 | 107  | Slaking            |  0.06727% | 1704   |  0.368% | 868    |  0.403% | 
 | 108  | Mandibuzz          |  0.06710% | 562    |  0.121% | 205    |  0.095% | 
 | 109  | Gengar             |  0.06495% | 2084   |  0.450% | 755    |  0.350% | 
 | 110  | Bronzong           |  0.05935% | 1848   |  0.399% | 648    |  0.301% | 
 | 111  | Toxicroak          |  0.05840% | 518    |  0.112% | 208    |  0.097% | 
 | 112  | Frosmoth           |  0.05545% | 1014   |  0.219% | 377    |  0.175% | 
 | 113  | Overqwil           |  0.05515% | 1573   |  0.339% | 676    |  0.314% | 
 | 114  | Breloom            |  0.05364% | 804    |  0.173% | 347    |  0.161% | 
 | 115  | Rotom-Wash         |  0.04924% | 1555   |  0.335% | 710    |  0.330% | 
 | 116  | Tinkaton           |  0.04905% | 910    |  0.196% | 336    |  0.156% | 
 | 117  | Rotom-Heat         |  0.04888% | 589    |  0.127% | 258    |  0.120% | 
 | 118  | Araquanid          |  0.04730% | 1628   |  0.351% | 658    |  0.305% | 
 | 119  | Ninetales          |  0.04670% | 1528   |  0.330% | 731    |  0.339% | 
 | 120  | Umbreon            |  0.04638% | 435    |  0.094% | 145    |  0.067% | 
 | 121  | Chesnaught         |  0.04624% | 796    |  0.172% | 263    |  0.122% | 
 | 122  | Brambleghast       |  0.04433% | 719    |  0.155% | 259    |  0.120% | 
 | 123  | Electrode-Hisui    |  0.04014% | 888    |  0.192% | 312    |  0.145% | 
 | 124  | Exeggutor-Alola    |  0.03993% | 250    |  0.054% | 110    |  0.051% | 
 | 125  | Basculegion-F      |  0.03916% | 669    |  0.144% | 351    |  0.163% | 
 | 126  | Scrafty            |  0.03871% | 851    |  0.184% | 394    |  0.183% | 
 | 127  | Spiritomb          |  0.03655% | 606    |  0.131% | 213    |  0.099% | 
 | 128  | Mamoswine          |  0.03379% | 1028   |  0.222% | 504    |  0.234% | 
 | 129  | Hippowdon          |  0.03356% | 395    |  0.085% | 188    |  0.087% | 
 | 130  | Cinderace          |  0.03317% | 361    |  0.078% | 155    |  0.072% | 
 | 131  | Rotom-Frost        |  0.03069% | 279    |  0.060% | 139    |  0.065% | 
 | 132  | Espeon             |  0.03022% | 1049   |  0.226% | 489    |  0.227% | 
 | 133  | Poliwrath          |  0.02894% | 302    |  0.065% | 131    |  0.061% | 
 | 134  | Hydrapple          |  0.02691% | 871    |  0.188% | 408    |  0.189% | 
 | 135  | Tauros-Paldea-Blaze |  0.02686% | 1429   |  0.308% | 626    |  0.291% | 
 | 136  | Muk-Alola          |  0.02634% | 690    |  0.149% | 290    |  0.135% | 
 | 137  | Quaquaval          |  0.02501% | 879    |  0.190% | 381    |  0.177% | 
 | 138  | Dudunsparce        |  0.02327% | 217    |  0.047% | 62     |  0.029% | 
 | 139  | Toxtricity         |  0.02313% | 1447   |  0.312% | 739    |  0.343% | 
 | 140  | Staraptor          |  0.02108% | 206    |  0.044% | 78     |  0.036% | 
 | 141  | Serperior          |  0.02097% | 1641   |  0.354% | 617    |  0.286% | 
 | 142  | Cetitan            |  0.01826% | 398    |  0.086% | 183    |  0.085% | 
 | 143  | Bruxish            |  0.01769% | 208    |  0.045% | 77     |  0.036% | 
 | 144  | Salazzle           |  0.01732% | 410    |  0.088% | 179    |  0.083% | 
 | 145  | Persian-Alola      |  0.01669% | 337    |  0.073% | 152    |  0.071% | 
 | 146  | Snorlax            |  0.01648% | 877    |  0.189% | 281    |  0.130% | 
 | 147  | Noivern            |  0.01598% | 334    |  0.072% | 126    |  0.058% | 
 | 148  | Arboliva           |  0.01577% | 773    |  0.167% | 364    |  0.169% | 
 | 149  | Pikachu            |  0.01552% | 578    |  0.125% | 115    |  0.053% | 
 | 150  | Beartic            |  0.01498% | 271    |  0.058% | 140    |  0.065% | 
 | 151  | Skeledirge         |  0.01458% | 1018   |  0.220% | 485    |  0.225% | 
 | 152  | Glalie             |  0.01440% | 75     |  0.016% | 24     |  0.011% | 
 | 153  | Mudsdale           |  0.01325% | 254    |  0.055% | 129    |  0.060% | 
 | 154  | Rhyperior          |  0.01318% | 357    |  0.077% | 164    |  0.076% | 
 | 155  | Conkeldurr         |  0.01316% | 955    |  0.206% | 444    |  0.206% | 
 | 156  | Hawlucha           |  0.01284% | 425    |  0.092% | 203    |  0.094% | 
 | 157  | Oranguru           |  0.01253% | 1122   |  0.242% | 455    |  0.211% | 
 | 158  | Scizor             |  0.01243% | 887    |  0.191% | 418    |  0.194% | 
 | 159  | Stonjourner        |  0.01237% | 216    |  0.047% | 87     |  0.040% | 
 | 160  | Raichu             |  0.01234% | 938    |  0.202% | 368    |  0.171% | 
 | 161  | Illumise           |  0.01224% | 613    |  0.132% | 200    |  0.093% | 
 | 162  | Lumineon           |  0.01207% | 184    |  0.040% | 64     |  0.030% | 
 | 163  | Venusaur           |  0.01191% | 991    |  0.214% | 388    |  0.180% | 
 | 164  | Empoleon           |  0.01174% | 1354   |  0.292% | 536    |  0.249% | 
 | 165  | Goodra-Hisui       |  0.01156% | 963    |  0.208% | 437    |  0.203% | 
 | 166  | Altaria            |  0.01143% | 865    |  0.187% | 359    |  0.167% | 
 | 167  | Hitmontop          |  0.01137% | 627    |  0.135% | 290    |  0.135% | 
 | 168  | Sawsbuck           |  0.01103% | 130    |  0.028% | 91     |  0.042% | 
 | 169  | Krookodile         |  0.01038% | 569    |  0.123% | 279    |  0.130% | 
 | 170  | Coalossal          |  0.01022% | 258    |  0.056% | 88     |  0.041% | 
 | 171  | Perrserker         |  0.01012% | 564    |  0.122% | 185    |  0.086% | 
 | 172  | Braviary           |  0.00974% | 586    |  0.126% | 246    |  0.114% | 
 | 173  | Shellos            |  0.00967% | 5      |  0.001% | 0      |  0.000% | 
 | 174  | Volbeat            |  0.00924% | 261    |  0.056% | 99     |  0.046% | 
 | 175  | Braviary-Hisui     |  0.00920% | 737    |  0.159% | 357    |  0.166% | 
 | 176  | Inteleon           |  0.00908% | 903    |  0.195% | 385    |  0.179% | 
 | 177  | Porygon-Z          |  0.00889% | 721    |  0.156% | 381    |  0.177% | 
 | 178  | Vikavolt           |  0.00884% | 526    |  0.113% | 237    |  0.110% | 
 | 179  | Reuniclus          |  0.00881% | 862    |  0.186% | 334    |  0.155% | 
 | 180  | Scyther            |  0.00876% | 505    |  0.109% | 181    |  0.084% | 
 | 181  | Sunflora           |  0.00848% | 147    |  0.032% | 60     |  0.028% | 
 | 182  | Wyrdeer            |  0.00827% | 165    |  0.036% | 78     |  0.036% | 
 | 183  | Cyclizar           |  0.00759% | 161    |  0.035% | 89     |  0.041% | 
 | 184  | Froslass           |  0.00741% | 133    |  0.029% | 57     |  0.026% | 
 | 185  | Feraligatr         |  0.00740% | 528    |  0.114% | 250    |  0.116% | 
 | 186  | Jigglypuff         |  0.00738% | 75     |  0.016% | 25     |  0.012% | 
 | 187  | Pachirisu          |  0.00714% | 235    |  0.051% | 105    |  0.049% | 
 | 188  | Duskull            |  0.00703% | 60     |  0.013% | 16     |  0.007% | 
 | 189  | Misdreavus         |  0.00702% | 113    |  0.024% | 41     |  0.019% | 
 | 190  | Dragalge           |  0.00699% | 128    |  0.028% | 63     |  0.029% | 
 | 191  | Tentacruel         |  0.00690% | 72     |  0.016% | 27     |  0.013% | 
 | 192  | Oricorio-Sensu     |  0.00679% | 272    |  0.059% | 138    |  0.064% | 
 | 193  | Crawdaunt          |  0.00676% | 174    |  0.038% | 82     |  0.038% | 
 | 194  | Magnezone          |  0.00673% | 343    |  0.074% | 152    |  0.071% | 
 | 195  | Haxorus            |  0.00627% | 472    |  0.102% | 238    |  0.110% | 
 | 196  | Houndstone         |  0.00617% | 644    |  0.139% | 282    |  0.131% | 
 | 197  | Slowking           |  0.00615% | 446    |  0.096% | 170    |  0.079% | 
 | 198  | Typhlosion         |  0.00600% | 249    |  0.054% | 138    |  0.064% | 
 | 199  | Trevenant          |  0.00583% | 54     |  0.012% | 21     |  0.010% | 
 | 200  | Comfey             |  0.00571% | 1461   |  0.315% | 749    |  0.348% | 
 | 201  | Avalugg-Hisui      |  0.00558% | 107    |  0.023% | 62     |  0.029% | 
 | 202  | Scovillain         |  0.00517% | 232    |  0.050% | 81     |  0.038% | 
 | 203  | Magmortar          |  0.00505% | 225    |  0.049% | 77     |  0.036% | 
 | 204  | Emboar             |  0.00489% | 78     |  0.017% | 40     |  0.019% | 
 | 205  | Venonat            |  0.00483% | 19     |  0.004% | 6      |  0.003% | 
 | 206  | Arbok              |  0.00480% | 83     |  0.018% | 20     |  0.009% | 
 | 207  | Hypno              |  0.00465% | 52     |  0.011% | 6      |  0.003% | 
 | 208  | Barraskewda        |  0.00415% | 438    |  0.094% | 174    |  0.081% | 
 | 209  | Slowking-Galar     |  0.00414% | 235    |  0.051% | 105    |  0.049% | 
 | 210  | Scraggy            |  0.00398% | 51     |  0.011% | 18     |  0.008% | 
 | 211  | Cinccino           |  0.00398% | 78     |  0.017% | 35     |  0.016% | 
 | 212  | Sentret            |  0.00365% | 12     |  0.003% | 3      |  0.001% | 
 | 213  | Rabsca             |  0.00364% | 185    |  0.040% | 90     |  0.042% | 
 | 214  | Houndoom           |  0.00329% | 88     |  0.019% | 35     |  0.016% | 
 | 215  | Bellibolt          |  0.00309% | 287    |  0.062% | 152    |  0.071% | 
 | 216  | Slowbro            |  0.00309% | 367    |  0.079% | 153    |  0.071% | 
 | 217  | Infernape          |  0.00291% | 537    |  0.116% | 275    |  0.128% | 
 | 218  | Dewgong            |  0.00287% | 80     |  0.017% | 24     |  0.011% | 
 | 219  | Jolteon            |  0.00283% | 424    |  0.091% | 157    |  0.073% | 
 | 220  | Zebstrika          |  0.00277% | 111    |  0.024% | 37     |  0.017% | 
 | 221  | Minior             |  0.00265% | 134    |  0.029% | 67     |  0.031% | 
 | 222  | Golurk             |  0.00259% | 128    |  0.028% | 44     |  0.020% | 
 | 223  | Golduck            |  0.00258% | 376    |  0.081% | 110    |  0.051% | 
 | 224  | Riolu              |  0.00238% | 149    |  0.032% | 61     |  0.028% | 
 | 225  | Shiftry            |  0.00233% | 266    |  0.057% | 120    |  0.056% | 
 | 226  | Eelektross         |  0.00213% | 61     |  0.013% | 25     |  0.012% | 
 | 227  | Sceptile           |  0.00202% | 306    |  0.066% | 127    |  0.059% | 
 | 228  | Clawitzer          |  0.00184% | 174    |  0.038% | 96     |  0.045% | 
 | 229  | Clodsire           |  0.00184% | 366    |  0.079% | 133    |  0.062% | 
 | 230  | Ambipom            |  0.00180% | 132    |  0.028% | 56     |  0.026% | 
 | 231  | Quilava            |  0.00172% | 66     |  0.014% | 14     |  0.006% | 
 | 232  | Lapras             |  0.00163% | 356    |  0.077% | 175    |  0.081% | 
 | 233  | Alcremie           |  0.00154% | 430    |  0.093% | 163    |  0.076% | 
 | 234  | Whiscash           |  0.00152% | 17     |  0.004% | 6      |  0.003% | 
 | 235  | Rampardos          |  0.00144% | 146    |  0.031% | 63     |  0.029% | 
 | 236  | Dipplin            |  0.00141% | 47     |  0.010% | 22     |  0.010% | 
 | 237  | Electivire         |  0.00132% | 111    |  0.024% | 37     |  0.017% | 
 | 238  | Medicham           |  0.00131% | 59     |  0.013% | 29     |  0.013% | 
 | 239  | Meowstic           |  0.00130% | 385    |  0.083% | 116    |  0.054% | 
 | 240  | Lokix              |  0.00129% | 80     |  0.017% | 36     |  0.017% | 
 | 241  | Vileplume          |  0.00120% | 74     |  0.016% | 25     |  0.012% | 
 | 242  | Lanturn            |  0.00111% | 51     |  0.011% | 28     |  0.013% | 
 | 243  | Ditto              |  0.00109% | 371    |  0.080% | 195    |  0.091% | 
 | 244  | Flapple            |  0.00096% | 65     |  0.014% | 31     |  0.014% | 
 | 245  | Sneasel            |  0.00094% | 29     |  0.006% | 4      |  0.002% | 
 | 246  | Cryogonal          |  0.00087% | 68     |  0.015% | 28     |  0.013% | 
 | 247  | Dugtrio            |  0.00085% | 95     |  0.020% | 37     |  0.017% | 
 | 248  | Swampert           |  0.00081% | 266    |  0.057% | 122    |  0.057% | 
 | 249  | Yanma              |  0.00075% | 168    |  0.036% | 52     |  0.024% | 
 | 250  | Lurantis           |  0.00072% | 187    |  0.040% | 106    |  0.049% | 
 | 251  | Grafaiai           |  0.00071% | 288    |  0.062% | 94     |  0.044% | 
 | 252  | Oricorio-Pom-Pom   |  0.00069% | 234    |  0.050% | 132    |  0.061% | 
 | 253  | Meganium           |  0.00066% | 90     |  0.019% | 16     |  0.007% | 
 | 254  | Pincurchin         |  0.00065% | 294    |  0.063% | 117    |  0.054% | 
 | 255  | Wigglytuff         |  0.00057% | 53     |  0.011% | 15     |  0.007% | 
 | 256  | Lilligant          |  0.00056% | 119    |  0.026% | 44     |  0.020% | 
 | 257  | Heracross          |  0.00056% | 118    |  0.025% | 55     |  0.026% | 
 | 258  | Vespiquen          |  0.00054% | 36     |  0.008% | 15     |  0.007% | 
 | 259  | Toxapex            |  0.00052% | 250    |  0.054% | 111    |  0.052% | 
 | 260  | Sandslash          |  0.00052% | 54     |  0.012% | 27     |  0.013% | 
 | 261  | Quagsire           |  0.00051% | 63     |  0.014% | 16     |  0.007% | 
 | 262  | Fletchling         |  0.00047% | 10     |  0.002% | 1      |  0.000% | 
 | 263  | Florges            |  0.00047% | 162    |  0.035% | 87     |  0.040% | 
 | 264  | Primeape           |  0.00047% | 81     |  0.017% | 37     |  0.017% | 
 | 265  | Rotom-Mow          |  0.00045% | 166    |  0.036% | 65     |  0.030% | 
 | 266  | Venomoth           |  0.00043% | 113    |  0.024% | 42     |  0.019% | 
 | 267  | Chimecho           |  0.00039% | 43     |  0.009% | 11     |  0.005% | 
 | 268  | Tauros             |  0.00034% | 40     |  0.009% | 16     |  0.007% | 
 | 269  | Flygon             |  0.00033% | 141    |  0.030% | 82     |  0.038% | 
 | 270  | Bisharp            |  0.00032% | 56     |  0.012% | 20     |  0.009% | 
 | 271  | Slowbro-Galar      |  0.00031% | 109    |  0.024% | 38     |  0.018% | 
 | 272  | Charjabug          |  0.00026% | 117    |  0.025% | 32     |  0.015% | 
 | 273  | Dusknoir           |  0.00026% | 48     |  0.010% | 16     |  0.007% | 
 | 274  | Morpeko            |  0.00025% | 117    |  0.025% | 58     |  0.027% | 
 | 275  | Goodra             |  0.00024% | 316    |  0.068% | 132    |  0.061% | 
 | 276  | Bastiodon          |  0.00024% | 128    |  0.028% | 50     |  0.023% | 
 | 277  | Golem-Alola        |  0.00023% | 194    |  0.042% | 95     |  0.044% | 
 | 278  | Copperajah         |  0.00021% | 11     |  0.002% | 5      |  0.002% | 
 | 279  | Torterra           |  0.00020% | 172    |  0.037% | 75     |  0.035% | 
 | 280  | Duosion            |  0.00020% | 4      |  0.001% | 2      |  0.001% | 
 | 281  | Toucannon          |  0.00019% | 83     |  0.018% | 24     |  0.011% | 
 | 282  | Rotom-Fan          |  0.00018% | 32     |  0.007% | 7      |  0.003% | 
 | 283  | Decidueye          |  0.00016% | 77     |  0.017% | 28     |  0.013% | 
 | 284  | Geodude-Alola      |  0.00016% | 9      |  0.002% | 4      |  0.002% | 
 | 285  | Greedent           |  0.00013% | 93     |  0.020% | 47     |  0.022% | 
 | 286  | Mismagius          |  0.00012% | 122    |  0.026% | 52     |  0.024% | 
 | 287  | Leafeon            |  0.00012% | 108    |  0.023% | 33     |  0.015% | 
 | 288  | Forretress         |  0.00011% | 17     |  0.004% | 7      |  0.003% | 
 | 289  | Masquerain         |  0.00011% | 98     |  0.021% | 30     |  0.014% | 
 | 290  | Magcargo           |  0.00010% | 132    |  0.028% | 49     |  0.023% | 
 | 291  | Probopass          |  0.00010% | 26     |  0.006% | 12     |  0.006% | 
 | 292  | Skarmory           |  0.00008% | 23     |  0.005% | 7      |  0.003% | 
 | 293  | Raichu-Alola       |  0.00008% | 145    |  0.031% | 87     |  0.040% | 
 | 294  | Qwilfish-Hisui     |  0.00007% | 34     |  0.007% | 13     |  0.006% | 
 | 295  | Polteageist        |  0.00007% | 50     |  0.011% | 16     |  0.007% | 
 | 296  | Falinks            |  0.00007% | 41     |  0.009% | 16     |  0.007% | 
 | 297  | Floatzel           |  0.00006% | 16     |  0.003% | 8      |  0.004% | 
 | 298  | Honchkrow          |  0.00006% | 86     |  0.019% | 40     |  0.019% | 
 | 299  | Carbink            |  0.00006% | 35     |  0.008% | 10     |  0.005% | 
 | 300  | Galvantula         |  0.00006% | 44     |  0.009% | 15     |  0.007% | 
 | 301  | Koffing            |  0.00006% | 17     |  0.004% | 4      |  0.002% | 
 | 302  | Gothorita          |  0.00006% | 62     |  0.013% | 30     |  0.014% | 
 | 303  | Lycanroc-Midnight  |  0.00005% | 14     |  0.003% | 6      |  0.003% | 
 | 304  | Bombirdier         |  0.00005% | 34     |  0.007% | 17     |  0.008% | 
 | 305  | Alomomola          |  0.00005% | 43     |  0.009% | 21     |  0.010% | 
 | 306  | Cacturne           |  0.00005% | 11     |  0.002% | 3      |  0.001% | 
 | 307  | Stantler           |  0.00004% | 22     |  0.005% | 5      |  0.002% | 
 | 308  | Trapinch           |  0.00004% | 28     |  0.006% | 12     |  0.006% | 
 | 309  | Avalugg            |  0.00004% | 43     |  0.009% | 14     |  0.006% | 
 | 310  | Rhydon             |  0.00004% | 116    |  0.025% | 40     |  0.019% | 
 | 311  | Victreebel         |  0.00004% | 53     |  0.011% | 17     |  0.008% | 
 | 312  | Ampharos           |  0.00003% | 102    |  0.022% | 48     |  0.022% | 
 | 313  | Psyduck            |  0.00003% | 10     |  0.002% | 4      |  0.002% | 
 | 314  | Slowpoke           |  0.00003% | 52     |  0.011% | 15     |  0.007% | 
 | 315  | Haunter            |  0.00003% | 32     |  0.007% | 8      |  0.004% | 
 | 316  | Dunsparce          |  0.00003% | 9      |  0.002% | 2      |  0.001% | 
 | 317  | Electrode          |  0.00002% | 36     |  0.008% | 11     |  0.005% | 
 | 318  | Drowzee            |  0.00002% | 5      |  0.001% | 2      |  0.001% | 
 | 319  | Piloswine          |  0.00002% | 7      |  0.002% | 2      |  0.001% | 
 | 320  | Tropius            |  0.00002% | 78     |  0.017% | 26     |  0.012% | 
 | 321  | Spoink             |  0.00002% | 18     |  0.004% | 2      |  0.001% | 
 | 322  | Delibird           |  0.00002% | 8      |  0.002% | 2      |  0.001% | 
 | 323  | Luxray             |  0.00002% | 104    |  0.022% | 40     |  0.019% | 
